Lflavo2a000001P1 lcl|NW_015149102.1_prot_XP_015187713.1_18870
Lflavo2a012958P1 lcl|NW_015148975.1_prot_XP_015191290.1_3139
Lflavo2a012959P1 lcl|NW_015148972.1_prot_XP_015185789.1_1319
Lflavo2a012960P1 lcl|NW_015148975.1_prot_XP_015191047.1_3478
Lflavo2a012961P1 lcl|NW_015148972.1_prot_XP_015181168.1_1313
Lflavo2a012962P1 lcl|NW_015148972.1_prot_XP_015184833.1_1311
Lflavo2a012963P1 lcl|NW_015148979.1_prot_XP_015171998.1_4721
Lflavo2a012964P2 lcl|NW_015149117.1_prot_XP_015188231.1_19329
Lflavo2a012965P1 lcl|NW_015149006.1_prot_XP_015177992.1_10135
Lflavo2a012966P1 lcl|NW_015148990.1_prot_XP_015174896.1_7136
Lflavo2a012967P1 lcl|NW_015148975.1_prot_XP_015191044.1_3476
Lflavo2a012969P1 lcl|NW_015148979.1_prot_XP_015171767.1_4533
Lflavo2a012970P1 lcl|NW_015148990.1_prot_XP_015174879.1_7112
Lflavo2a012971P1 lcl|NW_015148983.1_prot_XP_015173217.1_5723
Lflavo2a012972P1 lcl|NW_015149008.1_prot_XP_015178467.1_10642
Lflavo2a012974P1 lcl|NW_015148990.1_prot_XP_015174780.1_7080
Lflavo2a012975P1 lcl|NW_015148971.1_prot_XP_015174805.1_754
Lflavo2a012977P1 lcl|NW_015148993.1_prot_XP_015175417.1_7817
Lflavo2a012980P1 lcl|NW_015149092.1_prot_XP_015187159.1_18359
Lflavo2a012981P1 lcl|NW_015148972.1_prot_XP_015184820.1_1310
Lflavo2a012983P1 lcl|NW_015148974.1_prot_XP_015190869.1_2667
Lflavo2a012984P1 lcl|NW_015148972.1_prot_XP_015185766.1_1317
Lflavo2a012985P1 lcl|NW_015149072.1_prot_XP_015186003.1_17350
Lflavo2a012988P1 lcl|NW_015149647.1_prot_XP_015189874.1_20768
Lflavo2a012990P1 lcl|NW_015149092.1_prot_XP_015187113.1_18360
Lflavo2a012991P12 lcl|NW_015149008.1_prot_XP_015178386.1_10428
Lflavo2a012991P2 lcl|NW_015149008.1_prot_XP_015178378.1_10426
Lflavo2a012991P3 lcl|NW_015149008.1_prot_XP_015178380.1_10431
Lflavo2a012991P5 lcl|NW_015149008.1_prot_XP_015178385.1_10430
Lflavo2a012991P6 lcl|NW_015149008.1_prot_XP_015178387.1_10429
Lflavo2a012991P7 lcl|NW_015149008.1_prot_XP_015178384.1_10432
Lflavo2a012991P9 lcl|NW_015149008.1_prot_XP_015178388.1_10427
Lflavo2a012995P1 lcl|NW_015149092.1_prot_XP_015187151.1_18353
Lflavo2a012996P1 lcl|NW_015148975.1_prot_XP_015191042.1_3474
Lflavo2a013000P1 lcl|NW_015148972.1_prot_XP_015184784.1_1306
Lflavo2a013004P1 lcl|NW_015149008.1_prot_XP_015178373.1_10421
Lflavo2a013005P1 lcl|NW_015149092.1_prot_XP_015187160.1_18356
Lflavo2a013006P1 lcl|NW_015149015.1_prot_XP_015180241.1_11915
Lflavo2a013007P2 lcl|NW_015149018.1_prot_XP_015180813.1_12604
Lflavo2a013008P1 lcl|NW_015148979.1_prot_XP_015171791.1_4720
Lflavo2a013009P1 lcl|NW_015149026.1_prot_XP_015181883.1_13624
Lflavo2a013010P1 lcl|NW_015148996.1_prot_XP_015176230.1_8393
Lflavo2a013013P1 lcl|NW_015148974.1_prot_XP_015190872.1_2668
Lflavo2a013014P1 lcl|NW_015148975.1_prot_XP_015191382.1_3144
Lflavo2a013016P1 lcl|NW_015149092.1_prot_XP_015187156.1_18357
Lflavo2a013017P1 lcl|NW_015149092.1_prot_XP_015187162.1_18365
Lflavo2a013018P1 lcl|NW_015148975.1_prot_XP_015191052.1_3483
Lflavo2a013019P1 lcl|NW_015149008.1_prot_XP_015178376.1_10423
Lflavo2a013020P1 lcl|NW_015149003.1_prot_XP_015177484.1_9657
Lflavo2a013021P1 lcl|NW_015148993.1_prot_XP_015175490.1_7807
Lflavo2a013022P1 lcl|NW_015149075.1_prot_XP_015186299.1_17535
Lflavo2a013025P1 lcl|NW_015149132.1_prot_XP_015188689.1_19726
Lflavo2a013026P1 lcl|NW_015149011.1_prot_XP_015179100.1_11226
Lflavo2a013027P1 lcl|NW_015148975.1_prot_XP_015191126.1_3472
Lflavo2a013029P1 lcl|NW_015149008.1_prot_XP_015178314.1_10473
Lflavo2a013032P1 lcl|NW_015148990.1_prot_XP_015174776.1_7078
Lflavo2a013034P1 lcl|NW_015149040.1_prot_XP_015183369.1_14971
Lflavo2a013035P1 lcl|NW_015148972.1_prot_XP_015184601.1_1446
Lflavo2a013038P1 lcl|NW_015148990.1_prot_XP_015174704.1_7180
Lflavo2a013044P1 lcl|NW_015148970.1_prot_XP_015191788.1_523
Lflavo2a013045P1 lcl|NW_015149008.1_prot_XP_015178432.1_10613
Lflavo2a013046P1 lcl|NW_015148975.1_prot_XP_015191538.1_3239
Lflavo2a013047P1 lcl|NW_015149008.1_prot_XP_015178355.1_10618
Lflavo2a013048P1 lcl|NW_015149008.1_prot_XP_015178357.1_10621
Lflavo2a013049P2 lcl|NW_015148975.1_prot_XP_015191508.1_3245
Lflavo2a013051P1 lcl|NW_015149008.1_prot_XP_015178358.1_10622
Lflavo2a013052P1 lcl|NW_015148975.1_prot_XP_015191517.1_3243
Lflavo2a013055P1 lcl|NW_015148970.1_prot_XP_015171223.1_519
Lflavo2a013060P1 lcl|NW_015149005.1_prot_XP_015177726.1_10000
Lflavo2a013064P1 lcl|NW_015149005.1_prot_XP_015177731.1_10006
Lflavo2a013068P1 lcl|NW_015149005.1_prot_XP_015177727.1_10001
Lflavo2a013069P1 lcl|NW_015149004.1_prot_XP_015177645.1_9792
Lflavo2a013070P1 lcl|NW_015149005.1_prot_XP_015177713.1_9989
Lflavo2a013072P1 lcl|NW_015149005.1_prot_XP_015177699.1_10007
Lflavo2a013073P1 lcl|NW_015149041.1_prot_XP_015183451.1_15051
Lflavo2a013074P1 lcl|NW_015149005.1_prot_XP_015177715.1_9991
Lflavo2a013075P1 lcl|NW_015149005.1_prot_XP_015177700.1_10012
Lflavo2a013077P1 lcl|NW_015149011.1_prot_XP_015179161.1_11137
Lflavo2a013080P1 lcl|NW_015149005.1_prot_XP_015177892.1_10011
Lflavo2a013082P1 lcl|NW_015149005.1_prot_XP_015177719.1_9996
Lflavo2a013083P1 lcl|NW_015149005.1_prot_XP_015177889.1_10009
Lflavo2a013085P2 lcl|NW_015149094.1_prot_XP_015187350.1_18524
Lflavo2a013086P1 lcl|NW_015149009.1_prot_XP_015178661.1_10644
Lflavo2a013088P1 lcl|NW_015149110.1_prot_XP_015187978.1_19069
Lflavo2a013089P1 lcl|NW_015148980.1_prot_XP_015172196.1_5057
Lflavo2a013092P1 lcl|NW_015148980.1_prot_XP_015172194.1_5056
Lflavo2a013093P1 lcl|NW_015149009.1_prot_XP_015178665.1_10648
Lflavo2a013093P2 lcl|NW_015149009.1_prot_XP_015178664.1_10647
Lflavo2a013094P1 lcl|NW_015148980.1_prot_XP_015172192.1_5053
Lflavo2a013095P1 lcl|NW_015149009.1_prot_XP_015178666.1_10649
Lflavo2a013096P1 lcl|NW_015148980.1_prot_XP_015172187.1_5049
Lflavo2a013098P1 lcl|NW_015149045.1_prot_XP_015183819.1_15441
Lflavo2a013099P1 lcl|NW_015149045.1_prot_XP_015183822.1_15440
Lflavo2a013100P1 lcl|NW_015149045.1_prot_XP_015183803.1_15444
Lflavo2a013102P1 lcl|NW_015149009.1_prot_XP_015178663.1_10645
Lflavo2a013113P1 lcl|NW_015148996.1_prot_XP_015176039.1_8390
Lflavo2a013122P1 lcl|NW_015149004.1_prot_XP_015177586.1_9819
Lflavo2a013123P1 lcl|NW_015148971.1_prot_XP_015180875.1_1254
Lflavo2a013124P1 lcl|NW_015148971.1_prot_XP_015178411.1_1252
Lflavo2a013126P1 lcl|NW_015149004.1_prot_XP_015177595.1_9827
Lflavo2a013126P3 lcl|NW_015149004.1_prot_XP_015177593.1_9825
Lflavo2a013127P1 lcl|NW_015149058.1_prot_XP_015184973.1_16441
Lflavo2a013128P1 lcl|NW_015149058.1_prot_XP_015184975.1_16439
Lflavo2a013129P1 lcl|NW_015149077.1_prot_XP_015186354.1_17663
Lflavo2a013130P1 lcl|NW_015149075.1_prot_XP_015186300.1_17542
Lflavo2a013131P1 lcl|NW_015149017.1_prot_XP_015180567.1_12529
Lflavo2a013132P1 lcl|NW_015149097.1_prot_XP_015187502.1_18671
Lflavo2a013133P1 lcl|NW_015149100.1_prot_XP_015187699.1_18789
Lflavo2a013134P1 lcl|NW_015148997.1_prot_XP_015176288.1_8584
Lflavo2a013137P1 lcl|NW_015149100.1_prot_XP_015187698.1_18788
Lflavo2a013138P1 lcl|NW_015149022.1_prot_XP_015181202.1_13071
Lflavo2a013139P1 lcl|NW_015149017.1_prot_XP_015180565.1_12517
Lflavo2a013142P1 lcl|NW_015148997.1_prot_XP_015176309.1_8588
Lflavo2a013143P1 lcl|NW_015149077.1_prot_XP_015186377.1_17661
Lflavo2a013144P1 lcl|NW_015149022.1_prot_XP_015181205.1_13073
Lflavo2a013145P1 lcl|NW_015149058.1_prot_XP_015184965.1_16449
Lflavo2a013148P1 lcl|NW_015149017.1_prot_XP_015180725.1_12527
Lflavo2a013149P1 lcl|NW_015148997.1_prot_XP_015176312.1_8589
Lflavo2a013150P1 lcl|NW_015149077.1_prot_XP_015186379.1_17660
Lflavo2a013151P1 lcl|NW_015149017.1_prot_XP_015180728.1_12528
Lflavo2a013153P1 lcl|NW_015149100.1_prot_XP_015187607.1_18792
Lflavo2a013154P1 lcl|NW_015149017.1_prot_XP_015180726.1_12524
Lflavo2a013159P1 lcl|NW_015149058.1_prot_XP_015185028.1_16448
Lflavo2a013160P1 lcl|NW_015149067.1_prot_XP_015185587.1_17015
Lflavo2a013161P1 lcl|NW_015149185.1_prot_XP_015189464.1_20439
Lflavo2a013166P1 lcl|NW_015149017.1_prot_XP_015180723.1_12522
Lflavo2a013167P1 lcl|NW_015149017.1_prot_XP_015180566.1_12518
Lflavo2a013170P1 lcl|NW_015149024.1_prot_XP_015181575.1_13340
Lflavo2a013171P1 lcl|NW_015148997.1_prot_XP_015176311.1_8587
Lflavo2a013176P3 lcl|NW_015149099.1_prot_XP_015187551.1_18746
Lflavo2a013177P1 lcl|NW_015149100.1_prot_XP_015187604.1_18790
Lflavo2a013178P1 lcl|NW_015149024.1_prot_XP_015181576.1_13341
Lflavo2a013179P1 lcl|NW_015149058.1_prot_XP_015185023.1_16444
Lflavo2a013180P1 lcl|NW_015149017.1_prot_XP_015180692.1_12521
Lflavo2a013181P1 lcl|NW_015149016.1_prot_XP_015180303.1_12365
Lflavo2a013189P1 lcl|NW_015149000.1_prot_XP_015177058.1_9266
Lflavo2a013190P1 lcl|NW_015149000.1_prot_XP_015177006.1_9268
Lflavo2a013191P1 lcl|NW_015149000.1_prot_XP_015177060.1_9265
Lflavo2a013192P1 lcl|NW_015149000.1_prot_XP_015177087.1_9258
Lflavo2a013193P1 lcl|NW_015149000.1_prot_XP_015177111.1_9259
Lflavo2a013194P1 lcl|NW_015149000.1_prot_XP_015177011.1_9262
Lflavo2a013197P1 lcl|NW_015149000.1_prot_XP_015177119.1_9270
Lflavo2a013198P1 lcl|NW_015149005.1_prot_XP_015177709.1_9986
Lflavo2a013199P1 lcl|NW_015149000.1_prot_XP_015177074.1_9263
Lflavo2a013200P1 lcl|NW_015149005.1_prot_XP_015177708.1_9985
Lflavo2a013201P2 lcl|NW_015149005.1_prot_XP_015177706.1_9983
Lflavo2a013204P1 lcl|NW_015149052.1_prot_XP_015184509.1_16001
Lflavo2a013206P1 lcl|NW_015148985.1_prot_XP_015173568.1_6015
Lflavo2a013207P1 lcl|NW_015149095.1_prot_XP_015187390.1_18573
Lflavo2a013208P1 lcl|NW_015149110.1_prot_XP_015187980.1_19090
Lflavo2a013209P1 lcl|NW_015148978.1_prot_XP_015171630.1_4500
Lflavo2a013210P1 lcl|NW_015148978.1_prot_XP_015171621.1_4494
Lflavo2a013211P1 lcl|NW_015148972.1_prot_XP_015186079.1_1591
Lflavo2a013212P1 lcl|NW_015148978.1_prot_XP_015171665.1_4496
Lflavo2a013213P1 lcl|NW_015148973.1_prot_XP_015190040.1_2554
Lflavo2a013214P1 lcl|NW_015148973.1_prot_XP_015190046.1_2134
Lflavo2a013218P1 lcl|NW_015149095.1_prot_XP_015187434.1_18583
Lflavo2a013219P1 lcl|NW_015149052.1_prot_XP_015184544.1_16003
Lflavo2a013220P1 lcl|NW_015149003.1_prot_XP_015177417.1_9645
Lflavo2a013221P1 lcl|NW_015148985.1_prot_XP_015173565.1_6056
Lflavo2a013222P1 lcl|NW_015149158.1_prot_XP_015189128.1_20150
Lflavo2a013223P2 lcl|NW_015148975.1_prot_XP_015191333.1_3525
Lflavo2a013224P1 lcl|NW_015148973.1_prot_XP_015190047.1_2135
Lflavo2a013226P1 lcl|NW_015148990.1_prot_XP_015174772.1_7067
Lflavo2a013229P1 lcl|NW_015148978.1_prot_XP_015171622.1_4495
Lflavo2a013230P1 lcl|NW_015149095.1_prot_XP_015187383.1_18582
Lflavo2a013231P1 lcl|NW_015148978.1_prot_XP_015171667.1_4498
Lflavo2a013233P1 lcl|NW_015148985.1_prot_XP_015173566.1_6054
Lflavo2a013234P1 lcl|NW_015148999.1_prot_XP_015176665.1_9175
Lflavo2a013235P1 lcl|NW_015148999.1_prot_XP_015176671.1_9180
Lflavo2a013237P1 lcl|NW_015149052.1_prot_XP_015184511.1_16000
Lflavo2a013238P1 lcl|NW_015149095.1_prot_XP_015187432.1_18585
Lflavo2a013240P1 lcl|NW_015149052.1_prot_XP_015184506.1_15997
Lflavo2a013241P1 lcl|NW_015149095.1_prot_XP_015187387.1_18574
Lflavo2a013242P1 lcl|NW_015148990.1_prot_XP_015174572.1_7065
Lflavo2a013243P1 lcl|NW_015149095.1_prot_XP_015187382.1_18572
Lflavo2a013245P1 lcl|NW_015149003.1_prot_XP_015177462.1_9644
Lflavo2a013247P1 lcl|NW_015149095.1_prot_XP_015187391.1_18576
Lflavo2a013250P1 lcl|NW_015148985.1_prot_XP_015173569.1_6053
Lflavo2a013251P1 lcl|NW_015149095.1_prot_XP_015187438.1_18571
Lflavo2a013254P1 lcl|NW_015149279.1_prot_XP_015189731.1_20653
Lflavo2a013257P2 lcl|NW_015148975.1_prot_XP_015190994.1_3044
Lflavo2a013260P1 lcl|NW_015148975.1_prot_XP_015191477.1_3042
Lflavo2a013263P1 lcl|NW_015148975.1_prot_XP_015191003.1_3045
Lflavo2a013264P1 lcl|NW_015148975.1_prot_XP_015191474.1_3040
Lflavo2a013266P1 lcl|NW_015148975.1_prot_XP_015191476.1_3041
Lflavo2a013267P1 lcl|NW_015148975.1_prot_XP_015191002.1_3043
Lflavo2a013268P1 lcl|NW_015149039.1_prot_XP_015183146.1_14877
Lflavo2a013270P1 lcl|NW_015149075.1_prot_XP_015186327.1_17558
Lflavo2a013271P1 lcl|NW_015149032.1_prot_XP_015182439.1_14153
Lflavo2a013274P1 lcl|NW_015148970.1_prot_XP_015172701.1_281
Lflavo2a013275P1 lcl|NW_015149032.1_prot_XP_015182489.1_14139
Lflavo2a013277P1 lcl|NW_015148970.1_prot_XP_015174379.1_275
Lflavo2a013278P1 lcl|NW_015149051.1_prot_XP_015184409.1_15916
Lflavo2a013280P2 lcl|NW_015149093.1_prot_XP_015187335.1_18520
Lflavo2a013281P1 lcl|NW_015149032.1_prot_XP_015182435.1_14137
Lflavo2a013282P1 lcl|NW_015148987.1_prot_XP_015173991.1_6494
Lflavo2a013283P2 lcl|NW_015148994.1_prot_XP_015175770.1_8149
Lflavo2a013285P1 lcl|NW_015148994.1_prot_XP_015175768.1_8153
Lflavo2a013286P2 lcl|NW_015149002.1_prot_XP_015177407.1_9568
Lflavo2a013287P1 lcl|NW_015149051.1_prot_XP_015184442.1_15922
Lflavo2a013289P1 lcl|NW_015149032.1_prot_XP_015182463.1_14145
Lflavo2a013291P1 lcl|NW_015148970.1_prot_XP_015173812.1_276
Lflavo2a013293P1 lcl|NW_015149093.1_prot_XP_015187260.1_18521
Lflavo2a013294P1 lcl|NW_015149099.1_prot_XP_015187564.1_18709
Lflavo2a013297P1 lcl|NW_015149032.1_prot_XP_015182466.1_14148
Lflavo2a013298P1 lcl|NW_015149051.1_prot_XP_015184411.1_15918
Lflavo2a013299P1 lcl|NW_015149015.1_prot_XP_015180249.1_11913
Lflavo2a013302P1 lcl|NW_015148970.1_prot_XP_015171178.1_272
Lflavo2a013303P1 lcl|NW_015149093.1_prot_XP_015187336.1_18522
Lflavo2a013306P1 lcl|NW_015148987.1_prot_XP_015174044.1_6489
Lflavo2a013308P1 lcl|NW_015149083.1_prot_XP_015186725.1_17932
Lflavo2a013309P1 lcl|NW_015149055.1_prot_XP_015184847.1_16154
Lflavo2a013310P1 lcl|NW_015149083.1_prot_XP_015186636.1_17933
Lflavo2a013311P1 lcl|NW_015149051.1_prot_XP_015184414.1_15921
Lflavo2a013312P1 lcl|NW_015148987.1_prot_XP_015173895.1_6490
Lflavo2a013313P1 lcl|NW_015149032.1_prot_XP_015182464.1_14147
Lflavo2a013314P1 lcl|NW_015149081.1_prot_XP_015186587.1_17800
Lflavo2a013315P1 lcl|NW_015148987.1_prot_XP_015173990.1_6493
Lflavo2a013316P1 lcl|NW_015148994.1_prot_XP_015175746.1_8141
Lflavo2a013317P1 lcl|NW_015149055.1_prot_XP_015184830.1_16157
Lflavo2a013318P1 lcl|NW_015149016.1_prot_XP_015180354.1_12185
Lflavo2a013321P1 lcl|NW_015148993.1_prot_XP_015175543.1_7841
Lflavo2a013322P1 lcl|NW_015149032.1_prot_XP_015182480.1_14152
Lflavo2a013324P1 lcl|NW_015149015.1_prot_XP_015180215.1_11918
Lflavo2a013326P1 lcl|NW_015148987.1_prot_XP_015174040.1_6485
Lflavo2a013328P1 lcl|NW_015148987.1_prot_XP_015174123.1_6483
Lflavo2a013329P1 lcl|NW_015149032.1_prot_XP_015182472.1_14142
Lflavo2a013331P1 lcl|NW_015149083.1_prot_XP_015186652.1_17925
Lflavo2a013334P1 lcl|NW_015148994.1_prot_XP_015175600.1_8143
Lflavo2a013335P1 lcl|NW_015148987.1_prot_XP_015174106.1_6495
Lflavo2a013336P1 lcl|NW_015149032.1_prot_XP_015182440.1_14154
Lflavo2a013337P1 lcl|NW_015148975.1_prot_XP_015191191.1_3106
Lflavo2a013339P1 lcl|NW_015149032.1_prot_XP_015182471.1_14151
Lflavo2a013340P1 lcl|NW_015149083.1_prot_XP_015186721.1_17928
Lflavo2a013342P1 lcl|NW_015149051.1_prot_XP_015184436.1_15914
Lflavo2a013343P1 lcl|NW_015148991.1_prot_XP_015175200.1_7475
Lflavo2a013346P1 lcl|NW_015148994.1_prot_XP_015175745.1_8140
Lflavo2a013347P1 lcl|NW_015148994.1_prot_XP_015175732.1_8120
Lflavo2a013352P1 lcl|NW_015149074.1_prot_XP_015186204.1_17502
Lflavo2a013355P1 lcl|NW_015148970.1_prot_XP_015171203.1_274
Lflavo2a013357P1 lcl|NW_015149099.1_prot_XP_015187559.1_18712
Lflavo2a013358P1 lcl|NW_015149032.1_prot_XP_015182465.1_14144
Lflavo2a013361P1 lcl|NW_015148987.1_prot_XP_015173885.1_6491
Lflavo2a013365P1 lcl|NW_015148979.1_prot_XP_015172063.1_4529
Lflavo2a013366P1 lcl|NW_015149051.1_prot_XP_015184410.1_15917
Lflavo2a013367P1 lcl|NW_015149015.1_prot_XP_015180213.1_11920
Lflavo2a013369P1 lcl|NW_015148994.1_prot_XP_015175736.1_8132
Lflavo2a013378P1 lcl|NW_015149067.1_prot_XP_015185679.1_16967
Lflavo2a013379P1 lcl|NW_015148991.1_prot_XP_015175207.1_7549
Lflavo2a013381P1 lcl|NW_015148970.1_prot_XP_015188588.1_39
Lflavo2a013384P1 lcl|NW_015149023.1_prot_XP_015181362.1_13177
Lflavo2a013386P1 lcl|NW_015149117.1_prot_XP_015188267.1_19370
Lflavo2a013388P1 lcl|NW_015149004.1_prot_XP_015177671.1_9753
Lflavo2a013389P1 lcl|NW_015149005.1_prot_XP_015177791.1_9857
Lflavo2a013390P1 lcl|NW_015148988.1_prot_XP_015174280.1_6853
Lflavo2a013392P1 lcl|NW_015149023.1_prot_XP_015181321.1_13150
Lflavo2a013393P1 lcl|NW_015148987.1_prot_XP_015174104.1_6481
Lflavo2a013394P1 lcl|NW_015148970.1_prot_XP_015190621.1_41
Lflavo2a013395P1 lcl|NW_015148973.1_prot_XP_015190364.1_2431
Lflavo2a013396P1 lcl|NW_015149011.1_prot_XP_015179116.1_11235
Lflavo2a013397P2 lcl|NW_015148988.1_prot_XP_015174284.1_6849
Lflavo2a013399P1 lcl|NW_015149015.1_prot_XP_015180244.1_11924
Lflavo2a013400P1 lcl|NW_015149004.1_prot_XP_015177663.1_9746
Lflavo2a013401P1 lcl|NW_015148991.1_prot_XP_015175227.1_7553
Lflavo2a013402P2 lcl|NW_015148977.1_prot_XP_015171333.1_4139
Lflavo2a013405P1 lcl|NW_015148991.1_prot_XP_015175202.1_7546
Lflavo2a013406P1 lcl|NW_015149122.1_prot_XP_015188404.1_19485
Lflavo2a013407P2 lcl|NW_015149015.1_prot_XP_015180157.1_12064
Lflavo2a013407P3 lcl|NW_015149015.1_prot_XP_015180161.1_12068
Lflavo2a013408P1 lcl|NW_015149074.1_prot_XP_015186098.1_17419
Lflavo2a013410P1 lcl|NW_015148973.1_prot_XP_015187733.1_2430
Lflavo2a013411P1 lcl|NW_015148982.1_prot_XP_015172671.1_5349
Lflavo2a013413P1 lcl|NW_015149023.1_prot_XP_015181322.1_13151
Lflavo2a013414P2 lcl|NW_015148988.1_prot_XP_015174134.1_6848
Lflavo2a013415P1 lcl|NW_015149010.1_prot_XP_015179037.1_10828
Lflavo2a013417P1 lcl|NW_015148988.1_prot_XP_015174282.1_6854
Lflavo2a013418P1 lcl|NW_015149005.1_prot_XP_015177869.1_9970
Lflavo2a013419P1 lcl|NW_015149023.1_prot_XP_015181334.1_13117
Lflavo2a013422P1 lcl|NW_015149004.1_prot_XP_015177637.1_9740
Lflavo2a013423P1 lcl|NW_015149015.1_prot_XP_015180183.1_11923
Lflavo2a013424P1 lcl|NW_015149010.1_prot_XP_015179039.1_10827
Lflavo2a013425P1 lcl|NW_015148988.1_prot_XP_015174285.1_6855
Lflavo2a013426P1 lcl|NW_015149011.1_prot_XP_015179109.1_11232
Lflavo2a013427P1 lcl|NW_015149011.1_prot_XP_015179061.1_11231
Lflavo2a013430P1 lcl|NW_015149023.1_prot_XP_015181319.1_13148
Lflavo2a013431P1 lcl|NW_015148973.1_prot_XP_015190365.1_2429
Lflavo2a013433P1 lcl|NW_015148988.1_prot_XP_015174278.1_6851
Lflavo2a013435P1 lcl|NW_015149015.1_prot_XP_015180182.1_11922
Lflavo2a013436P1 lcl|NW_015149011.1_prot_XP_015179106.1_11222
Lflavo2a013437P1 lcl|NW_015148988.1_prot_XP_015174281.1_6850
Lflavo2a013438P1 lcl|NW_015149038.1_prot_XP_015183024.1_14652
Lflavo2a013441P1 lcl|NW_015149050.1_prot_XP_015184318.1_15849
Lflavo2a013442P1 lcl|NW_015149004.1_prot_XP_015177679.1_9742
Lflavo2a013443P1 lcl|NW_015149038.1_prot_XP_015183016.1_14649
Lflavo2a013444P1 lcl|NW_015149144.1_prot_XP_015188887.1_19890
Lflavo2a013445P1 lcl|NW_015149216.1_prot_XP_015189595.1_20536
Lflavo2a013448P1 lcl|NW_015149038.1_prot_XP_015183099.1_14650
Lflavo2a013450P1 lcl|NW_015149011.1_prot_XP_015179059.1_11205
Lflavo2a013451P1 lcl|NW_015148971.1_prot_XP_015177259.1_909
Lflavo2a013452P1 lcl|NW_015149010.1_prot_XP_015178786.1_10936
Lflavo2a013453P1 lcl|NW_015149073.1_prot_XP_015186091.1_17370
Lflavo2a013454P1 lcl|NW_015149010.1_prot_XP_015178780.1_10932
Lflavo2a013455P1 lcl|NW_015148979.1_prot_XP_015172093.1_4752
Lflavo2a013456P1 lcl|NW_015149015.1_prot_XP_015180169.1_11930
Lflavo2a013457P1 lcl|NW_015149010.1_prot_XP_015178768.1_10913
Lflavo2a013459P1 lcl|NW_015149010.1_prot_XP_015178788.1_10939
Lflavo2a013460P1 lcl|NW_015149011.1_prot_XP_015179113.1_11238
Lflavo2a013461P1 lcl|NW_015149010.1_prot_XP_015178779.1_10931
Lflavo2a013463P2 lcl|NW_015149010.1_prot_XP_015178742.1_10926
Lflavo2a013464P1 lcl|NW_015148971.1_prot_XP_015177226.1_906
Lflavo2a013466P1 lcl|NW_015149011.1_prot_XP_015179177.1_11198
Lflavo2a013467P1 lcl|NW_015149010.1_prot_XP_015178777.1_10930
Lflavo2a013470P1 lcl|NW_015148991.1_prot_XP_015175055.1_7492
Lflavo2a013471P1 lcl|NW_015149011.1_prot_XP_015179114.1_11236
Lflavo2a013472P1 lcl|NW_015149011.1_prot_XP_015179062.1_11239
Lflavo2a013473P2 lcl|NW_015149073.1_prot_XP_015186073.1_17371
Lflavo2a013474P1 lcl|NW_015149011.1_prot_XP_015179185.1_11203
Lflavo2a013475P1 lcl|NW_015149011.1_prot_XP_015179055.1_11199
Lflavo2a013476P1 lcl|NW_015148991.1_prot_XP_015175137.1_7621
Lflavo2a013477P1 lcl|NW_015149010.1_prot_XP_015178784.1_10937
Lflavo2a013478P1 lcl|NW_015149011.1_prot_XP_015179056.1_11201
Lflavo2a013479P1 lcl|NW_015149010.1_prot_XP_015178785.1_10938
Lflavo2a013481P1 lcl|NW_015149011.1_prot_XP_015179057.1_11202
Lflavo2a013483P1 lcl|NW_015148991.1_prot_XP_015175142.1_7625
Lflavo2a013484P1 lcl|NW_015149011.1_prot_XP_015179063.1_11242
Lflavo2a013485P1 lcl|NW_015149011.1_prot_XP_015179176.1_11200
Lflavo2a013487P2 lcl|NW_015149010.1_prot_XP_015178763.1_10922
Lflavo2a013489P2 lcl|NW_015149055.1_prot_XP_015184826.1_16153
Lflavo2a013490P2 lcl|NW_015149011.1_prot_XP_015179117.1_11240
Lflavo2a013494P1 lcl|NW_015148970.1_prot_XP_015174477.1_343
Lflavo2a013496P1 lcl|NW_015148970.1_prot_XP_015171915.1_366
Lflavo2a013497P1 lcl|NW_015148988.1_prot_XP_015174227.1_6645
Lflavo2a013498P1 lcl|NW_015148987.1_prot_XP_015174096.1_6618
Lflavo2a013500P1 lcl|NW_015148970.1_prot_XP_015171734.1_335
Lflavo2a013502P1 lcl|NW_015148970.1_prot_XP_015171746.1_333
Lflavo2a013504P1 lcl|NW_015148970.1_prot_XP_015173973.1_350
Lflavo2a013505P1 lcl|NW_015148988.1_prot_XP_015174352.1_6640
Lflavo2a013506P1 lcl|NW_015148970.1_prot_XP_015171086.1_339
Lflavo2a013509P1 lcl|NW_015148987.1_prot_XP_015174075.1_6622
Lflavo2a013511P1 lcl|NW_015148987.1_prot_XP_015174089.1_6629
Lflavo2a013513P1 lcl|NW_015149060.1_prot_XP_015185137.1_16485
Lflavo2a013514P1 lcl|NW_015149060.1_prot_XP_015185161.1_16484
Lflavo2a013515P1 lcl|NW_015149058.1_prot_XP_015184986.1_16456
Lflavo2a013517P2 lcl|NW_015148970.1_prot_XP_015174517.1_351
Lflavo2a013518P1 lcl|NW_015148970.1_prot_XP_015181598.1_346
Lflavo2a013520P1 lcl|NW_015148970.1_prot_XP_015173799.1_374
Lflavo2a013521P1 lcl|NW_015149011.1_prot_XP_015179283.1_11092
Lflavo2a013522P1 lcl|NW_015148987.1_prot_XP_015174088.1_6628
Lflavo2a013524P3 lcl|NW_015148970.1_prot_XP_015174296.1_347
