Lflavo2a000001P1 NP_001014747.1
Lflavo2a012159P1 NP_001287402.1
Lflavo2a012162P1 NP_647878.1
Lflavo2a012163P1 NP_001286079.1
Lflavo2a012164P1 NP_572757.2
Lflavo2a012165P1 NP_001096852.1
Lflavo2a012166P7 NP_608462.1
Lflavo2a012167P1 NP_610341.2
Lflavo2a012168P1 NP_648037.1
Lflavo2a012169P1 NP_001263046.1
Lflavo2a012170P2 NP_001163454.1
Lflavo2a012174P1 NP_001036744.1
Lflavo2a012175P1 NP_001287108.1
Lflavo2a012176P1 NP_651335.2
Lflavo2a012180P1 NP_001259877.1
Lflavo2a012182P1 NP_001260760.1
Lflavo2a012183P1 NP_524959.1
Lflavo2a012184P1 NP_651276.2
Lflavo2a012186P1 NP_001285148.1
Lflavo2a012188P1 NP_524523.2
Lflavo2a012189P1 NP_573143.1
Lflavo2a012193P1 NP_001245453.1
Lflavo2a012195P1 NP_648908.1
Lflavo2a012196P1 NP_001261780.1
Lflavo2a012197P1 NP_001261483.1
Lflavo2a012204P1 NP_001285907.1
Lflavo2a012205P1 NP_610953.1
Lflavo2a012206P1 NP_523568.2
Lflavo2a012207P1 NP_001285267.1
Lflavo2a012209P1 NP_001260103.1
Lflavo2a012210P1 NP_648883.1
Lflavo2a012213P1 NP_001260055.1
Lflavo2a012215P1 NP_609191.1
Lflavo2a012217P1 NP_730882.2
Lflavo2a012218P1 NP_610554.1
Lflavo2a012219P1 NP_001245456.1
Lflavo2a012221P1 NP_001033972.1
Lflavo2a012225P1 NP_724890.1
Lflavo2a012228P1 NP_001097695.1
Lflavo2a012229P1 NP_001245715.1
Lflavo2a012230P1 NP_001188874.1
Lflavo2a012231P1 NP_001286833.1
Lflavo2a012232P1 NP_996213.1
Lflavo2a012233P1 NP_001260632.1
Lflavo2a012236P1 NP_648420.1
Lflavo2a012240P1 NP_650714.1
Lflavo2a012242P1 NP_001284968.1
Lflavo2a012243P1 NP_477064.1
Lflavo2a012247P1 NP_476996.1
Lflavo2a012248P1 NP_610850.1
Lflavo2a012249P1 NP_611175.1
Lflavo2a012251P1 NP_001033958.1
Lflavo2a012255P1 NP_612081.1
Lflavo2a012256P1 NP_001260404.1
Lflavo2a012258P1 NP_572299.1
Lflavo2a012259P1 NP_651288.1
Lflavo2a012261P1 NP_001246589.1
Lflavo2a012265P2 NP_524274.1
Lflavo2a012266P1 NP_730169.1
Lflavo2a012267P2 NP_001285233.1
Lflavo2a012268P1 NP_001162847.1
Lflavo2a012270P1 NP_001262433.1
Lflavo2a012271P1 NP_648451.1
Lflavo2a012274P1 NP_001286488.1
Lflavo2a012277P1 NP_001163762.1
Lflavo2a012278P2 NP_995911.1
Lflavo2a012279P2 NP_648688.2
Lflavo2a012280P1 NP_001014604.1
Lflavo2a012281P1 NP_730901.1
Lflavo2a012282P1 NP_001259101.1
Lflavo2a012284P1 NP_001163512.1
Lflavo2a012285P1 NP_001260415.1
Lflavo2a012286P4 NP_001262743.1
Lflavo2a012286P6 NP_732455.1
Lflavo2a012288P1 NP_001287413.1
Lflavo2a012290P1 NP_788515.1
Lflavo2a012294P1 NP_001260349.1
Lflavo2a012295P1 NP_001163482.1
Lflavo2a012297P1 NP_732942.1
Lflavo2a012298P2 NP_001263012.2
Lflavo2a012301P1 NP_572420.1
Lflavo2a012303P1 NP_477356.1
Lflavo2a012304P1 NP_001014616.2
Lflavo2a012306P1 NP_573096.1
Lflavo2a012308P2 NP_612097.1
Lflavo2a012310P1 NP_001262276.1
Lflavo2a012311P1 NP_611243.1
Lflavo2a012312P1 NP_523720.2
Lflavo2a012313P1 NP_651720.3
Lflavo2a012314P1 NP_001247118.1
Lflavo2a012315P1 NP_524107.2
Lflavo2a012316P1 NP_001261575.1
Lflavo2a012317P1 NP_651899.2
Lflavo2a012320P1 NP_001262121.1
Lflavo2a012327P1 NP_649279.2
Lflavo2a012328P1 NP_651206.3
Lflavo2a012330P1 NP_001260601.1
Lflavo2a012335P1 NP_611025.2
Lflavo2a012337P1 NP_572963.1
Lflavo2a012338P1 NP_001286471.1
Lflavo2a012339P1 NP_001097169.1
Lflavo2a012341P1 NP_001262847.1
Lflavo2a012345P1 NP_610599.3
Lflavo2a012347P1 NP_001188784.1
Lflavo2a012350P1 NP_647830.1
Lflavo2a012354P1 NP_001286059.1
Lflavo2a012358P1 NP_728897.1
Lflavo2a012362P2 NP_647829.1
Lflavo2a012363P1 NP_001246081.1
Lflavo2a012372P1 NP_610256.1
Lflavo2a012376P1 NP_610414.1
Lflavo2a012377P1 NP_001245743.1
Lflavo2a012384P1 NP_724787.1
Lflavo2a012388P1 NP_726740.1
Lflavo2a012389P1 NP_652604.2
Lflavo2a012390P1 NP_648589.1
Lflavo2a012391P1 NP_728934.1
Lflavo2a012392P1 NP_650760.1
Lflavo2a012393P1 NP_651660.1
Lflavo2a012397P2 NP_651411.1
Lflavo2a012399P1 NP_001287294.1
Lflavo2a012402P1 NP_001261083.1
Lflavo2a012403P2 NP_524177.1
Lflavo2a012404P2 NP_001286787.1
Lflavo2a012405P1 NP_652073.2
Lflavo2a012406P1 NP_001285833.1
Lflavo2a012407P1 NP_610805.1
Lflavo2a012410P1 NP_477469.1
Lflavo2a012412P1 NP_001262472.1
Lflavo2a012413P1 NP_650897.3
Lflavo2a012415P1 NP_001284924.1
Lflavo2a012424P1 NP_001260577.1
Lflavo2a012425P2 NP_609968.3
Lflavo2a012428P1 NP_609119.2
Lflavo2a012429P1 NP_001036262.2
Lflavo2a012440P2 NP_001260096.1
Lflavo2a012452P1 NP_001096889.1
Lflavo2a012453P2 NP_001287287.1
Lflavo2a012467P2 NP_001097824.1
Lflavo2a012474P1 NP_609040.1
Lflavo2a012479P1 NP_651703.1
Lflavo2a012482P1 NP_001303440.1
Lflavo2a012483P1 NP_001036444.1
Lflavo2a012486P1 NP_001162723.1
Lflavo2a012493P1 NP_611096.1
Lflavo2a012494P1 NP_001285623.1
Lflavo2a012496P1 NP_612047.1
Lflavo2a012501P1 NP_573245.1
Lflavo2a012502P1 NP_001286796.1
Lflavo2a012508P1 NP_001033956.2
Lflavo2a012509P1 NP_648413.1
Lflavo2a012510P1 NP_608823.2
Lflavo2a012513P1 NP_001097726.1
Lflavo2a012513P2 NP_001247011.1
Lflavo2a012518P1 NP_001286120.1
Lflavo2a012524P1 NP_001259065.1
Lflavo2a012527P1 NP_524838.1
Lflavo2a012529P1 NP_477336.1
Lflavo2a012531P1 NP_001259348.1
Lflavo2a012533P1 NP_524999.2
Lflavo2a012534P1 NP_001287279.1
Lflavo2a012537P1 NP_001259889.1
Lflavo2a012539P1 NP_001259251.1
Lflavo2a012543P1 NP_611583.1
Lflavo2a012545P3 NP_609079.2
Lflavo2a012546P1 NP_001262204.1
Lflavo2a012548P2 NP_572810.1
Lflavo2a012549P1 NP_651080.2
Lflavo2a012552P1 NP_524938.1
Lflavo2a012553P1 NP_001262934.1
Lflavo2a012554P1 NP_573000.1
Lflavo2a012556P1 NP_731459.2
Lflavo2a012557P1 NP_612113.2
Lflavo2a012560P1 NP_001246778.1
Lflavo2a012561P1 NP_649984.3
Lflavo2a012563P2 NP_608550.1
Lflavo2a012564P2 NP_610458.2
Lflavo2a012564P3 NP_001188890.1
Lflavo2a012565P2 NP_001260457.1
Lflavo2a012567P1 NP_001262455.1
Lflavo2a012568P1 NP_724412.1
Lflavo2a012569P1 NP_731461.1
Lflavo2a012571P1 NP_001259076.1
Lflavo2a012572P2 NP_001259051.1
Lflavo2a012574P1 NP_524831.2
Lflavo2a012575P1 NP_722721.1
Lflavo2a012576P1 NP_572422.1
Lflavo2a012579P1 NP_001261827.1
Lflavo2a012582P1 NP_608996.1
Lflavo2a012583P1 NP_724428.1
Lflavo2a012584P2 NP_001287262.1
Lflavo2a012586P1 NP_608884.1
Lflavo2a012590P1 NP_649121.1
Lflavo2a012592P1 NP_652016.1
Lflavo2a012594P1 NP_650452.1
Lflavo2a012595P1 NP_608500.1
Lflavo2a012596P6 NP_001246801.1
Lflavo2a012597P1 NP_001263109.1
Lflavo2a012598P1 NP_611671.1
Lflavo2a012601P1 NP_523814.1
Lflavo2a012606P1 NP_725374.1
Lflavo2a012608P1 NP_569874.1
Lflavo2a012609P1 NP_649530.2
Lflavo2a012610P2 NP_477342.1
Lflavo2a012611P1 NP_648417.1
Lflavo2a012615P1 NP_001261830.1
Lflavo2a012618P1 NP_001261829.1
Lflavo2a012620P1 NP_001261293.1
Lflavo2a012629P1 NP_001246139.1
Lflavo2a012630P1 NP_001261179.1
Lflavo2a012631P1 NP_001260040.1
Lflavo2a012632P1 NP_649572.4
Lflavo2a012633P1 NP_609086.1
Lflavo2a012634P1 NP_001036359.1
Lflavo2a012635P1 NP_001188938.1
Lflavo2a012636P1 NP_524180.1
Lflavo2a012638P1 NP_648416.1
Lflavo2a012639P1 NP_726368.2
Lflavo2a012654P1 NP_610774.3
Lflavo2a012656P1 NP_648077.1
Lflavo2a012659P1 NP_001162871.1
Lflavo2a012662P1 NP_001261796.1
Lflavo2a012663P1 NP_001027233.1
Lflavo2a012666P1 NP_996141.2
Lflavo2a012669P1 NP_476600.1
Lflavo2a012673P1 NP_001137607.1
Lflavo2a012674P1 NP_001262765.1
Lflavo2a012679P1 NP_476734.1
Lflavo2a012681P1 NP_001303462.1
Lflavo2a012684P1 NP_477118.1
Lflavo2a012688P1 NP_001287207.1
Lflavo2a012691P1 NP_001261382.1
Lflavo2a012693P1 NP_001285003.1
Lflavo2a012694P1 NP_648588.1
Lflavo2a012695P1 NP_725514.2
Lflavo2a012696P1 NP_001096849.1
Lflavo2a012697P1 NP_610795.1
Lflavo2a012698P1 NP_611383.1
Lflavo2a012707P1 NP_476932.1
Lflavo2a012713P1 NP_001245557.1
Lflavo2a012714P1 NP_788872.1
Lflavo2a012716P1 NP_609038.1
Lflavo2a012717P1 NP_648272.1
Lflavo2a012718P1 NP_728361.1
Lflavo2a012721P1 NP_001285676.1
Lflavo2a012722P1 NP_001245635.1
Lflavo2a012723P1 NP_001285672.1
Lflavo2a012724P2 NP_476778.1
Lflavo2a012725P1 NP_647880.1
Lflavo2a012726P1 NP_001285147.1
Lflavo2a012727P2 NP_001189002.1
Lflavo2a012728P2 NP_996057.3
Lflavo2a012729P2 NP_001287085.1
Lflavo2a012731P1 NP_001189054.1
Lflavo2a012732P1 NP_611833.1
Lflavo2a012733P1 NP_476688.1
Lflavo2a012735P1 NP_001260578.1
Lflavo2a012736P1 NP_649862.1
Lflavo2a012737P1 NP_477415.1
Lflavo2a012738P1 NP_001246528.1
Lflavo2a012740P1 NP_732682.2
Lflavo2a012743P1 NP_524458.1
Lflavo2a012744P1 NP_573328.2
Lflavo2a012746P1 NP_001262156.1
Lflavo2a012747P1 NP_611396.1
Lflavo2a012748P1 NP_650142.1
Lflavo2a012749P1 NP_648171.1
Lflavo2a012750P1 NP_001163479.1
Lflavo2a012751P1 NP_001260109.1
Lflavo2a012753P1 NP_001188545.1
Lflavo2a012754P2 NP_648231.1
Lflavo2a012755P1 NP_001262463.1
Lflavo2a012756P1 NP_001369111.1
Lflavo2a012758P1 NP_652639.1
Lflavo2a012759P1 NP_001189022.1
Lflavo2a012760P1 NP_476735.1
Lflavo2a012765P3 NP_724119.1
Lflavo2a012766P1 NP_524044.1
Lflavo2a012768P1 NP_523418.1
Lflavo2a012769P1 NP_001260580.1
Lflavo2a012771P1 NP_001246189.1
Lflavo2a012772P1 NP_001286548.1
Lflavo2a012776P1 NP_001286733.1
Lflavo2a012777P1 NP_001138152.1
Lflavo2a012779P1 NP_001036421.1
Lflavo2a012780P1 NP_001285699.1
Lflavo2a012783P1 NP_001033865.1
Lflavo2a012784P1 NP_477310.2
Lflavo2a012788P1 NP_001285059.1
Lflavo2a012790P1 NP_477225.1
Lflavo2a012793P1 NP_729955.2
Lflavo2a012793P4 NP_729954.2
Lflavo2a012794P1 NP_001260683.1
Lflavo2a012797P1 NP_611351.1
Lflavo2a012798P1 NP_609339.1
Lflavo2a012800P1 NP_523443.1
Lflavo2a012803P1 NP_611539.1
Lflavo2a012805P1 NP_001259806.1
Lflavo2a012808P1 NP_001286300.1
Lflavo2a012809P1 NP_650627.1
Lflavo2a012811P1 NP_001287177.1
Lflavo2a012812P1 NP_001162738.1
Lflavo2a012813P1 NP_476667.1
Lflavo2a012815P1 NP_788543.1
Lflavo2a012816P1 NP_648289.2
Lflavo2a012817P1 NP_649826.3
Lflavo2a012818P1 NP_573058.1
Lflavo2a012822P1 NP_648621.1
Lflavo2a012823P1 NP_608514.1
Lflavo2a012826P1 NP_648756.1
Lflavo2a012827P1 NP_648412.2
Lflavo2a012828P1 NP_649611.2
Lflavo2a012829P1 NP_001287124.1
Lflavo2a012830P1 NP_001188754.1
Lflavo2a012832P1 NP_610049.1
Lflavo2a012833P1 NP_524845.2
Lflavo2a012834P1 NP_523966.2
Lflavo2a012836P1 NP_648590.1
Lflavo2a012838P1 NP_001259820.1
Lflavo2a012839P1 NP_648167.1
Lflavo2a012840P1 NP_524994.2
Lflavo2a012842P1 NP_001260518.1
Lflavo2a012843P1 NP_610683.1
Lflavo2a012844P1 NP_001261341.1
Lflavo2a012847P1 NP_001262668.1
Lflavo2a012849P3 NP_573368.2
Lflavo2a012852P1 NP_001188873.1
Lflavo2a012856P1 NP_649523.1
Lflavo2a012860P1 NP_608544.1
Lflavo2a012861P1 NP_650284.2
Lflavo2a012862P1 NP_001260542.1
Lflavo2a012863P1 NP_573324.1
Lflavo2a012865P1 NP_610890.2
Lflavo2a012866P1 NP_611806.3
Lflavo2a012867P1 NP_611680.2
Lflavo2a012869P1 NP_001260685.1
Lflavo2a012872P1 NP_608528.1
Lflavo2a012875P1 NP_001285278.1
Lflavo2a012878P1 NP_609412.1
Lflavo2a012879P1 NP_611843.2
Lflavo2a012880P1 NP_001245778.1
Lflavo2a012881P1 NP_608777.1
Lflavo2a012882P1 NP_001033861.1
Lflavo2a012883P1 NP_001261699.1
Lflavo2a012884P1 NP_611573.1
Lflavo2a012887P1 NP_001036342.1
Lflavo2a012888P1 NP_001262678.1
Lflavo2a012892P1 NP_001097079.1
Lflavo2a012893P1 NP_651200.1
Lflavo2a012895P1 NP_650776.1
Lflavo2a012896P1 NP_001287407.1
Lflavo2a012899P1 NP_573116.2
Lflavo2a012900P1 NP_001262137.1
Lflavo2a012902P1 NP_001286615.1
Lflavo2a012903P1 NP_001097440.1
Lflavo2a012904P1 NP_572901.1
Lflavo2a012907P1 NP_651191.1
Lflavo2a012908P2 NP_648021.1
Lflavo2a012910P1 NP_648094.1
Lflavo2a012914P1 NP_648019.2
Lflavo2a012916P1 NP_524120.1
Lflavo2a012917P1 NP_001246807.1
Lflavo2a012918P1 NP_001261847.1
Lflavo2a012921P1 NP_001262380.1
Lflavo2a012922P1 NP_572329.3
Lflavo2a012923P1 NP_651511.1
Lflavo2a012924P1 NP_001262171.2
Lflavo2a012925P1 NP_001262861.1
Lflavo2a012926P1 NP_611559.1
Lflavo2a012927P2 NP_659573.1
Lflavo2a012928P1 NP_651149.2
Lflavo2a012929P1 NP_001097451.1
Lflavo2a012931P2 NP_995815.1
Lflavo2a012932P1 NP_001259648.1
Lflavo2a012934P2 NP_001285142.1
Lflavo2a012935P1 NP_648818.3
Lflavo2a012937P1 NP_573226.1
Lflavo2a012938P1 NP_001287106.1
Lflavo2a012939P2 NP_647737.1
Lflavo2a012941P1 NP_572759.1
Lflavo2a012942P1 NP_001261060.1
Lflavo2a012943P1 NP_723087.1
Lflavo2a012944P1 NP_001261795.1
Lflavo2a012946P1 NP_001247382.1
Lflavo2a012952P1 NP_610469.3
Lflavo2a012953P1 NP_647792.1
Lflavo2a012954P1 NP_001284750.1
Lflavo2a012956P1 NP_573331.1
Lflavo2a012958P2 NP_001260004.1
Lflavo2a012960P1 NP_001262385.1
Lflavo2a012961P1 NP_001097670.1
Lflavo2a012962P1 NP_610714.1
Lflavo2a012963P1 NP_476722.1
Lflavo2a012964P1 NP_001163624.1
Lflavo2a012964P2 NP_001163621.1
Lflavo2a012965P1 NP_648605.1
Lflavo2a012966P1 NP_001285458.1
Lflavo2a012967P1 NP_001246993.1
Lflavo2a012970P1 NP_001286642.1
Lflavo2a012971P1 NP_001259844.1
Lflavo2a012974P1 NP_001286664.1
Lflavo2a012977P1 NP_476861.1
Lflavo2a012980P1 NP_647716.1
Lflavo2a012981P1 NP_001033885.1
Lflavo2a012983P1 NP_651223.2
Lflavo2a012988P1 NP_651710.1
Lflavo2a012991P10 NP_001260182.1
Lflavo2a012991P12 NP_001260180.1
Lflavo2a012995P1 NP_001285323.1
Lflavo2a012996P1 NP_995608.1
Lflavo2a013000P1 NP_649554.1
Lflavo2a013004P1 NP_524692.3
Lflavo2a013006P1 NP_610901.1
Lflavo2a013007P2 NP_610589.2
Lflavo2a013010P1 NP_523395.1
Lflavo2a013011P1 NP_001261119.1
Lflavo2a013013P1 NP_647771.1
Lflavo2a013014P1 NP_001137782.1
Lflavo2a013016P1 NP_647718.1
Lflavo2a013017P1 NP_609318.1
Lflavo2a013019P1 NP_001263099.1
Lflavo2a013020P1 NP_001303390.1
Lflavo2a013021P1 NP_001287009.1
Lflavo2a013022P1 NP_476934.2
Lflavo2a013029P1 NP_648651.1
Lflavo2a013031P1 NP_001287364.1
Lflavo2a013036P1 NP_611511.3
Lflavo2a013038P1 NP_728843.1
Lflavo2a013044P1 NP_001261306.1
Lflavo2a013045P1 NP_647779.2
Lflavo2a013046P3 NP_001189074.1
Lflavo2a013047P1 NP_001261018.1
Lflavo2a013049P2 NP_610784.1
Lflavo2a013051P1 NP_525001.2
Lflavo2a013052P1 NP_001261455.1
Lflavo2a013055P1 NP_001036579.2
Lflavo2a013068P1 NP_650846.1
Lflavo2a013069P1 NP_001262022.1
Lflavo2a013073P1 NP_648983.1
Lflavo2a013075P1 NP_651530.1
Lflavo2a013080P1 NP_001263006.1
Lflavo2a013085P2 NP_733364.1
Lflavo2a013086P1 NP_648734.1
Lflavo2a013092P1 NP_572263.2
Lflavo2a013093P2 NP_001189103.1
Lflavo2a013094P1 NP_001261921.1
Lflavo2a013095P1 NP_788549.1
Lflavo2a013098P1 NP_648313.1
Lflavo2a013099P1 NP_001189136.1
Lflavo2a013101P1 NP_572998.1
Lflavo2a013122P1 NP_001137863.1
Lflavo2a013126P1 NP_572167.3
Lflavo2a013127P1 NP_476834.1
Lflavo2a013132P1 NP_524431.2
Lflavo2a013133P1 NP_649230.1
Lflavo2a013134P1 NP_524735.1
Lflavo2a013138P1 NP_001287439.1
Lflavo2a013139P1 NP_524456.1
Lflavo2a013143P1 NP_572801.2
Lflavo2a013148P1 NP_511058.1
Lflavo2a013149P1 NP_608890.1
Lflavo2a013150P1 NP_001284928.1
Lflavo2a013153P1 NP_001261167.1
Lflavo2a013154P1 NP_725401.2
Lflavo2a013159P1 NP_651211.2
Lflavo2a013166P1 NP_001262596.1
Lflavo2a013170P1 NP_477212.1
Lflavo2a013171P1 NP_001163012.2
Lflavo2a013176P3 NP_610455.1
Lflavo2a013177P1 NP_001262113.1
Lflavo2a013178P1 NP_609354.1
Lflavo2a013179P1 NP_001027191.1
Lflavo2a013180P1 NP_001262592.1
Lflavo2a013181P1 NP_001097120.1
Lflavo2a013185P1 NP_523440.1
Lflavo2a013189P1 NP_648165.1
Lflavo2a013190P1 NP_001286635.1
Lflavo2a013191P1 NP_001285364.1
Lflavo2a013192P1 NP_001097094.1
Lflavo2a013193P1 NP_609813.1
Lflavo2a013197P1 NP_524207.1
Lflavo2a013200P1 NP_001261279.1
Lflavo2a013201P2 NP_001259934.1
Lflavo2a013204P1 NP_001262233.1
Lflavo2a013207P1 NP_524713.1
Lflavo2a013208P1 NP_001262058.1
Lflavo2a013210P1 NP_001247375.1
Lflavo2a013211P1 NP_524597.1
Lflavo2a013213P1 NP_524400.2
Lflavo2a013214P1 NP_610167.3
Lflavo2a013216P1 NP_001245661.1
Lflavo2a013218P1 NP_511049.1
Lflavo2a013219P1 NP_572915.1
Lflavo2a013220P1 NP_001285128.1
Lflavo2a013221P1 NP_610165.1
Lflavo2a013222P1 NP_001259285.1
Lflavo2a013223P2 NP_611545.1
Lflavo2a013224P1 NP_651758.1
Lflavo2a013226P1 NP_572932.2
Lflavo2a013230P1 NP_725103.1
Lflavo2a013231P1 NP_523863.1
Lflavo2a013233P1 NP_724409.3
Lflavo2a013234P1 NP_650904.3
Lflavo2a013235P1 NP_511118.2
Lflavo2a013237P1 NP_788400.1
Lflavo2a013240P1 NP_611302.1
Lflavo2a013241P1 NP_001286200.1
Lflavo2a013242P1 NP_651126.3
Lflavo2a013243P1 NP_648164.1
Lflavo2a013245P1 NP_001188762.1
Lflavo2a013247P1 NP_001260992.1
Lflavo2a013250P1 NP_610169.1
Lflavo2a013251P1 NP_001097236.2
Lflavo2a013268P1 NP_001287356.1
Lflavo2a013270P1 NP_001286451.1
Lflavo2a013271P1 NP_001163063.1
Lflavo2a013274P1 NP_001261609.1
Lflavo2a013277P1 NP_001303467.1
Lflavo2a013278P1 NP_611262.1
Lflavo2a013280P2 NP_477453.1
Lflavo2a013281P1 NP_001036599.1
Lflavo2a013282P1 NP_001259767.1
Lflavo2a013285P1 NP_001138080.1
Lflavo2a013286P2 NP_611967.1
Lflavo2a013287P1 NP_001286043.1
Lflavo2a013289P1 NP_609403.2
Lflavo2a013291P1 NP_001163472.1
Lflavo2a013294P1 NP_651184.1
Lflavo2a013297P1 NP_649258.1
Lflavo2a013298P1 NP_608470.1
Lflavo2a013299P1 NP_611646.1
Lflavo2a013303P1 NP_650734.2
Lflavo2a013306P1 NP_524344.1
Lflavo2a013309P1 NP_651774.2
Lflavo2a013311P1 NP_001260353.1
Lflavo2a013313P1 NP_524319.2
Lflavo2a013314P1 NP_651434.3
Lflavo2a013315P1 NP_001286855.1
Lflavo2a013316P1 NP_001263144.1
Lflavo2a013318P1 NP_001036375.2
Lflavo2a013321P1 NP_001188864.1
Lflavo2a013324P1 NP_001285209.1
Lflavo2a013326P1 NP_611788.1
Lflavo2a013328P1 NP_651912.3
Lflavo2a013329P1 NP_001014725.1
Lflavo2a013331P1 NP_610241.1
Lflavo2a013334P1 NP_732349.1
Lflavo2a013335P1 NP_608450.1
Lflavo2a013336P1 NP_788073.1
Lflavo2a013337P1 NP_001189286.1
Lflavo2a013339P1 NP_730354.2
Lflavo2a013340P1 NP_573215.1
Lflavo2a013346P1 NP_001097982.1
Lflavo2a013347P1 NP_001262645.1
Lflavo2a013352P1 NP_001097436.1
Lflavo2a013355P1 NP_569979.1
Lflavo2a013357P1 NP_610180.1
Lflavo2a013358P1 NP_001262109.1
Lflavo2a013361P1 NP_523888.1
Lflavo2a013365P1 NP_476702.1
Lflavo2a013366P1 NP_001162973.2
Lflavo2a013367P1 NP_001259226.1
Lflavo2a013369P1 NP_476904.1
Lflavo2a013378P1 NP_609364.1
Lflavo2a013379P1 NP_523544.2
Lflavo2a013381P1 NP_001262479.1
Lflavo2a013384P1 NP_001261892.1
Lflavo2a013386P1 NP_001097699.2
Lflavo2a013388P1 NP_524354.1
Lflavo2a013389P1 NP_001097251.1
Lflavo2a013392P1 NP_477344.1
Lflavo2a013393P1 NP_001262587.1
Lflavo2a013394P1 NP_609950.1
Lflavo2a013395P1 NP_572236.3
Lflavo2a013396P1 NP_001285450.1
Lflavo2a013397P3 NP_573250.1
Lflavo2a013400P1 NP_001033881.1
Lflavo2a013401P1 NP_477044.1
Lflavo2a013405P1 NP_788920.2
Lflavo2a013407P2 NP_652063.1
Lflavo2a013408P1 NP_609247.1
Lflavo2a013411P1 NP_611070.1
Lflavo2a013413P1 NP_477446.1
Lflavo2a013414P1 NP_995745.1
Lflavo2a013415P1 NP_001287120.1
Lflavo2a013417P1 NP_524415.1
Lflavo2a013418P1 NP_569850.1
Lflavo2a013422P1 NP_001260058.1
Lflavo2a013423P1 NP_001285625.1
Lflavo2a013424P1 NP_730454.2
Lflavo2a013426P1 NP_001284769.1
Lflavo2a013427P1 NP_001334682.1
Lflavo2a013428P1 NP_649709.2
Lflavo2a013431P1 NP_648570.1
Lflavo2a013435P1 NP_001245889.1
Lflavo2a013436P1 NP_572805.1
Lflavo2a013437P1 NP_001260688.1
Lflavo2a013438P1 NP_511055.1
Lflavo2a013441P1 NP_001260049.1
Lflavo2a013442P1 NP_001259789.1
Lflavo2a013443P1 NP_609552.1
Lflavo2a013445P1 NP_001262339.1
Lflavo2a013447P2 NP_001260503.1
Lflavo2a013451P1 NP_001163684.1
Lflavo2a013452P1 NP_573166.1
Lflavo2a013453P1 NP_001287570.1
Lflavo2a013454P1 NP_001188911.1
Lflavo2a013455P1 NP_572919.1
Lflavo2a013456P1 NP_001137931.1
Lflavo2a013457P1 NP_001286171.1
Lflavo2a013461P1 NP_001286348.1
Lflavo2a013463P1 NP_001261013.1
Lflavo2a013464P1 NP_001287459.1
Lflavo2a013467P1 NP_001287055.1
Lflavo2a013470P1 NP_572284.4
Lflavo2a013471P1 NP_608637.1
Lflavo2a013474P1 NP_572673.1
Lflavo2a013475P1 NP_569901.1
Lflavo2a013476P1 NP_001189018.1
Lflavo2a013477P1 NP_524026.1
Lflavo2a013478P1 NP_649079.2
Lflavo2a013483P1 NP_001261750.1
Lflavo2a013485P1 NP_001284772.1
Lflavo2a013487P2 NP_648358.2
Lflavo2a013489P1 NP_611091.2
Lflavo2a013490P2 NP_733186.2
Lflavo2a013496P1 NP_569972.1
Lflavo2a013500P1 NP_650673.1
Lflavo2a013502P1 NP_649539.1
Lflavo2a013504P1 NP_001246918.1
Lflavo2a013505P1 NP_001261246.1
Lflavo2a013509P1 NP_788296.1
Lflavo2a013511P1 NP_001286940.1
Lflavo2a013513P1 NP_001285869.1
Lflavo2a013514P1 NP_001036685.2
Lflavo2a013515P1 NP_001303492.1
Lflavo2a013517P2 NP_001246920.1
Lflavo2a013520P1 NP_572385.2
Lflavo2a013522P1 NP_001246637.1
Lflavo2a013526P1 NP_610551.1
Lflavo2a013527P1 NP_001262750.1
Lflavo2a013528P1 NP_001285179.1
Lflavo2a013529P1 NP_524071.2
Lflavo2a013532P1 NP_001261769.1
Lflavo2a013534P1 NP_649509.1
Lflavo2a013535P1 NP_650975.1
Lflavo2a013537P1 NP_001247339.1
Lflavo2a013537P2 NP_524532.2
Lflavo2a013540P1 NP_001286865.1
Lflavo2a013541P1 NP_001259234.1
Lflavo2a013545P1 NP_001262110.1
Lflavo2a013547P1 NP_650976.1
Lflavo2a013548P1 NP_001261278.1
Lflavo2a013549P1 NP_001262809.1
Lflavo2a013553P1 NP_609358.1
Lflavo2a013554P1 NP_730024.1
Lflavo2a013556P1 NP_609625.2
Lflavo2a013557P1 NP_525050.1
Lflavo2a013558P1 NP_524105.2
Lflavo2a013561P1 NP_611022.2
Lflavo2a013562P2 NP_001259235.1
Lflavo2a013565P1 NP_001262622.1
Lflavo2a013567P1 NP_609391.1
Lflavo2a013572P1 NP_648662.1
Lflavo2a013576P1 NP_649129.1
Lflavo2a013577P2 NP_001097630.2
Lflavo2a013579P1 NP_650646.1
Lflavo2a013580P1 NP_611445.1
Lflavo2a013581P1 NP_727339.3
Lflavo2a013582P1 NP_611101.1
Lflavo2a013583P1 NP_001245719.1
Lflavo2a013589P1 NP_649680.1
Lflavo2a013590P1 NP_523759.1
Lflavo2a013593P1 NP_732176.1
Lflavo2a013594P1 NP_001137699.1
Lflavo2a013596P1 NP_001260942.1
Lflavo2a013597P1 NP_726071.1
Lflavo2a013598P1 NP_572246.1
Lflavo2a013602P1 NP_477201.1
Lflavo2a013603P1 NP_651316.1
Lflavo2a013605P1 NP_648748.1
Lflavo2a013606P2 NP_609069.1
Lflavo2a013607P1 NP_608729.1
Lflavo2a013612P1 NP_727440.3
