Geneid	gene_name	SRR1519115_1Aligned.sortedByCoord.out.bam	SRR1519109_1Aligned.sortedByCoord.out.bam	SRR1519111_1Aligned.sortedByCoord.out.bam	SRR1519117_1Aligned.sortedByCoord.out.bam	SRR1519113_1Aligned.sortedByCoord.out.bam	SRR1519110_1Aligned.sortedByCoord.out.bam	SRR1519116_1Aligned.sortedByCoord.out.bam	SRR1519108_1Aligned.sortedByCoord.out.bam	SRR1519112_1Aligned.sortedByCoord.out.bam	SRR1519114_1Aligned.sortedByCoord.out.bam
gene-LOC106792486	LOC106792486	2	18	127	1	62	497	233	4	3	51
gene-LOC106792492	LOC106792492	195	293	316	217	216	302	204	190	221	263
gene-LOC106792494	LOC106792494	43	103	109	109	38	74	70	59	112	48
gene-LOC106792491	LOC106792491	176	229	276	343	131	269	248	190	178	167
gene-LOC106792487	LOC106792487	422	248	255	263	364	169	166	441	173	419
gene-LOC106792490	LOC106792490	205	292	362	435	217	264	296	234	312	240
gene-LOC106792488	LOC106792488	6	36	23	1	30	52	16	43	4	5
gene-LOC106792480	LOC106792480	0	3	3	0	1	1	1	0	0	0
gene-LOC106792498	LOC106792498	7	7	10	12	12	7	4	10	1	5
gene-LOC106792495	LOC106792495	13	8	6	17	5	10	4	8	8	15
gene-LOC106792497	LOC106792497	760	1525	1476	1328	874	1430	1182	928	1259	1100
gene-LOC106792496	LOC106792496	1549	3525	3731	3667	1366	3514	3624	1224	2882	1566
gene-LOC106792501	LOC106792501	59	101	97	39	41	139	57	13	35	64
gene-LOC106792499	LOC106792499	0	1	3	2	1	8	0	0	10	0
gene-LOC106792500	LOC106792500	696	1317	1428	1662	570	1388	1149	744	1204	680
gene-LOC106792506	LOC106792506	0	0	0	0	0	0	0	0	0	0
gene-LOC106792507	LOC106792507	477	1545	1764	1524	567	1832	1928	627	1511	700
gene-LOC106792510	LOC106792510	3192	6465	6617	6233	3036	6201	7174	3377	5310	3830
gene-LOC106792512	LOC106792512	542	1546	1702	1044	587	1414	1416	584	1096	696
gene-LOC106792513	LOC106792513	45	27	56	73	49	20	35	69	52	74
gene-LOC106792504	LOC106792504	81	134	183	68	67	100	145	54	95	69
gene-LOC106792505	LOC106792505	6	21	31	14	6	48	14	11	63	11
gene-LOC106792503	LOC106792503	270	459	444	447	267	459	516	279	388	328
gene-LOC106792509	LOC106792509	813	1186	1178	891	911	1017	803	1074	1047	1196
gene-LOC106792508	LOC106792508	196	224	313	296	165	207	203	158	220	178
gene-Trnak-uuu-6	Trnak-uuu	0	0	0	2	0	0	1	0	0	0
gene-LOC106792514	LOC106792514	361	239	273	297	297	208	164	437	255	390
gene-LOC106792517	LOC106792517	12	27	26	42	14	23	12	15	13	9
gene-LOC106792516	LOC106792516	0	2	7	2	0	1	3	0	1	3
gene-LOC106792515	LOC106792515	11	10	10	24	11	4	13	19	19	12
gene-LOC106792520	LOC106792520	164	357	282	184	210	386	480	189	222	213
gene-LOC106792518	LOC106792518	732	1369	2216	1819	498	1621	1372	606	1449	738
gene-LOC106792519	LOC106792519	0	4	2	2	3	1	2	0	0	0
gene-LOC106792522	LOC106792522	9	8	11	20	7	2	5	21	8	11
gene-LOC106792523	LOC106792523	6	8	19	5	9	50	15	6	12	9
gene-LOC106792524	LOC106792524	0	0	0	0	0	0	0	0	0	0
gene-LOC106792525	LOC106792525	0	0	0	0	0	0	0	0	0	0
gene-LOC106792526	LOC106792526	0	2	6	23	0	0	2	1	15	0
gene-LOC106792527	LOC106792527	0	0	7	6	0	2	0	1	4	0
gene-LOC106792528	LOC106792528	0	2	5	5	0	4	0	1	1	0
gene-LOC106792529	LOC106792529	0	0	0	0	0	0	0	0	0	0
gene-LOC106792530	LOC106792530	0	0	0	0	0	0	0	0	0	0
gene-LOC106792531	LOC106792531	1015	2247	2543	237	1096	2324	1360	1101	582	839
gene-LOC106792533	LOC106792533	1103	693	1252	2213	577	889	567	690	1152	429
gene-LOC106792534	LOC106792534	230	471	772	597	198	527	429	229	372	265
gene-LOC106792536	LOC106792536	3	2	7	2	0	7	5	1	2	0
gene-LOC106792535	LOC106792535	3	5	3	0	0	0	0	0	0	2
gene-LOC106792537	LOC106792537	76	132	190	170	85	139	168	51	101	85
gene-LOC106792546	LOC106792546	129	258	443	387	130	251	319	319	269	333
gene-LOC106792548	LOC106792548	287	414	476	467	201	290	278	440	331	369
gene-LOC106792544	LOC106792544	456	542	620	589	442	455	423	487	518	483
gene-LOC106792545	LOC106792545	1118	2660	2878	2170	1427	3320	3693	1526	2311	1822
gene-LOC106792543	LOC106792543	30	138	132	64	59	178	133	50	84	48
gene-LOC106792542	LOC106792542	545	1246	1385	1351	655	1223	1347	564	1193	711
gene-Trnaq-uug-2	Trnaq-uug	0	0	0	0	0	0	0	0	0	0
gene-LOC106792540	LOC106792540	857	1495	1622	1465	752	1359	1353	717	1103	943
gene-LOC106792538	LOC106792538	15	0	0	4	24	0	0	16	4	27
gene-LOC106792539	LOC106792539	499	952	1134	922	550	762	837	480	858	592
gene-LOC106792549	LOC106792549	1221	604	511	797	1375	22	15	1547	768	1568
gene-LOC106792550	LOC106792550	144	133	168	121	114	128	101	137	129	149
gene-LOC106792551	LOC106792551	2	0	4	0	0	2	0	0	0	0
gene-LOC106792553	LOC106792553	5588	8660	10395	9772	6091	7878	9200	5813	9143	4348
gene-LOC106792554	LOC106792554	5	8	15	2	0	20	15	17	4	9
gene-LOC106792555	LOC106792555	13	18	59	21	4	125	42	31	33	15
gene-LOC106792556	LOC106792556	12	11	59	16	14	146	48	29	41	20
gene-LOC106792558	LOC106792558	7	3	17	6	1	19	6	8	11	4
gene-LOC106792559	LOC106792559	56903	89444	75953	67422	47508	90345	48783	55567	80786	47208
gene-LOC106792560	LOC106792560	8	3	5	6	11	10	1	8	4	18
gene-LOC106792557	LOC106792557	5	21	16	12	10	60	23	26	5	14
gene-LOC106792566	LOC106792566	731	1187	1428	1350	687	1125	1140	678	1205	686
gene-LOC106792567	LOC106792567	76	127	120	188	87	113	58	109	163	89
gene-LOC106792564	LOC106792564	976	1718	2099	1872	1010	1777	1967	839	1405	1052
gene-LOC106792563	LOC106792563	4	7	4	11	5	3	6	8	4	9
gene-LOC106792565	LOC106792565	109	182	154	256	59	120	121	157	175	93
gene-LOC106792562	LOC106792562	255	235	245	279	268	186	164	326	262	368
gene-LOC106792568	LOC106792568	282	610	583	456	343	339	232	379	523	454
gene-LOC106792569	LOC106792569	0	0	0	0	0	0	0	0	0	0
gene-LOC106792570	LOC106792570	0	0	0	0	0	0	0	0	0	0
gene-LOC106792572	LOC106792572	0	0	0	0	0	0	0	0	0	0
gene-LOC106792573	LOC106792573	0	0	0	0	0	0	0	0	0	0
gene-LOC106792574	LOC106792574	0	0	0	0	0	0	0	0	0	0
gene-LOC106792575	LOC106792575	0	0	0	0	0	0	0	0	0	0
gene-LOC106792576	LOC106792576	0	0	0	0	0	0	0	0	0	0
gene-LOC106792577	LOC106792577	0	0	0	0	0	0	0	0	0	0
gene-LOC106792578	LOC106792578	0	0	0	0	0	0	0	0	0	0
gene-LOC106792580	LOC106792580	12	20	31	9	9	61	40	30	45	19
gene-LOC106792581	LOC106792581	19	22	74	22	18	204	79	38	36	35
gene-LOC106792582	LOC106792582	3	11	3	10	3	16	12	10	10	3
gene-LOC106792583	LOC106792583	0	0	0	0	0	0	0	0	0	0
gene-LOC106792584	LOC106792584	2	129	23	8	3	27	6	6	4	3
gene-LOC106792585	LOC106792585	73	94	112	43	34	70	91	41	94	31
gene-LOC106792592	LOC106792592	21	118	11	1	55	227	11	308	0	74
gene-LOC106792591	LOC106792591	423	702	785	720	363	625	646	398	630	468
gene-LOC106792588	LOC106792588	243	389	413	416	233	363	378	177	318	273
gene-LOC106792587	LOC106792587	0	0	0	0	0	0	0	0	0	0
gene-LOC106792586	LOC106792586	0	3	0	0	0	1	0	2	0	0
gene-LOC106792597	LOC106792597	20	54	40	13	24	63	624	29	25	27
gene-LOC106792596	LOC106792596	5914	10379	12470	18287	6800	10340	20434	5479	13751	7964
gene-LOC106792595	LOC106792595	57	106	137	119	89	120	131	49	82	78
gene-LOC106792594	LOC106792594	128	196	191	110	134	153	127	151	167	142
gene-LOC106792593	LOC106792593	1576	1848	2012	1035	1301	1900	1358	939	1435	1182
gene-LOC106792599	LOC106792599	369	746	987	641	375	1085	746	486	750	347
gene-LOC106792600	LOC106792600	0	3	2	2	0	2	1	3	2	2
gene-LOC106792602	LOC106792602	25	36	23	13	21	28	53	21	33	25
gene-LOC106792601	LOC106792601	3	0	2	2	0	0	0	0	1	0
gene-LOC106792603	LOC106792603	0	0	0	0	0	0	1	2	0	0
gene-LOC106792604	LOC106792604	0	0	0	0	0	0	0	0	0	0
gene-LOC106792605	LOC106792605	484	227	141	249	306	157	5	155	612	583
gene-LOC106792606	LOC106792606	1	2	5	1	0	3	0	1	3	0
gene-LOC106792608	LOC106792608	63	117	124	96	60	200	127	59	112	63
gene-LOC106792609	LOC106792609	0	8	7	8	9	8	10	5	9	8
gene-LOC106792610	LOC106792610	2605	6151	7687	8209	2554	7439	6903	2860	5702	2979
gene-LOC106792611	LOC106792611	513	711	1060	546	477	644	570	437	669	430
gene-LOC106792612	LOC106792612	27	44	59	22	26	63	69	18	15	11
gene-LOC106792613	LOC106792613	307	432	481	412	311	448	379	279	446	212
gene-LOC106792615	LOC106792615	894	2475	2317	1468	1045	2643	2306	952	2041	1209
gene-LOC106792614	LOC106792614	396	884	1107	1105	418	897	789	333	748	457
gene-LOC106792619	LOC106792619	448	825	1262	1317	340	987	976	388	930	356
gene-LOC106792618	LOC106792618	411	462	1046	1160	338	696	588	467	894	436
gene-LOC106792617	LOC106792617	752	1230	1278	1388	842	1399	1352	844	1124	851
gene-LOC106792624	LOC106792624	155	234	343	228	186	237	196	238	213	208
gene-LOC106792623	LOC106792623	46	137	133	98	61	129	225	15	78	30
gene-LOC106792621	LOC106792621	10	31	59	64	29	49	57	15	43	9
gene-LOC106792620	LOC106792620	100	227	371	302	85	407	179	119	187	110
gene-LOC106792625	LOC106792625	0	0	0	0	0	0	0	0	0	0
gene-LOC106792630	LOC106792630	10	31	63	70	14	47	42	13	43	14
gene-LOC106792626	LOC106792626	0	3	1	0	2	5	2	4	5	0
gene-LOC106792627	LOC106792627	6	13	13	3	10	21	8	13	13	13
gene-LOC106792628	LOC106792628	190	461	753	487	213	694	466	282	459	327
gene-LOC106792632	LOC106792632	53	111	268	267	73	145	161	89	195	67
gene-LOC106792631	LOC106792631	311	592	513	545	397	426	545	331	433	339
gene-LOC106792634	LOC106792634	196	514	682	131	308	434	640	250	206	186
gene-LOC106792633	LOC106792633	0	0	0	0	0	0	1	0	0	1
gene-LOC106792635	LOC106792635	986	2274	2708	3017	954	2677	3015	1003	1731	1195
gene-LOC106792637	LOC106792637	694	1290	1388	1303	711	1463	1618	817	1079	866
gene-LOC106792638	LOC106792638	647	1486	1692	1783	614	1364	1645	723	1185	820
gene-LOC106792639	LOC106792639	1989	1815	3073	3654	977	1786	1758	859	2793	1000
gene-LOC106792640	LOC106792640	0	0	0	0	0	0	0	0	0	0
gene-LOC106792641	LOC106792641	0	0	0	0	0	0	0	0	3	0
gene-LOC106792642	LOC106792642	1	3	12	4	3	7	4	0	3	9
gene-LOC106792643	LOC106792643	2	5	23	3	2	10	19	3	1	0
gene-LOC106792644	LOC106792644	129	410	654	471	296	2620	3381	156	229	523
gene-LOC106792645	LOC106792645	9	33	32	14	25	20	21	18	18	10
gene-LOC106792646	LOC106792646	331	825	1348	191	331	1331	512	687	429	898
gene-LOC106792648	LOC106792648	0	1	2	0	0	1	1	0	1	0
gene-LOC106792651	LOC106792651	0	0	0	0	0	0	0	0	0	0
gene-LOC106792649	LOC106792649	0	0	0	0	0	0	0	0	0	0
gene-LOC106792650	LOC106792650	0	0	0	0	0	0	0	0	0	0
gene-LOC106792652	LOC106792652	0	0	0	0	0	0	0	0	0	0
gene-LOC106792653	LOC106792653	0	0	0	0	0	0	0	0	0	0
gene-LOC106792654	LOC106792654	0	0	0	0	0	0	0	0	0	0
gene-LOC106792657	LOC106792657	2415	1541	2671	4791	1426	1661	2064	1469	2645	1381
gene-LOC106792656	LOC106792656	464	625	895	666	362	792	663	415	647	514
gene-LOC106792658	LOC106792658	0	0	0	0	0	0	0	0	0	0
gene-LOC106792659	LOC106792659	1	7	0	1	2	10	0	9	1	5
gene-LOC106792660	LOC106792660	0	0	0	0	0	0	0	0	0	0
gene-LOC106792661	LOC106792661	28	6	1	4	32	3	4	33	6	3
gene-LOC106792662	LOC106792662	0	0	0	0	0	0	0	0	0	0
gene-LOC106792663	LOC106792663	7	2	2	1	5	5	0	5	4	3
gene-LOC106792664	LOC106792664	0	7	10	2	3	6	6	11	6	3
gene-LOC106792666	LOC106792666	1196	324	335	225	861	274	225	916	353	659
gene-LOC106792665	LOC106792665	235	284	294	189	210	186	202	210	277	150
gene-LOC106792667	LOC106792667	94	94	104	64	76	115	79	56	61	68
gene-LOC106792668	LOC106792668	1	9	23	14	5	11	4	12	11	16
gene-LOC106792669	LOC106792669	10	25	34	15	8	27	4	16	21	21
gene-LOC106792670	LOC106792670	7	24	30	19	5	53	43	5	4	14
gene-LOC106792671	LOC106792671	0	0	0	0	0	0	0	0	0	0
gene-LOC106792673	LOC106792673	0	0	0	0	0	0	0	0	0	0
gene-LOC106792674	LOC106792674	0	0	0	0	0	0	0	0	0	0
gene-LOC106792675	LOC106792675	20	10	33	24	12	26	20	30	31	28
gene-LOC106792676	LOC106792676	474	649	785	707	260	646	411	423	829	453
gene-LOC106792677	LOC106792677	334	587	625	372	323	642	564	166	299	318
gene-Trnae-uuc-5	Trnae-uuc	0	0	0	0	0	0	0	0	0	0
gene-LOC106792678	LOC106792678	473	690	667	729	420	594	476	458	506	452
gene-LOC106792679	LOC106792679	5	43	36	29	31	73	105	14	26	13
gene-LOC106792680	LOC106792680	0	0	0	2	0	0	1	0	0	0
gene-LOC106792686	LOC106792686	73	103	101	24	83	232	295	60	35	125
gene-LOC106792685	LOC106792685	87	169	199	184	129	227	169	162	140	159
gene-LOC106792684	LOC106792684	2123	6827	7109	6466	2305	8233	7699	2996	5564	3114
gene-LOC106792681	LOC106792681	22	147	90	198	62	103	106	25	26	44
gene-LOC106792683	LOC106792683	10	13	42	7	65	125	133	19	7	113
gene-LOC106792687	LOC106792687	546	1042	1126	721	824	1488	1601	780	818	1010
gene-LOC106792691	LOC106792691	3	30	22	1	2	8	34	1	12	14
gene-LOC106792689	LOC106792689	88	95	61	303	20	46	51	13	49	10
gene-LOC106792692	LOC106792692	1987	4000	4978	2680	1834	2754	2364	1082	3868	1831
gene-LOC106792688	LOC106792688	1	0	0	0	0	6	2	0	0	0
gene-LOC106792693	LOC106792693	0	4	1	0	0	1	4	0	0	0
gene-LOC106792694	LOC106792694	20	39	52	95	18	28	34	29	54	18
gene-LOC106792695	LOC106792695	679	507	628	470	483	378	454	590	637	578
gene-LOC106792696	LOC106792696	0	0	0	0	0	0	0	0	0	0
gene-LOC106792697	LOC106792697	0	0	0	0	0	0	0	0	0	0
gene-LOC106792698	LOC106792698	0	0	0	0	0	1	0	0	0	0
gene-LOC106792699	LOC106792699	0	0	0	0	0	0	0	0	0	0
gene-LOC106792700	LOC106792700	13	3	34	12	12	91	33	7	19	24
gene-LOC106792701	LOC106792701	0	7	2	3	0	5	14	3	1	0
gene-LOC106792702	LOC106792702	0	0	0	0	0	0	0	0	0	0
gene-LOC106792705	LOC106792705	0	0	1	0	0	1	0	4	0	0
gene-LOC106792709	LOC106792709	38	70	81	65	80	131	101	24	51	51
gene-LOC106792710	LOC106792710	0	0	1	3	0	0	1	0	0	4
gene-LOC106792704	LOC106792704	0	0	2	1	0	2	0	1	0	0
gene-LOC106792711	LOC106792711	64	241	240	276	91	246	258	108	252	130
gene-LOC106792712	LOC106792712	13	84	66	36	36	123	97	45	51	51
gene-LOC106792707	LOC106792707	22	60	25	17	13	50	110	13	8	23
gene-LOC106792706	LOC106792706	757	1106	1358	1197	681	1221	1068	748	1069	733
gene-LOC106792708	LOC106792708	310	912	845	605	403	1667	3921	482	606	639
gene-LOC106792714	LOC106792714	0	0	0	0	0	0	0	0	0	0
gene-LOC106792715	LOC106792715	0	0	0	0	0	0	0	0	0	0
gene-LOC106792716	LOC106792716	55	63	47	89	30	71	65	34	51	45
gene-LOC106792717	LOC106792717	0	0	0	0	0	0	0	0	0	0
gene-LOC106792718	LOC106792718	0	0	0	0	0	0	0	0	0	0
gene-LOC106792719	LOC106792719	0	0	0	0	0	0	0	0	0	0
gene-LOC106792720	LOC106792720	0	1	2	0	0	3	2	0	0	0
gene-LOC106792723	LOC106792723	0	0	1	4	1	8	0	0	0	2
gene-LOC106792724	LOC106792724	0	0	0	0	0	0	0	0	0	0
gene-LOC106792725	LOC106792725	81	103	69	27	76	76	56	39	63	75
gene-LOC106792726	LOC106792726	0	0	1	0	0	0	0	0	0	0
gene-LOC106792727	LOC106792727	0	0	0	0	0	0	0	0	0	0
gene-LOC106792728	LOC106792728	0	3	2	2	0	3	4	0	2	0
gene-LOC106792730	LOC106792730	278	132	104	153	310	5	5	365	185	424
gene-LOC106792729	LOC106792729	1818	3373	3474	3740	1455	3387	3762	1603	2744	1421
gene-LOC106792731	LOC106792731	5580	2843	4897	3836	5455	2568	1456	6561	3774	7092
gene-LOC106792732	LOC106792732	4	8	9	7	6	21	2	17	6	8
gene-LOC106792733	LOC106792733	2	8	3	5	3	1	2	4	2	3
gene-LOC106792734	LOC106792734	0	0	0	0	0	0	0	0	0	0
gene-LOC106792735	LOC106792735	6	4	4	0	0	0	3	0	4	0
gene-LOC106792737	LOC106792737	25	30	33	38	19	24	45	9	32	7
gene-LOC106792736	LOC106792736	10	67	31	2	15	39	74	181	158	48
gene-LOC106792740	LOC106792740	3	106	5	6	25	97	42	107	4	50
gene-LOC106792739	LOC106792739	252	462	535	653	274	551	478	309	399	306
gene-LOC106792738	LOC106792738	60	154	37	22	15	56	76	8	2	14
gene-LOC106792742	LOC106792742	932	1890	2033	2056	959	2058	2124	1001	1446	1266
gene-LOC106792741	LOC106792741	178	263	269	143	153	230	195	94	169	165
gene-LOC106792743	LOC106792743	0	0	0	0	0	0	0	0	0	0
gene-LOC106792746	LOC106792746	44	19	26	59	37	9	17	49	36	43
gene-LOC106792744	LOC106792744	0	0	0	0	0	0	0	0	0	0
gene-LOC106792745	LOC106792745	0	0	0	0	0	0	0	0	0	0
gene-LOC106792747	LOC106792747	0	0	0	0	0	0	0	0	0	0
gene-LOC106792748	LOC106792748	400	1009	1498	2255	375	1505	1106	357	781	409
gene-Trnav-aac-4	Trnav-aac	0	0	0	0	0	0	0	0	0	0
gene-Trnav-aac-5	Trnav-aac	0	0	0	0	0	0	0	0	0	0
gene-LOC106792749	LOC106792749	0	0	0	0	0	0	1	0	1	0
gene-LOC106792752	LOC106792752	219	463	508	366	205	446	366	200	280	264
gene-LOC106792750	LOC106792750	361	549	726	416	293	669	535	266	376	253
gene-LOC106792751	LOC106792751	0	0	0	0	0	2	1	0	2	0
gene-LOC106792753	LOC106792753	0	0	0	0	0	0	0	0	0	0
gene-LOC106792754	LOC106792754	0	1	0	1	0	7	4	0	1	0
gene-LOC106792755	LOC106792755	107	32	67	86	44	32	28	81	47	52
gene-LOC106792757	LOC106792757	146	287	331	426	102	275	353	179	360	126
gene-LOC106792756	LOC106792756	243	490	472	588	235	450	499	290	449	298
gene-LOC106792758	LOC106792758	0	0	0	0	0	0	0	0	0	0
gene-LOC106792759	LOC106792759	4	1	9	2	1	3	5	5	1	12
gene-LOC106792762	LOC106792762	1310	1422	1769	947	989	1339	1055	656	1230	952
gene-LOC106792761	LOC106792761	9422	72	56	115	11436	23	14	9715	115	12187
gene-LOC106792763	LOC106792763	24	5	15	14	14	7	9	44	27	41
gene-LOC106792764	LOC106792764	0	0	1	0	0	1	0	2	0	1
gene-LOC106792765	LOC106792765	106	61	82	65	119	50	41	85	70	89
gene-LOC106792766	LOC106792766	0	6	5	12	0	1	5	2	2	1
gene-LOC106792767	LOC106792767	0	0	0	0	0	0	0	0	0	0
gene-LOC106792768	LOC106792768	0	0	0	0	0	0	0	0	0	0
gene-LOC106792769	LOC106792769	3	12	10	20	1	26	14	14	18	10
gene-LOC106792772	LOC106792772	6926	23885	20461	37796	8458	21682	19767	5314	17046	7602
gene-LOC106792771	LOC106792771	0	0	0	0	1	0	0	0	0	0
gene-LOC106792773	LOC106792773	23	58	81	42	27	81	101	29	51	29
gene-LOC106792774	LOC106792774	372	426	632	669	193	601	400	237	474	219
gene-LOC106792775	LOC106792775	122	194	191	211	90	163	153	156	220	145
gene-LOC106792776	LOC106792776	343	630	621	595	353	530	763	511	536	715
gene-LOC106792778	LOC106792778	126	391	408	126	138	375	280	195	242	181
gene-LOC106792779	LOC106792779	235	487	403	301	252	443	429	286	344	302
gene-LOC106792781	LOC106792781	30	0	0	1	1	4	7	0	0	1
gene-LOC106792780	LOC106792780	12	2	9	0	1	16	17	0	3	2
gene-LOC106792782	LOC106792782	42	329	330	58	217	1291	5272	47	68	291
gene-LOC106792783	LOC106792783	39	38	11	9	13	13	50	1	6	15
gene-LOC106792785	LOC106792785	0	0	0	1	1	0	0	2	0	0
gene-LOC106792784	LOC106792784	403	1228	1260	1026	525	1314	1616	463	978	518
gene-LOC106792786	LOC106792786	0	0	2	0	0	0	0	0	0	0
gene-LOC106792787	LOC106792787	0	0	1	0	0	0	0	2	0	0
gene-LOC106792788	LOC106792788	198	233	276	281	123	207	270	144	339	181
gene-LOC106792789	LOC106792789	0	0	0	0	0	0	0	0	0	0
gene-LOC106792790	LOC106792790	0	0	0	0	0	0	0	0	0	0
gene-LOC106792791	LOC106792791	3	2	4	0	1	1	4	6	0	5
gene-LOC106792792	LOC106792792	0	4	10	0	6	19	7	3	0	12
gene-LOC106792793	LOC106792793	247	309	299	344	132	346	211	100	365	151
gene-LOC106792794	LOC106792794	21	27	95	21	20	177	77	64	69	36
gene-LOC106792796	LOC106792796	0	0	0	0	0	0	0	0	0	0
gene-LOC106792800	LOC106792800	396	643	833	798	371	704	819	541	667	485
gene-LOC106792801	LOC106792801	398	886	1010	970	434	1119	1080	460	753	424
gene-LOC106792797	LOC106792797	233	99	141	142	240	31	27	240	129	235
gene-LOC106792799	LOC106792799	320	565	598	656	349	528	635	472	520	461
gene-LOC106792798	LOC106792798	340	308	312	332	279	159	140	282	318	419
gene-LOC106792802	LOC106792802	0	0	0	0	0	1	0	0	0	0
gene-LOC106792804	LOC106792804	1	2	10	0	0	8	4	3	3	3
gene-LOC106792805	LOC106792805	5	1	0	3	0	3	0	0	1	0
gene-LOC106792806	LOC106792806	0	0	0	0	0	0	0	0	0	0
gene-LOC106792809	LOC106792809	0	0	0	0	0	0	1	0	0	0
gene-LOC106792807	LOC106792807	19	34	45	9	43	33	18	32	5	46
gene-LOC106792808	LOC106792808	6	8	18	9	2	7	9	4	11	2
gene-LOC106792810	LOC106792810	0	0	0	0	0	0	0	1	0	0
gene-LOC106792811	LOC106792811	0	0	0	0	0	0	1	0	0	0
gene-LOC106792812	LOC106792812	82	63	275	88	95	927	266	199	216	110
gene-LOC106792813	LOC106792813	0	0	0	0	0	0	0	0	0	0
gene-LOC106792814	LOC106792814	3	0	1	0	15	3	0	117	0	37
gene-LOC106792815	LOC106792815	7990	9757	8469	316	8081	14522	28856	482	255	3618
gene-LOC106792816	LOC106792816	0	0	0	1	0	4	0	1	2	0
gene-LOC106792817	LOC106792817	0	0	0	0	0	0	0	0	0	0
gene-LOC106792818	LOC106792818	0	1	0	1	0	0	0	0	0	0
gene-LOC106792819	LOC106792819	0	0	0	0	0	0	0	0	0	0
gene-Trnae-cuc-3	Trnae-cuc	0	0	0	0	0	0	0	0	0	0
gene-Trnae-uuc-6	Trnae-uuc	0	0	0	0	0	0	0	0	0	0
gene-LOC106792822	LOC106792822	80	225	252	252	114	218	288	108	220	148
gene-LOC106792821	LOC106792821	132	324	319	286	139	270	237	150	252	210
gene-LOC106792820	LOC106792820	773	1014	1028	699	673	1031	938	639	716	787
gene-LOC106792823	LOC106792823	11	11	8	5	17	12	7	29	13	13
gene-LOC106792824	LOC106792824	190	72	184	141	116	134	73	235	145	130
gene-LOC106792825	LOC106792825	0	0	0	0	0	0	0	0	0	0
gene-LOC106792827	LOC106792827	0	2	0	1	0	0	0	1	1	1
gene-LOC106792826	LOC106792826	0	0	1	0	0	0	0	3	0	0
gene-LOC106792828	LOC106792828	0	0	0	0	0	1	1	0	0	3
gene-LOC106792829	LOC106792829	0	0	0	0	0	0	0	0	0	0
gene-LOC106792830	LOC106792830	0	0	0	0	0	0	0	0	0	0
gene-LOC106792832	LOC106792832	0	0	0	0	0	0	0	0	0	0
gene-LOC106792833	LOC106792833	0	0	0	0	0	0	0	0	0	0
gene-LOC106792834	LOC106792834	0	0	0	0	0	0	0	0	0	0
gene-LOC106792835	LOC106792835	0	0	0	0	0	0	0	0	0	0
gene-LOC106792836	LOC106792836	146	160	180	212	145	136	132	140	151	127
gene-LOC106792838	LOC106792838	1582	2845	3233	3411	1506	2739	2829	1063	2762	1531
gene-LOC106792837	LOC106792837	443	690	799	959	513	654	612	455	722	605
gene-LOC106792839	LOC106792839	1	0	0	0	0	0	0	0	0	0
gene-LOC106792841	LOC106792841	0	0	0	0	2	0	2	0	0	8
gene-LOC106792843	LOC106792843	0	0	0	0	0	0	0	0	0	0
gene-LOC106792844	LOC106792844	20	32	26	22	13	16	36	29	8	11
gene-LOC106792845	LOC106792845	0	0	0	0	0	0	0	0	0	0
gene-LOC106792846	LOC106792846	0	0	0	0	0	0	0	0	0	0
gene-LOC106792852	LOC106792852	477	666	753	733	424	701	663	439	607	441
gene-LOC106792850	LOC106792850	247	408	308	401	288	410	426	289	362	342
gene-LOC106792853	LOC106792853	71	124	115	83	88	99	99	62	113	74
gene-LOC106792854	LOC106792854	225	1008	944	963	315	723	900	451	866	463
gene-LOC106792849	LOC106792849	129	31	54	58	128	17	10	106	58	139
gene-LOC106792848	LOC106792848	535	884	748	697	641	754	809	675	711	787
gene-LOC106792847	LOC106792847	0	8	16	8	6	26	23	15	8	4
gene-LOC106792855	LOC106792855	3	1	1	1	4	3	0	3	2	4
gene-LOC106792856	LOC106792856	0	0	0	0	0	0	1	4	1	1
gene-LOC106792857	LOC106792857	0	1	1	0	0	5	2	1	0	0
gene-LOC106792858	LOC106792858	9	9	38	8	13	87	28	48	19	10
gene-LOC106792860	LOC106792860	0	0	0	0	0	0	0	0	0	0
gene-LOC106792861	LOC106792861	0	0	0	0	0	0	0	0	0	0
gene-LOC106792862	LOC106792862	0	0	1	0	0	0	0	0	0	0
gene-LOC106792863	LOC106792863	0	0	0	1	0	2	0	0	0	0
gene-LOC106792864	LOC106792864	0	0	0	0	0	0	0	0	0	0
