"Liostenogaster_flavolineata","Polistes_dominula"
"Lflavo2a012915","gene2311"
"Lflavo2a012916","gene2312"
"Lflavo2a012918","gene2523"
"Lflavo2a012921","gene7152"
"Lflavo2a012922","gene1507"
"Lflavo2a012924","gene1312"
"Lflavo2a012925","gene1746"
"Lflavo2a012926","gene9165"
"Lflavo2a012927","gene4102"
"Lflavo2a012928","gene1745"
"Lflavo2a012929","gene4254"
"Lflavo2a012930","gene1737"
"Lflavo2a012931","gene3951"
"Lflavo2a012933","gene1314"
"Lflavo2a012934","gene1073"
"Lflavo2a012937","gene1748"
"Lflavo2a012938","gene1735"
"Lflavo2a012939","gene4902"
"Lflavo2a012941","gene1749"
"Lflavo2a012942","gene9164"
"Lflavo2a012943","gene9706"
"Lflavo2a012944","gene9285"
"Lflavo2a012946","gene4473"
"Lflavo2a012947","gene9168"
"Lflavo2a012948","gene9170"
"Lflavo2a012949","gene1744"
"Lflavo2a012950","gene698"
"Lflavo2a012951","gene1743"
"Lflavo2a012952","gene699"
"Lflavo2a012953","gene3638"
"Lflavo2a012954","gene9849"
"Lflavo2a012956","gene4903"
"Lflavo2a012957","gene9174"
"Lflavo2a012958","gene1536"
"Lflavo2a012959","gene701"
"Lflavo2a012960","gene1739"
"Lflavo2a012961","gene697"
"Lflavo2a012962","gene696"
"Lflavo2a012963","gene2419"
"Lflavo2a012964","gene10217"
"Lflavo2a012965","gene5196"
"Lflavo2a012966","gene3594"
"Lflavo2a012967","gene1740"
"Lflavo2a012969","gene2321"
"Lflavo2a012970","gene3580"
"Lflavo2a012971","gene2903"
"Lflavo2a012972","gene5469"
"Lflavo2a012974","gene3561"
"Lflavo2a012975","gene392"
"Lflavo2a012977","gene3955"
"Lflavo2a012980","gene9701"
"Lflavo2a012981","gene695"
"Lflavo2a012983","gene1310"
"Lflavo2a012984","gene700"
"Lflavo2a012985","gene9169"
"Lflavo2a012988","gene11205"
"Lflavo2a012990","gene9702"
"Lflavo2a012991","gene5366"
"Lflavo2a012995","gene9698"
"Lflavo2a012996","gene1738"
"Lflavo2a013000","gene694"
"Lflavo2a013004","gene5364"
"Lflavo2a013005","gene9699"
"Lflavo2a013006","gene6192"
"Lflavo2a013007","gene6514"
"Lflavo2a013008","gene2418"
"Lflavo2a013009","gene7059"
"Lflavo2a013010","gene4251"
"Lflavo2a013013","gene1311"
"Lflavo2a013014","gene1538"
"Lflavo2a013016","gene9700"
"Lflavo2a013017","gene9705"
"Lflavo2a013018","gene1741"
"Lflavo2a013019","gene5365"
"Lflavo2a013020","gene4930"
"Lflavo2a013021","gene3949"
"Lflavo2a013022","gene9286"
"Lflavo2a013025","gene10442"
"Lflavo2a013026","gene5797"
"Lflavo2a013027","gene1736"
"Lflavo2a013029","gene5384"
"Lflavo2a013032","gene3560"
"Lflavo2a013034","gene7826"
"Lflavo2a013035","gene783"
"Lflavo2a013038","gene3614"
"Lflavo2a013044","gene278"
"Lflavo2a013045","gene5455"
"Lflavo2a013046","gene1598"
"Lflavo2a013047","gene5456"
"Lflavo2a013048","gene5457"
"Lflavo2a013049","gene1600"
"Lflavo2a013051","gene5458"
"Lflavo2a013052","gene1599"
"Lflavo2a013055","gene276"
"Lflavo2a013060","gene5126"
"Lflavo2a013064","gene5129"
"Lflavo2a013068","gene5127"
"Lflavo2a013069","gene5002"
"Lflavo2a013070","gene5116"
"Lflavo2a013072","gene5130"
"Lflavo2a013073","gene7871"
"Lflavo2a013075","gene5133"
"Lflavo2a013077","gene5748"
"Lflavo2a013080","gene5132"
"Lflavo2a013083","gene5131"
"Lflavo2a013085","gene9784"
"Lflavo2a013086","gene5472"
"Lflavo2a013088","gene10059"
"Lflavo2a013089","gene2590"
"Lflavo2a013092","gene2588"
"Lflavo2a013093","gene5475"
"Lflavo2a013094","gene2586"
"Lflavo2a013095","gene5476"
"Lflavo2a013096","gene2585"
"Lflavo2a013098","gene8083"
"Lflavo2a013099","gene8082"
"Lflavo2a013100","gene8084"
"Lflavo2a013102","gene5474"
"Lflavo2a013113","gene4248"
"Lflavo2a013122","gene5015"
"Lflavo2a013123","gene659"
"Lflavo2a013124","gene658"
"Lflavo2a013126","gene5018"
"Lflavo2a013127","gene8677"
"Lflavo2a013128","gene8675"
"Lflavo2a013129","gene9349"
"Lflavo2a013130","gene9288"
"Lflavo2a013131","gene6482"
"Lflavo2a013132","gene9862"
"Lflavo2a013133","gene9926"
"Lflavo2a013134","gene4345"
"Lflavo2a013137","gene9925"
"Lflavo2a013138","gene6769"
"Lflavo2a013139","gene6473"
"Lflavo2a013142","gene4348"
"Lflavo2a013143","gene9348"
"Lflavo2a013144","gene6771"
"Lflavo2a013145","gene8682"
"Lflavo2a013148","gene6480"
"Lflavo2a013149","gene4349"
"Lflavo2a013150","gene9346"
"Lflavo2a013151","gene6481"
"Lflavo2a013153","gene9928"
"Lflavo2a013154","gene6478"
"Lflavo2a013159","gene8681"
"Lflavo2a013160","gene8988"
"Lflavo2a013161","gene10910"
"Lflavo2a013166","gene6477"
"Lflavo2a013167","gene6474"
"Lflavo2a013170","gene6921"
"Lflavo2a013171","gene4346"
"Lflavo2a013176","gene9906"
"Lflavo2a013177","gene9927"
"Lflavo2a013178","gene6922"
"Lflavo2a013179","gene8680"
"Lflavo2a013180","gene6476"
"Lflavo2a013181","gene6415"
"Lflavo2a013189","gene4717"
"Lflavo2a013190","gene4718"
"Lflavo2a013191","gene4716"
"Lflavo2a013192","gene4710"
"Lflavo2a013193","gene4711"
"Lflavo2a013194","gene4713"
"Lflavo2a013197","gene4721"
"Lflavo2a013198","gene5115"
"Lflavo2a013199","gene4714"
"Lflavo2a013200","gene5114"
"Lflavo2a013201","gene5113"
"Lflavo2a013204","gene8381"
"Lflavo2a013206","gene3037"
"Lflavo2a013207","gene9808"
"Lflavo2a013208","gene10075"
"Lflavo2a013209","gene2299"
"Lflavo2a013210","gene2294"
"Lflavo2a013211","gene857"
"Lflavo2a013212","gene2297"
"Lflavo2a013213","gene1257"
"Lflavo2a013214","gene1070"
"Lflavo2a013218","gene9812"
"Lflavo2a013219","gene8382"
"Lflavo2a013220","gene4924"
"Lflavo2a013221","gene3052"
"Lflavo2a013222","gene10711"
"Lflavo2a013223","gene1757"
"Lflavo2a013224","gene1071"
"Lflavo2a013226","gene3554"
"Lflavo2a013229","gene2295"
"Lflavo2a013230","gene9811"
"Lflavo2a013231","gene2298"
"Lflavo2a013233","gene3051"
"Lflavo2a013234","gene4659"
"Lflavo2a013235","gene4660"
"Lflavo2a013237","gene8380"
"Lflavo2a013238","gene9813"
"Lflavo2a013240","gene8379"
"Lflavo2a013241","gene9809"
"Lflavo2a013242","gene3553"
"Lflavo2a013243","gene9807"
"Lflavo2a013245","gene4923"
"Lflavo2a013247","gene9810"
"Lflavo2a013250","gene3050"
"Lflavo2a013251","gene9806"
"Lflavo2a013254","gene11074"
"Lflavo2a013257","gene1491"
"Lflavo2a013260","gene1489"
"Lflavo2a013263","gene1492"
"Lflavo2a013264","gene1486"
"Lflavo2a013266","gene1487"
"Lflavo2a013267","gene1490"
"Lflavo2a013268","gene7785"
"Lflavo2a013270","gene9297"
"Lflavo2a013271","gene7363"
"Lflavo2a013274","gene140"
"Lflavo2a013275","gene7353"
"Lflavo2a013277","gene137"
"Lflavo2a013280","gene9781"
"Lflavo2a013281","gene7352"
"Lflavo2a013282","gene3281"
"Lflavo2a013283","gene4128"
"Lflavo2a013285","gene4130"
"Lflavo2a013286","gene4879"
"Lflavo2a013287","gene8342"
"Lflavo2a013289","gene7358"
"Lflavo2a013291","gene138"
"Lflavo2a013293","gene9782"
"Lflavo2a013294","gene9889"
"Lflavo2a013297","gene7360"
"Lflavo2a013298","gene8340"
"Lflavo2a013299","gene6190"
"Lflavo2a013302","gene134"
"Lflavo2a013303","gene9783"
"Lflavo2a013306","gene3276"
"Lflavo2a013308","gene9498"
"Lflavo2a013309","gene8481"
"Lflavo2a013310","gene9499"
"Lflavo2a013311","gene8341"
"Lflavo2a013312","gene3277"
"Lflavo2a013313","gene7359"
"Lflavo2a013314","gene9423"
"Lflavo2a013315","gene3280"
"Lflavo2a013316","gene4126"
"Lflavo2a013317","gene8482"
"Lflavo2a013318","gene6343"
"Lflavo2a013321","gene3967"
"Lflavo2a013322","gene7362"
"Lflavo2a013324","gene6193"
"Lflavo2a013326","gene3275"
"Lflavo2a013328","gene3274"
"Lflavo2a013329","gene7356"
"Lflavo2a013331","gene9493"
"Lflavo2a013334","gene4127"
"Lflavo2a013335","gene3282"
"Lflavo2a013336","gene7364"
"Lflavo2a013337","gene1524"
"Lflavo2a013339","gene7361"
"Lflavo2a013340","gene9497"
"Lflavo2a013342","gene8336"
"Lflavo2a013343","gene3751"
"Lflavo2a013346","gene4124"
"Lflavo2a013347","gene4122"
"Lflavo2a013352","gene9259"
"Lflavo2a013355","gene136"
"Lflavo2a013357","gene9891"
"Lflavo2a013358","gene7357"
"Lflavo2a013361","gene3278"
"Lflavo2a013365","gene2320"
"Lflavo2a013367","gene6194"
"Lflavo2a013369","gene4123"
"Lflavo2a013378","gene8966"
"Lflavo2a013379","gene3799"
"Lflavo2a013381","gene10"
"Lflavo2a013384","gene6831"
"Lflavo2a013386","gene10232"
"Lflavo2a013388","gene4983"
"Lflavo2a013389","gene5037"
"Lflavo2a013390","gene3457"
"Lflavo2a013392","gene6817"
"Lflavo2a013393","gene3272"
"Lflavo2a013394","gene12"
"Lflavo2a013395","gene1203"
"Lflavo2a013396","gene5801"
"Lflavo2a013397","gene3454"
"Lflavo2a013399","gene6197"
"Lflavo2a013400","gene4982"
"Lflavo2a013401","gene3802"
"Lflavo2a013402","gene2092"
"Lflavo2a013405","gene3798"
"Lflavo2a013406","gene10305"
"Lflavo2a013407","gene6284"
"Lflavo2a013408","gene9214"
"Lflavo2a013410","gene1202"
"Lflavo2a013411","gene2720"
"Lflavo2a013413","gene6818"
"Lflavo2a013414","gene3453"
"Lflavo2a013415","gene5581"
"Lflavo2a013417","gene3458"
"Lflavo2a013418","gene5106"
"Lflavo2a013419","gene6798"
"Lflavo2a013422","gene4979"
"Lflavo2a013423","gene6196"
"Lflavo2a013424","gene5580"
"Lflavo2a013425","gene3459"
"Lflavo2a013426","gene5800"
"Lflavo2a013427","gene5799"
"Lflavo2a013430","gene6815"
"Lflavo2a013431","gene1201"
"Lflavo2a013433","gene3456"
"Lflavo2a013435","gene6195"
"Lflavo2a013436","gene5794"
"Lflavo2a013437","gene3455"
"Lflavo2a013438","gene7667"
"Lflavo2a013441","gene8302"
"Lflavo2a013442","gene4980"
"Lflavo2a013443","gene7664"
"Lflavo2a013444","gene10561"
"Lflavo2a013445","gene10981"
"Lflavo2a013448","gene7665"
"Lflavo2a013450","gene5786"
"Lflavo2a013451","gene490"
"Lflavo2a013452","gene5626"
"Lflavo2a013453","gene9189"
"Lflavo2a013454","gene5625"
"Lflavo2a013455","gene2433"
"Lflavo2a013456","gene6203"
"Lflavo2a013457","gene5618"
"Lflavo2a013459","gene5629"
"Lflavo2a013460","gene5803"
"Lflavo2a013461","gene5623"
"Lflavo2a013463","gene5620"
"Lflavo2a013464","gene488"
"Lflavo2a013466","gene5779"
"Lflavo2a013467","gene5622"
"Lflavo2a013470","gene3765"
"Lflavo2a013471","gene5802"
"Lflavo2a013472","gene5804"
"Lflavo2a013473","gene9190"
"Lflavo2a013474","gene5784"
"Lflavo2a013475","gene5780"
"Lflavo2a013476","gene3831"
"Lflavo2a013477","gene5627"
"Lflavo2a013478","gene5782"
"Lflavo2a013479","gene5628"
"Lflavo2a013481","gene5783"
"Lflavo2a013483","gene3833"
"Lflavo2a013484","gene5806"
"Lflavo2a013485","gene5781"
"Lflavo2a013487","gene5619"
"Lflavo2a013489","gene8480"
"Lflavo2a013490","gene5805"
"Lflavo2a013494","gene170"
"Lflavo2a013496","gene186"
"Lflavo2a013497","gene3354"
"Lflavo2a013498","gene3335"
"Lflavo2a013500","gene167"
"Lflavo2a013502","gene165"
"Lflavo2a013504","gene177"
"Lflavo2a013505","gene3352"
"Lflavo2a013506","gene168"
"Lflavo2a013509","gene3339"
"Lflavo2a013511","gene3345"
"Lflavo2a013513","gene8706"
"Lflavo2a013514","gene8705"
"Lflavo2a013515","gene8687"
"Lflavo2a013517","gene178"
"Lflavo2a013518","gene173"
"Lflavo2a013520","gene190"
"Lflavo2a013521","gene5720"
"Lflavo2a013522","gene3344"
"Lflavo2a013524","gene174"
"Lflavo2a013525","gene175"
"Lflavo2a013526","gene5719"
"Lflavo2a013527","gene166"
"Lflavo2a013528","gene187"
"Lflavo2a013529","gene6739"
"Lflavo2a013530","gene169"
"Lflavo2a013531","gene3342"
"Lflavo2a013532","gene3343"
"Lflavo2a013534","gene180"
"Lflavo2a013535","gene182"
"Lflavo2a013536","gene171"
"Lflavo2a013537","gene8684"
"Lflavo2a013539","gene3336"
"Lflavo2a013540","gene5717"
"Lflavo2a013541","gene189"
"Lflavo2a013543","gene5721"
"Lflavo2a013545","gene8683"
"Lflavo2a013546","gene3353"
"Lflavo2a013547","gene179"
"Lflavo2a013548","gene6738"
"Lflavo2a013549","gene184"
"Lflavo2a013552","gene3338"
"Lflavo2a013553","gene5723"
"Lflavo2a013554","gene5712"
"Lflavo2a013556","gene181"
"Lflavo2a013557","gene3337"
"Lflavo2a013561","gene185"
"Lflavo2a013562","gene3349"
"Lflavo2a013563","gene5722"
"Lflavo2a013565","gene172"
"Lflavo2a013567","gene3347"
"Lflavo2a013570","gene6331"
"Lflavo2a013572","gene9973"
"Lflavo2a013576","gene7203"
"Lflavo2a013577","gene2668"
"Lflavo2a013579","gene676"
"Lflavo2a013580","gene5898"
"Lflavo2a013581","gene5215"
"Lflavo2a013582","gene4094"
"Lflavo2a013583","gene7267"
"Lflavo2a013587","gene6396"
"Lflavo2a013588","gene8572"
"Lflavo2a013589","gene2508"
"Lflavo2a013590","gene4089"
"Lflavo2a013593","gene389"
"Lflavo2a013594","gene10666"
"Lflavo2a013595","gene9625"
"Lflavo2a013596","gene5321"
"Lflavo2a013597","gene8589"
"Lflavo2a013598","gene4081"
"Lflavo2a013600","gene8313"
"Lflavo2a013602","gene382"
"Lflavo2a013603","gene368"
"Lflavo2a013604","gene4082"
"Lflavo2a013606","gene4342"
"Lflavo2a013607","gene2504"
"Lflavo2a013609","gene6064"
"Lflavo2a013611","gene7775"
"Lflavo2a013612","gene995"
"Lflavo2a013613","gene7204"
"Lflavo2a013615","gene7273"
"Lflavo2a013616","gene2512"
"Lflavo2a013617","gene4285"
"Lflavo2a013618","gene10155"
"Lflavo2a013621","gene8707"
"Lflavo2a013622","gene7269"
"Lflavo2a013623","gene7262"
"Lflavo2a013624","gene998"
"Lflavo2a013626","gene1484"
"Lflavo2a013627","gene5789"
"Lflavo2a013628","gene388"
"Lflavo2a013629","gene10157"
"Lflavo2a013630","gene7781"
"Lflavo2a013631","gene7668"
"Lflavo2a013633","gene2505"
"Lflavo2a013634","gene369"
"Lflavo2a013636","gene8316"
"Lflavo2a013638","gene4097"
"Lflavo2a013639","gene4074"
"Lflavo2a013640","gene9623"
"Lflavo2a013642","gene10996"
"Lflavo2a013644","gene6394"
"Lflavo2a013645","gene677"
"Lflavo2a013647","gene6062"
"Lflavo2a013648","gene2665"
"Lflavo2a013649","gene2669"
"Lflavo2a013651","gene997"
"Lflavo2a013652","gene8315"
"Lflavo2a013654","gene5223"
"Lflavo2a013655","gene6060"
"Lflavo2a013658","gene4092"
"Lflavo2a013659","gene5386"
"Lflavo2a013660","gene2710"
"Lflavo2a013661","gene364"
"Lflavo2a013662","gene5895"
"Lflavo2a013663","gene4080"
"Lflavo2a013667","gene387"
"Lflavo2a013668","gene372"
"Lflavo2a013671","gene5896"
"Lflavo2a013672","gene7263"
"Lflavo2a013673","gene3598"
"Lflavo2a013675","gene8591"
"Lflavo2a013676","gene7205"
"Lflavo2a013677","gene371"
"Lflavo2a013679","gene5980"
"Lflavo2a013680","gene8318"
"Lflavo2a013681","gene2507"
"Lflavo2a013685","gene9619"
"Lflavo2a013686","gene10667"
"Lflavo2a013689","gene2511"
"Lflavo2a013690","gene8317"
"Lflavo2a013691","gene384"
"Lflavo2a013692","gene7782"
"Lflavo2a013694","gene7272"
"Lflavo2a013696","gene5979"
"Lflavo2a013697","gene370"
"Lflavo2a013698","gene8710"
"Lflavo2a013700","gene4087"
"Lflavo2a013701","gene10156"
"Lflavo2a013703","gene390"
"Lflavo2a013704","gene4075"
"Lflavo2a013705","gene4234"
"Lflavo2a013706","gene4073"
"Lflavo2a013707","gene10159"
"Lflavo2a013709","gene6061"
"Lflavo2a013711","gene7844"
"Lflavo2a013714","gene10995"
"Lflavo2a013715","gene5891"
"Lflavo2a013717","gene2666"
"Lflavo2a013718","gene10160"
"Lflavo2a013719","gene5893"
"Lflavo2a013720","gene9664"
"Lflavo2a013721","gene5984"
"Lflavo2a013722","gene8708"
"Lflavo2a013724","gene7208"
"Lflavo2a013725","gene4472"
"Lflavo2a013726","gene2506"
"Lflavo2a013727","gene2514"
"Lflavo2a013728","gene5897"
"Lflavo2a013731","gene381"
"Lflavo2a013733","gene8514"
"Lflavo2a013734","gene4344"
"Lflavo2a013737","gene6395"
"Lflavo2a013738","gene9621"
"Lflavo2a013739","gene5983"
"Lflavo2a013741","gene3597"
"Lflavo2a013742","gene7780"
"Lflavo2a013743","gene4088"
"Lflavo2a013745","gene7778"
"Lflavo2a013746","gene8595"
"Lflavo2a013749","gene5788"
"Lflavo2a013750","gene2219"
"Lflavo2a013751","gene8513"
"Lflavo2a013752","gene6004"
"Lflavo2a013754","gene7669"
"Lflavo2a013756","gene7271"
"Lflavo2a013757","gene366"
"Lflavo2a013758","gene836"
"Lflavo2a013759","gene1106"
"Lflavo2a013761","gene8709"
"Lflavo2a013762","gene8592"
"Lflavo2a013763","gene7275"
"Lflavo2a013764","gene10887"
"Lflavo2a013770","gene4086"
"Lflavo2a013771","gene8588"
"Lflavo2a013772","gene7266"
"Lflavo2a013774","gene5385"
"Lflavo2a013775","gene7207"
"Lflavo2a013776","gene9665"
"Lflavo2a013778","gene8570"
"Lflavo2a013779","gene7202"
"Lflavo2a013780","gene4343"
"Lflavo2a013783","gene1046"
"Lflavo2a013784","gene8679"
"Lflavo2a013785","gene4096"
"Lflavo2a013786","gene8587"
"Lflavo2a013788","gene2667"
"Lflavo2a013791","gene5892"
"Lflavo2a013792","gene8305"
"Lflavo2a013794","gene380"
"Lflavo2a013795","gene4091"
"Lflavo2a013798","gene5787"
"Lflavo2a013800","gene7777"
"Lflavo2a013802","gene8586"
"Lflavo2a013803","gene10751"
"Lflavo2a013804","gene2510"
"Lflavo2a013806","gene365"
"Lflavo2a013808","gene4470"
"Lflavo2a013809","gene9666"
"Lflavo2a013810","gene996"
"Lflavo2a013813","gene7779"
"Lflavo2a013814","gene4083"
"Lflavo2a013816","gene10638"
"Lflavo2a013818","gene8314"
"Lflavo2a013821","gene7270"
"Lflavo2a013825","gene7265"
"Lflavo2a013827","gene10886"
"Lflavo2a013828","gene2513"
"Lflavo2a013830","gene5175"
"Lflavo2a013831","gene10994"
"Lflavo2a013840","gene5060"
"Lflavo2a013841","gene2623"
"Lflavo2a013842","gene5061"
"Lflavo2a013844","gene5059"
"Lflavo2a013845","gene5058"
"Lflavo2a013846","gene1626"
"Lflavo2a013847","gene1634"
"Lflavo2a013848","gene1622"
"Lflavo2a013849","gene1627"
"Lflavo2a013850","gene2473"
"Lflavo2a013851","gene2474"
"Lflavo2a013852","gene5057"
"Lflavo2a013854","gene1619"
"Lflavo2a013855","gene1630"
"Lflavo2a013856","gene2622"
"Lflavo2a013858","gene1620"
"Lflavo2a013861","gene7571"
"Lflavo2a013863","gene1621"
"Lflavo2a013864","gene1631"
"Lflavo2a013865","gene1637"
"Lflavo2a013867","gene1624"
"Lflavo2a013869","gene1632"
"Lflavo2a013870","gene1629"
"Lflavo2a013871","gene1625"
"Lflavo2a013875","gene1188"
"Lflavo2a013876","gene1189"
"Lflavo2a013877","gene1190"
"Lflavo2a013878","gene1187"
"Lflavo2a013912","gene8833"
"Lflavo2a013913","gene3902"
"Lflavo2a013915","gene8830"
"Lflavo2a013916","gene8878"
"Lflavo2a013918","gene3891"
"Lflavo2a013919","gene8832"
"Lflavo2a013921","gene1403"
"Lflavo2a013922","gene5278"
"Lflavo2a013923","gene103"
"Lflavo2a013924","gene8052"
"Lflavo2a013926","gene7410"
"Lflavo2a013927","gene3888"
"Lflavo2a013928","gene654"
"Lflavo2a013929","gene8826"
"Lflavo2a013930","gene113"
"Lflavo2a013931","gene5414"
"Lflavo2a013934","gene7907"
"Lflavo2a013935","gene9116"
"Lflavo2a013937","gene109"
"Lflavo2a013938","gene9641"
"Lflavo2a013940","gene7905"
"Lflavo2a013941","gene9609"
"Lflavo2a013943","gene9629"
"Lflavo2a013944","gene1398"
"Lflavo2a013946","gene686"
"Lflavo2a013947","gene6536"
"Lflavo2a013949","gene1721"
"Lflavo2a013950","gene5418"
"Lflavo2a013952","gene3938"
"Lflavo2a013954","gene9630"
"Lflavo2a013956","gene5279"
"Lflavo2a013957","gene5417"
"Lflavo2a013958","gene11144"
"Lflavo2a013959","gene3893"
"Lflavo2a013962","gene688"
"Lflavo2a013965","gene7901"
"Lflavo2a013966","gene1407"
"Lflavo2a013967","gene7910"
"Lflavo2a013969","gene1400"
"Lflavo2a013970","gene8831"
"Lflavo2a013972","gene115"
"Lflavo2a013973","gene1402"
"Lflavo2a013978","gene3896"
"Lflavo2a013979","gene106"
"Lflavo2a013981","gene104"
"Lflavo2a013982","gene107"
"Lflavo2a013984","gene3897"
"Lflavo2a013985","gene8055"
"Lflavo2a013987","gene110"
"Lflavo2a013989","gene3898"
"Lflavo2a013991","gene1405"
"Lflavo2a013993","gene8829"
"Lflavo2a013996","gene1446"
"Lflavo2a013997","gene3890"
"Lflavo2a013998","gene5412"
"Lflavo2a013999","gene5280"
"Lflavo2a014000","gene117"
"Lflavo2a014001","gene653"
"Lflavo2a014002","gene6550"
"Lflavo2a014003","gene3900"
"Lflavo2a014004","gene7409"
"Lflavo2a014006","gene9628"
"Lflavo2a014007","gene118"
"Lflavo2a014008","gene7903"
"Lflavo2a014011","gene1397"
"Lflavo2a014013","gene7908"
"Lflavo2a014017","gene6546"
"Lflavo2a014018","gene5410"
"Lflavo2a014021","gene108"
"Lflavo2a014022","gene9611"
"Lflavo2a014023","gene3892"
"Lflavo2a014027","gene119"
"Lflavo2a014028","gene102"
"Lflavo2a014030","gene9627"
"Lflavo2a014031","gene3895"
"Lflavo2a014032","gene1404"
"Lflavo2a014034","gene8825"
"Lflavo2a014035","gene7909"
"Lflavo2a014036","gene7911"
"Lflavo2a014037","gene11143"
"Lflavo2a014038","gene6547"
"Lflavo2a014040","gene5277"
"Lflavo2a014041","gene9626"
"Lflavo2a014042","gene1399"
"Lflavo2a014044","gene8054"
"Lflavo2a014047","gene7902"
"Lflavo2a014048","gene3899"
"Lflavo2a014049","gene9115"
"Lflavo2a014051","gene105"
"Lflavo2a014052","gene7411"
"Lflavo2a014053","gene5409"
"Lflavo2a014056","gene116"
"Lflavo2a014058","gene5411"
"Lflavo2a014060","gene1401"
"Lflavo2a014062","gene5416"
"Lflavo2a014067","gene2643"
"Lflavo2a014068","gene3513"
"Lflavo2a014069","gene6335"
"Lflavo2a014076","gene6338"
"Lflavo2a014077","gene3511"
"Lflavo2a014078","gene3510"
"Lflavo2a014081","gene5248"
"Lflavo2a014082","gene6337"
"Lflavo2a014083","gene3518"
"Lflavo2a014084","gene3514"
"Lflavo2a014085","gene3509"
"Lflavo2a014092","gene3517"
"Lflavo2a014097","gene8009"
"Lflavo2a014100","gene10859"
"Lflavo2a014101","gene1853"
"Lflavo2a014103","gene1988"
"Lflavo2a014105","gene6098"
"Lflavo2a014106","gene7962"
"Lflavo2a014108","gene7577"
"Lflavo2a014109","gene4590"
"Lflavo2a014112","gene4589"
"Lflavo2a014115","gene4528"
"Lflavo2a014116","gene4531"
"Lflavo2a014118","gene4894"
"Lflavo2a014119","gene6097"
"Lflavo2a014120","gene7578"
"Lflavo2a014121","gene4887"
"Lflavo2a014122","gene8011"
"Lflavo2a014123","gene4536"
"Lflavo2a014127","gene4530"
"Lflavo2a014128","gene4885"
"Lflavo2a014130","gene4529"
"Lflavo2a014131","gene2121"
"Lflavo2a014132","gene4586"
"Lflavo2a014133","gene1967"
"Lflavo2a014134","gene8007"
"Lflavo2a014135","gene4886"
"Lflavo2a014138","gene4533"
"Lflavo2a014139","gene8234"
"Lflavo2a014140","gene4534"
"Lflavo2a014141","gene4884"
"Lflavo2a014143","gene7575"
"Lflavo2a014144","gene10903"
"Lflavo2a014145","gene1971"
"Lflavo2a014146","gene7966"
"Lflavo2a014147","gene2120"
"Lflavo2a014149","gene1854"
"Lflavo2a014150","gene8233"
"Lflavo2a014151","gene2118"
"Lflavo2a014152","gene7579"
"Lflavo2a014153","gene4535"
"Lflavo2a014154","gene8013"
"Lflavo2a014156","gene4892"
"Lflavo2a014157","gene4532"
"Lflavo2a014158","gene1969"
"Lflavo2a014159","gene4891"
"Lflavo2a014161","gene7576"
"Lflavo2a014162","gene4588"
"Lflavo2a014163","gene8010"
"Lflavo2a014164","gene2119"
"Lflavo2a014169","gene8012"
"Lflavo2a014170","gene4591"
"Lflavo2a014171","gene4888"
"Lflavo2a014172","gene7574"
"Lflavo2a014173","gene9508"
"Lflavo2a014174","gene7580"
"Lflavo2a014175","gene4893"
"Lflavo2a014176","gene7960"
"Lflavo2a014177","gene1986"
"Lflavo2a014178","gene10904"
"Lflavo2a014179","gene2116"
"Lflavo2a014180","gene7961"
"Lflavo2a014182","gene876"
"Lflavo2a014184","gene872"
"Lflavo2a014185","gene867"
"Lflavo2a014186","gene873"
"Lflavo2a014188","gene877"
"Lflavo2a014189","gene874"
"Lflavo2a014191","gene878"
"Lflavo2a014193","gene879"
"Lflavo2a014206","gene7699"
"Lflavo2a014207","gene657"
"Lflavo2a014212","gene7701"
"Lflavo2a014213","gene5973"
"Lflavo2a014214","gene8066"
"Lflavo2a014215","gene9422"
"Lflavo2a014216","gene651"
"Lflavo2a014217","gene2854"
"Lflavo2a014218","gene8892"
"Lflavo2a014219","gene1900"
"Lflavo2a014220","gene8894"
"Lflavo2a014222","gene4617"
"Lflavo2a014223","gene10663"
"Lflavo2a014228","gene7142"
