Orthogroup	Liostenogaster_flavolineata	Drosophila_melanogaster
OG0007578	Lflavo2a010508P1	NP_001260932.1, NP_610826.1
OG0007579	Lflavo2a006094P1	NP_723549.1
OG0007580	Lflavo2a011192P1	NP_524380.1
OG0007587	Lflavo2a006486P1	NP_611232.1
OG0007589	Lflavo2a003009P1	NP_001097502.1, NP_647899.1
OG0007591	Lflavo2a002707P1	NP_649184.1, NP_730487.1
OG0007593	Lflavo2a009824P1	NP_001246496.1
OG0007594	Lflavo2a005127P1	NP_648500.1
OG0007598	Lflavo2a008476P1	NP_001138218.1, NP_001138219.1
OG0007599	Lflavo2a002781P1	NP_651731.1
OG0007605	Lflavo2a003876P1	NP_608886.1
OG0007606	Lflavo2a005407P1	NP_652380.2
OG0007607	Lflavo2a006528P1	NP_660194.1
OG0007609	Lflavo2a008281P1	NP_611229.2
OG0007612	Lflavo2a008067P1	NP_001033999.2, NP_001261681.1
OG0007614	Lflavo2a012339P1	NP_001097169.1
OG0007617	Lflavo2a006910P1	NP_651278.2
OG0007620	Lflavo2a000518P1	NP_001027262.1
OG0007621	Lflavo2a004126P1	NP_609534.1
OG0007622	Lflavo2a013395P1	NP_572236.3
OG0007628	Lflavo2a002275P1	NP_612040.1
OG0007630	Lflavo2a001585P1	NP_001286113.1, NP_652593.3
OG0007632	Lflavo2a002725P1	NP_524351.1
OG0007634	Lflavo2a010242P1	NP_610463.2
OG0007636	Lflavo2a013339P1	NP_730354.2
OG0007641	Lflavo2a005513P1	NP_001097303.2, NP_001286390.1
OG0007645	Lflavo2a010120P1	NP_650317.3
OG0007646	Lflavo2a004369P1	NP_523412.1
OG0007647	Lflavo2a010487P1	NP_611585.1
OG0007648	Lflavo2a008300P1	NP_611604.1
OG0007652	Lflavo2a008156P1	NP_001263016.2, NP_651574.1, NP_650199.1
OG0007653	Lflavo2a005919P1	NP_733077.3
OG0007657	Lflavo2a011229P1	NP_651883.1
OG0007660	Lflavo2a001940P1	NP_572323.1
OG0007661	Lflavo2a011379P1	NP_001284712.1, NP_726551.2
OG0007663	Lflavo2a006027P1	NP_731223.1
OG0007665	Lflavo2a010559P1	NP_001261752.1, NP_648564.1
OG0007666	Lflavo2a010373P1	NP_651851.1
OG0007668	Lflavo2a007625P1	NP_727348.2
OG0007669	Lflavo2a007580P1	NP_609789.1
OG0007670	Lflavo2a013299P1	NP_611646.1
OG0007671	Lflavo2a002278P1	NP_651185.1
OG0007672	Lflavo2a008493P1	NP_609237.1
OG0007673	Lflavo2a000041P1	NP_525117.2
OG0007674	Lflavo2a006271P1	NP_649557.2
OG0007676	Lflavo2a007912P1	NP_001246759.1, NP_536775.2
OG0007678	Lflavo2a007019P1	NP_647700.2
OG0007679	Lflavo2a003190P1	NP_725106.1
OG0007680	Lflavo2a006490P1	NP_651480.1
OG0007681	Lflavo2a014163P1	NP_610000.1
OG0007682	Lflavo2a004117P1	NP_647633.1
OG0007683	Lflavo2a002437P1	NP_001097784.1
OG0007684	Lflavo2a011454P1	NP_523765.1
OG0007685	Lflavo2a002451P1	NP_001097964.1
OG0007686	Lflavo2a006925P1, Lflavo2a006925P2	NP_610891.1
OG0007688	Lflavo2a010299P1	NP_569954.1
OG0007689	Lflavo2a003958P1	NP_572532.1
OG0007690	Lflavo2a011233P1	NP_651951.1
OG0007691	Lflavo2a010153P1	NP_650405.2
OG0007692	Lflavo2a012983P1	NP_651223.2
OG0007694	Lflavo2a010027P1	NP_001286703.1
OG0007701	Lflavo2a004420P1	NP_001285218.1, NP_572906.2
OG0007702	Lflavo2a002974P1	NP_651659.2
OG0007703	Lflavo2a004927P1	NP_524221.1
OG0007706	Lflavo2a000633P2, Lflavo2a000633P1	NP_650650.1
OG0007707	Lflavo2a000929P1	NP_649634.1
OG0007708	Lflavo2a000956P1	NP_731062.1
OG0007709	Lflavo2a009679P1	NP_573061.2
OG0007710	Lflavo2a003072P1	NP_609566.1
OG0007711	Lflavo2a009943P1	NP_648508.1
OG0007712	Lflavo2a009937P1	NP_610283.1
OG0007714	Lflavo2a013816P1	NP_610313.1
OG0007715	Lflavo2a006491P1	NP_651885.1
OG0007716	Lflavo2a004474P1	NP_649695.1
OG0007717	Lflavo2a012601P1	NP_523814.1
OG0007718	Lflavo2a012548P2	NP_572810.1
OG0007719	Lflavo2a012543P1	NP_001356967.1, NP_611583.1
OG0007720	Lflavo2a013535P1	NP_650975.1
OG0007722	Lflavo2a008661P1	NP_610813.3
OG0007723	Lflavo2a012174P1	NP_001036744.1, NP_001287464.1
OG0007724	Lflavo2a011339P1	NP_524002.1
OG0007725	Lflavo2a014346P1	NP_572823.1
OG0007726	Lflavo2a003145P1	NP_649699.1
OG0007727	Lflavo2a007997P1	NP_609443.1
OG0007728	Lflavo2a005580P1	NP_725114.1
OG0007731	Lflavo2a011091P1	NP_649026.1
OG0007733	Lflavo2a007747P1	NP_477138.1
OG0007734	Lflavo2a006345P1	NP_610300.1
OG0007735	Lflavo2a002894P1	NP_572882.1
OG0007736	Lflavo2a001265P1	NP_477360.2
OG0007737	Lflavo2a008871P1	NP_650738.1
OG0007738	Lflavo2a008001P1	NP_648514.1
OG0007739	Lflavo2a008767P1	NP_648144.3
OG0007742	Lflavo2a011052P1	NP_524220.1
OG0007743	Lflavo2a008103P1	NP_651457.1
OG0007744	Lflavo2a011808P1	NP_609209.2
OG0007745	Lflavo2a010152P1	NP_001097906.1
OG0007746	Lflavo2a002902P1	NP_524463.2
OG0007747	Lflavo2a012031P1	NP_001286173.1, NP_788283.1
OG0007749	Lflavo2a002252P1	NP_609596.1
OG0007750	Lflavo2a004052P1	NP_611111.1
OG0007751	Lflavo2a002388P1	NP_651066.2
OG0007752	Lflavo2a002305P1	NP_732768.1
OG0007753	Lflavo2a008086P1	NP_569898.1
OG0007754	Lflavo2a008827P1	NP_647949.1
OG0007758	Lflavo2a012069P1	NP_611840.1
OG0007760	Lflavo2a003709P1	NP_001097743.1
OG0007761	Lflavo2a001254P1	NP_650001.2
OG0007762	Lflavo2a008199P1	NP_001287600.1
OG0007763	Lflavo2a005044P1	NP_609888.2
OG0007764	Lflavo2a012393P1	NP_651660.1
OG0007766	Lflavo2a009496P1	NP_609890.2
OG0007767	Lflavo2a014179P1	NP_647677.2
OG0007770	Lflavo2a000339P1	NP_608885.1
OG0007771	Lflavo2a010909P1	NP_001246615.1, NP_728982.1
OG0007776	Lflavo2a014268P1	NP_611553.1
OG0007777	Lflavo2a001582P1	NP_610921.1
OG0007780	Lflavo2a012073P1	NP_649647.1
OG0007781	Lflavo2a006443P1	NP_723811.1
OG0007785	Lflavo2a000576P1	NP_648247.1
OG0007786	Lflavo2a011250P1	NP_608859.1
OG0007787	Lflavo2a001593P1	NP_611469.1
OG0007788	Lflavo2a005781P1	NP_476957.1
OG0007789	Lflavo2a011286P1	NP_569844.2
OG0007790	Lflavo2a012576P1	NP_572422.1
OG0007791	Lflavo2a012636P1	NP_524180.1
OG0007792	Lflavo2a011057P1	NP_647968.3
OG0007793	Lflavo2a006903P1	NP_611335.1
OG0007794	Lflavo2a004687P1	NP_610276.1
OG0007795	Lflavo2a004686P1	NP_651052.1
OG0007796	Lflavo2a005264P1	NP_610675.1
OG0007797	Lflavo2a003310P1	NP_477354.1
OG0007799	Lflavo2a003787P1	NP_610213.1
OG0007800	Lflavo2a000626P1	NP_648950.1
OG0007801	Lflavo2a008262P1	NP_649658.1
OG0007802	Lflavo2a003452P1	NP_725536.1
OG0007803	Lflavo2a000638P1	NP_477412.1
OG0007805	Lflavo2a010794P1	NP_650257.1
OG0007807	Lflavo2a006262P1	NP_612094.2
OG0007808	Lflavo2a004827P1	NP_610097.2
OG0007809	Lflavo2a006864P1	NP_001261836.1, NP_524812.1
OG0007813	Lflavo2a005211P1	NP_610724.1
OG0007814	Lflavo2a004168P1	NP_649777.1
OG0007815	Lflavo2a013993P1	NP_476948.1
OG0007816	Lflavo2a006859P1	NP_476821.1
OG0007817	Lflavo2a006961P1	NP_611176.1
OG0007818	Lflavo2a003021P1	NP_477034.1
OG0007819	Lflavo2a001811P1	NP_649849.1
OG0007820	Lflavo2a001909P1	NP_001262393.1, NP_649848.2
OG0007822	Lflavo2a013850P1	NP_648427.1
OG0007824	Lflavo2a004890P1	NP_611374.1
OG0007825	Lflavo2a001881P1	NP_524202.1
OG0007826	Lflavo2a011901P1	NP_524654.2
OG0007827	Lflavo2a011195P1	NP_476833.1
OG0007828	Lflavo2a001686P1	NP_001286256.1, NP_610525.4
OG0007829	Lflavo2a003229P1	NP_608525.1
OG0007830	Lflavo2a007096P1	NP_608575.1
OG0007832	Lflavo2a008855P1	NP_001096987.2
OG0007839	Lflavo2a007361P1	NP_001261848.1, NP_648725.2, NP_996084.1
OG0007842	Lflavo2a002706P1	NP_001286887.1, NP_995945.1
OG0007844	Lflavo2a006163P1	NP_525092.1
OG0007846	Lflavo2a005509P1	NP_523444.1
OG0007847	Lflavo2a002073P1	NP_651365.1
OG0007848	Lflavo2a013378P1	NP_609364.1
OG0007849	Lflavo2a002546P1	NP_649692.2
OG0007851	Lflavo2a001414P1	NP_610362.1
OG0007853	Lflavo2a003087P1	NP_001259881.1, NP_608617.1
OG0007854	Lflavo2a009788P1	NP_651657.1
OG0007855	Lflavo2a009808P1	NP_651458.1
OG0007857	Lflavo2a013733P1	NP_611523.3
OG0007858	Lflavo2a004288P1	NP_001036320.3
OG0007860	Lflavo2a004719P1	NP_001097616.1
OG0007861	Lflavo2a009762P1	NP_001246825.1
OG0007862	Lflavo2a006600P1	NP_001286202.1, NP_610401.1
OG0007865	Lflavo2a009985P1	NP_477473.1
OG0007867	Lflavo2a002716P1	NP_609947.1
OG0007868	Lflavo2a013806P1	NP_647979.1
OG0007870	Lflavo2a001004P1	NP_650706.1
OG0007871	Lflavo2a004757P1	NP_651070.3
OG0007876	Lflavo2a006059P1	NP_477493.2
OG0007878	Lflavo2a010575P1	NP_648210.1
OG0007880	Lflavo2a010557P1	NP_569870.1
OG0007882	Lflavo2a010558P1	NP_511069.3
OG0007883	Lflavo2a000706P1	NP_001334732.1
OG0007885	Lflavo2a007015P1	NP_611647.1
OG0007886	Lflavo2a000461P1	NP_652334.2
OG0007888	Lflavo2a010233P1, Lflavo2a010173P1	NP_611053.1
OG0007889	Lflavo2a004667P1	NP_609735.1
OG0007890	Lflavo2a009395P1	NP_648325.2
OG0007891	Lflavo2a011769P1	NP_648767.1
OG0007892	Lflavo2a003822P1	NP_648351.1
OG0007894	Lflavo2a004991P1	NP_649386.1
OG0007895	Lflavo2a007189P1	NP_001189228.1, NP_650515.1
OG0007897	Lflavo2a012860P1	NP_608544.1
OG0007898	Lflavo2a009128P1	NP_524100.1
OG0007900	Lflavo2a010658P1	NP_995949.1
OG0007902	Lflavo2a003790P1	NP_001260585.1, NP_609975.1
OG0007903	Lflavo2a004576P1	NP_725975.2
OG0007905	Lflavo2a005035P1	NP_611881.1
OG0007908	Lflavo2a000278P1	NP_001027444.1
OG0007909	Lflavo2a004250P1, Lflavo2a009677P1	NP_651245.1
OG0007910	Lflavo2a005853P1	NP_523834.1
OG0007911	Lflavo2a008816P2	NP_608648.1
OG0007912	Lflavo2a011623P1	NP_511096.2
OG0007913	Lflavo2a004290P1	NP_610786.2
OG0007914	Lflavo2a003106P1	NP_610938.1
OG0007915	Lflavo2a005854P1	NP_650264.1
OG0007916	Lflavo2a003732P1	NP_609941.2
OG0007922	Lflavo2a007216P1	NP_608895.1
OG0007923	Lflavo2a000832P1	NP_609504.2
OG0007927	Lflavo2a009531P1	NP_609037.1
OG0007928	Lflavo2a007504P1	NP_001285237.1, NP_572950.2
OG0007932	Lflavo2a008608P1	NP_609081.1
OG0007936	Lflavo2a008305P1	NP_476593.2
OG0007937	Lflavo2a005277P1	NP_572526.1
OG0007939	Lflavo2a013207P1	NP_524713.1
OG0007940	Lflavo2a008743P1	NP_001246455.1, NP_611637.1
OG0007942	Lflavo2a012923P1	NP_651511.1
OG0007943	Lflavo2a004893P1	NP_572307.1
OG0007949	Lflavo2a000396P1	NP_649626.1
OG0007950	Lflavo2a004419P1	NP_609641.1
OG0007953	Lflavo2a001063P1	NP_476608.1
OG0007954	Lflavo2a000118P1	NP_523792.2
OG0007957	Lflavo2a010390P1	NP_001027089.1
OG0007958	Lflavo2a002867P1	NP_649009.1
OG0007960	Lflavo2a001230P1	NP_001286618.1, NP_611437.2
OG0007962	Lflavo2a013605P1	NP_648748.1
OG0007964	Lflavo2a012083P1	NP_572638.1
OG0007966	Lflavo2a009009P1	NP_608727.1
OG0007968	Lflavo2a002192P1	NP_477145.1
OG0007971	Lflavo2a003825P1	NP_001285754.1, NP_609230.2, NP_995660.2
OG0007972	Lflavo2a001581P1	NP_610270.1
OG0007973	Lflavo2a005321P1	NP_001260558.1, NP_609938.1
OG0007976	Lflavo2a000371P1	NP_652189.1
OG0007977	Lflavo2a000943P1	NP_648911.1
OG0007978	Lflavo2a005071P1	NP_611187.1
OG0007979	Lflavo2a005088P1	NP_648520.1
OG0007980	Lflavo2a002434P1	NP_649760.1
OG0007981	Lflavo2a003211P2	NP_730427.1
OG0007984	Lflavo2a007234P1	NP_650895.1
OG0007985	Lflavo2a004825P1	NP_610687.1
OG0007986	Lflavo2a005330P1	NP_523420.1
OG0007987	Lflavo2a010188P1	NP_610279.3
OG0007988	Lflavo2a003178P1	NP_649461.2
OG0007990	Lflavo2a001523P1	NP_611895.1
OG0007992	Lflavo2a006688P1	NP_476691.1
OG0007995	Lflavo2a008717P1	NP_001137876.1
OG0007996	Lflavo2a011161P1	NP_649939.1
OG0008000	Lflavo2a010782P1	NP_523422.4
OG0008002	Lflavo2a008225P1	NP_650016.1
OG0008003	Lflavo2a010789P1	NP_608523.1
OG0008004	Lflavo2a010238P1	NP_649971.1
OG0008005	Lflavo2a012856P1	NP_649523.1
OG0008006	Lflavo2a002723P1	NP_001262899.1, NP_651207.1
OG0008009	Lflavo2a001987P1	NP_648841.1
OG0008010	Lflavo2a014005P1	NP_001303469.1, NP_649763.1
OG0008014	Lflavo2a013959P1	NP_648625.1
OG0008018	Lflavo2a002090P1	NP_001262535.1, NP_731803.1
OG0008019	Lflavo2a005214P2	NP_650208.1
OG0008020	Lflavo2a000475P1	NP_001027263.1
OG0008023	Lflavo2a009119P1	NP_573066.1
OG0008025	Lflavo2a009250P1	NP_610400.1
OG0008026	Lflavo2a005144P1	NP_611467.1
OG0008027	Lflavo2a009222P1	NP_611708.2
OG0008032	Lflavo2a012716P1	NP_609038.1
OG0008033	Lflavo2a003695P1	NP_650000.1
OG0008035	Lflavo2a004852P2	NP_647852.1
OG0008037	Lflavo2a006659P1	NP_524894.1
OG0008038	Lflavo2a006779P1	NP_524157.2, NP_730390.1, NP_788527.1
OG0008041	Lflavo2a007930P1	NP_650961.2
OG0008042	Lflavo2a006801P2	NP_723735.2, NP_723736.2
OG0008049	Lflavo2a011531P1	NP_573018.1, NP_573019.1
OG0008050	Lflavo2a008949P1	NP_730506.1
OG0008051	Lflavo2a004971P1	NP_731905.1
OG0008052	Lflavo2a013923P1	NP_648894.2
OG0008053	Lflavo2a004047P1	NP_476901.1
OG0008056	Lflavo2a011122P1	NP_001285098.1, NP_572663.1
OG0008058	Lflavo2a002511P1	NP_611168.2
OG0008059	Lflavo2a000035P1	NP_611145.1, NP_001334723.1, NP_001334724.1
OG0008061	Lflavo2a006976P1	NP_573302.1
OG0008063	Lflavo2a002634P1	NP_523657.1
OG0008066	Lflavo2a006664P1, Lflavo2a006664P2	NP_648781.1
OG0008068	Lflavo2a003380P1	NP_572710.1
OG0008070	Lflavo2a007304P1	NP_651291.1
OG0008071	Lflavo2a010940P1	NP_477347.1
OG0008072	Lflavo2a000479P1	NP_001261254.1, NP_612105.1
OG0008073	Lflavo2a012148P1	NP_476617.1
OG0008074	Lflavo2a013664P1	NP_511124.1
OG0008075	Lflavo2a009791P1	NP_652031.2
OG0008077	Lflavo2a009554P1	NP_609946.1
OG0008079	Lflavo2a010869P1	NP_001261219.1, NP_612052.1
OG0008080	Lflavo2a012496P1	NP_612047.1
OG0008082	Lflavo2a010883P1	NP_524830.2
OG0008084	Lflavo2a011558P1	NP_611121.1
OG0008087	Lflavo2a003589P1	NP_650865.1
OG0008089	Lflavo2a011187P1	NP_649089.2
OG0008094	Lflavo2a003903P1	NP_724335.2
OG0008095	Lflavo2a007331P1	NP_569916.1
OG0008096	Lflavo2a000922P1	NP_610292.2
OG0008097	Lflavo2a006060P1	NP_650690.1
OG0008099	Lflavo2a003133P1	NP_001015505.5
OG0008100	Lflavo2a005899P1	NP_610188.2
OG0008101	Lflavo2a008099P1	NP_524538.2
OG0008102	Lflavo2a013771P1	NP_611264.2
OG0008107	Lflavo2a006831P1	NP_651514.1
OG0008108	Lflavo2a013582P1	NP_611101.1
OG0008109	Lflavo2a005535P1	NP_511106.1
OG0008110	Lflavo2a004820P1	NP_476594.1
OG0008111	Lflavo2a008146P1	NP_001246400.1, NP_611231.1
OG0008113	Lflavo2a013783P1	NP_511117.1
OG0008114	Lflavo2a004970P1	NP_611300.2
OG0008117	Lflavo2a003526P1	NP_650728.1
OG0008120	Lflavo2a010702P1	NP_609877.2
OG0008123	Lflavo2a014021P1	NP_647784.1
OG0008124	Lflavo2a003023P1	NP_650055.1
OG0008125	Lflavo2a008653P1	NP_523528.1
OG0008126	Lflavo2a011357P1	NP_611961.1
OG0008127	Lflavo2a011913P1	NP_651538.1
OG0008129	Lflavo2a010879P1	NP_723378.2
OG0008130	Lflavo2a004452P1	NP_647745.1
OG0008131	Lflavo2a012927P2	NP_659573.1
OG0008132	Lflavo2a002498P1	NP_609949.1
OG0008133	Lflavo2a013978P1	NP_611078.1
OG0008134	Lflavo2a002842P1	NP_652605.1
OG0008136	Lflavo2a001267P1	NP_651272.1
OG0008138	Lflavo2a008349P1	NP_477318.1
OG0008139	Lflavo2a008738P1	NP_609219.1
OG0008140	Lflavo2a006254P1	NP_651363.1
OG0008141	Lflavo2a009640P1	NP_610676.2
OG0008142	Lflavo2a008669P1	NP_609186.1
OG0008144	Lflavo2a007927P1	NP_726243.1
OG0008145	Lflavo2a007458P1	NP_649840.1
OG0008146	Lflavo2a005567P1	NP_524464.1
OG0008147	Lflavo2a007533P1	NP_524358.2
OG0008148	Lflavo2a011564P1	NP_001259914.1, NP_608654.1
OG0008149	Lflavo2a009903P1	NP_523478.1
OG0008150	Lflavo2a003350P1	NP_523813.1
OG0008151	Lflavo2a009413P1	NP_612003.1
OG0008152	Lflavo2a012916P1	NP_524120.1
OG0008153	Lflavo2a008018P1	NP_001015316.1
OG0008154	Lflavo2a012407P1	NP_610805.1
OG0008155	Lflavo2a013848P1	NP_523917.2
OG0008156	Lflavo2a012116P1	NP_652608.1
OG0008157	Lflavo2a013500P1	NP_650673.1
OG0008158	Lflavo2a003129P1	NP_651085.2
OG0008159	Lflavo2a004567P1	NP_648211.1
OG0008160	Lflavo2a001668P1	NP_609965.1
OG0008161	Lflavo2a006796P1	NP_611163.2
OG0008162	Lflavo2a000623P1	NP_649069.2
OG0008163	Lflavo2a007411P1	NP_524310.1
OG0008164	Lflavo2a002698P1	NP_001097638.1
OG0008165	Lflavo2a014177P1	NP_524328.1
OG0008166	Lflavo2a002816P1	NP_572524.1
OG0008167	Lflavo2a011788P1	NP_649520.1
OG0008168	Lflavo2a005091P1	NP_572170.1
OG0008169	Lflavo2a005366P1	NP_649788.2
OG0008170	Lflavo2a010577P1	NP_609205.1
OG0008171	Lflavo2a005960P1	NP_570080.1
OG0008172	Lflavo2a011321P1	NP_524051.1
OG0008173	Lflavo2a010895P1	NP_477464.1
OG0008174	Lflavo2a009892P1	NP_651892.1
OG0008176	Lflavo2a012980P1	NP_647716.1
OG0008177	Lflavo2a011936P1	NP_572475.1
OG0008178	Lflavo2a012023P1	NP_610912.2
OG0008179	Lflavo2a010638P1	NP_523374.2
OG0008180	Lflavo2a010388P1	NP_649476.1
OG0008181	Lflavo2a010454P1	NP_524757.1
OG0008182	Lflavo2a008860P1	NP_523419.1
OG0008183	Lflavo2a003535P1	NP_609557.1
OG0008184	Lflavo2a012474P1	NP_609040.1
OG0008185	Lflavo2a010466P1	NP_649240.1
OG0008186	Lflavo2a014287P1	NP_570020.1
OG0008187	Lflavo2a009424P1	NP_651281.1
OG0008188	Lflavo2a013148P1	NP_511058.1
OG0008189	Lflavo2a012669P1	NP_476601.1
OG0008190	Lflavo2a002709P1	NP_650586.2
OG0008191	Lflavo2a002711P1	NP_650470.1
OG0008192	Lflavo2a011722P1	NP_524910.1
OG0008193	Lflavo2a012941P1	NP_572759.1
OG0008195	Lflavo2a005544P1	NP_612060.2
OG0008196	Lflavo2a011863P1	NP_608497.1
OG0008197	Lflavo2a011884P1	NP_650955.1
OG0008199	Lflavo2a008098P1	NP_650917.1
OG0008202	Lflavo2a001603P1	NP_650198.1
OG0008203	Lflavo2a013937P1	NP_650777.1
OG0008204	Lflavo2a004673P1	NP_648582.1
OG0008205	Lflavo2a012861P1	NP_650284.2
OG0008206	Lflavo2a007185P1, Lflavo2a007185P2	NP_650686.1
OG0008207	Lflavo2a006174P1	NP_732721.1
OG0008209	Lflavo2a012109P1	NP_648241.1
OG0008210	Lflavo2a002295P1	NP_570023.1
OG0008211	Lflavo2a012817P1	NP_649826.3
OG0008212	Lflavo2a004296P1	NP_609711.1
OG0008213	Lflavo2a010898P2	NP_608489.2
OG0008214	Lflavo2a009980P1	NP_609378.1
OG0008215	Lflavo2a011942P1	NP_536733.1
OG0008217	Lflavo2a007430P1	NP_647775.1
OG0008218	Lflavo2a002038P1	NP_001027215.1
OG0008219	Lflavo2a013757P1	NP_649440.3
OG0008220	Lflavo2a007895P1	NP_611636.1
OG0008221	Lflavo2a010406P1	NP_524115.1
OG0008222	Lflavo2a004394P1	NP_523397.1
OG0008223	Lflavo2a005508P1	NP_610454.2
OG0008224	Lflavo2a003513P1	NP_648581.1
OG0008225	Lflavo2a002085P1	NP_477014.1
OG0008226	Lflavo2a012176P1	NP_651335.2
OG0008227	Lflavo2a007316P1	NP_610462.3
OG0008228	Lflavo2a007201P1	NP_611946.2
OG0008229	Lflavo2a012797P1	NP_611351.1
OG0008230	Lflavo2a007256P1	NP_651226.1
OG0008231	Lflavo2a003281P1	NP_612086.1
OG0008232	Lflavo2a012086P1	NP_651601.1
OG0008233	Lflavo2a011659P1	NP_650459.1
OG0008234	Lflavo2a009253P1	NP_610090.1
OG0008235	Lflavo2a006074P1	NP_524551.2
OG0008236	Lflavo2a005045P1	NP_476866.1
OG0008237	Lflavo2a009748P1	NP_476573.1
OG0008238	Lflavo2a010919P1	NP_608635.1
OG0008241	Lflavo2a000091P1	NP_651978.2
OG0008242	Lflavo2a008358P1	NP_609402.1
OG0008243	Lflavo2a005991P1	NP_524185.1
OG0008244	Lflavo2a002071P1	NP_652039.2
OG0008245	Lflavo2a001135P1, Lflavo2a001135P2	NP_648111.1
OG0008246	Lflavo2a003729P1	NP_524452.4
OG0008248	Lflavo2a006367P1	NP_611531.2
OG0008249	Lflavo2a005889P1	NP_652046.1
OG0008250	Lflavo2a010179P1	NP_608868.1
OG0008251	Lflavo2a006742P1	NP_572332.1
OG0008252	Lflavo2a008267P1	NP_648312.3
OG0008253	Lflavo2a004067P1	NP_609490.1
OG0008255	Lflavo2a008926P1	NP_649926.2
OG0008256	Lflavo2a002554P1	NP_610183.1
OG0008258	Lflavo2a004366P1	NP_647960.1
OG0008259	Lflavo2a006530P1	NP_569993.1
OG0008260	Lflavo2a010640P1	NP_610600.1
OG0008261	Lflavo2a010787P1	NP_648409.1
OG0008263	Lflavo2a009460P1	NP_610798.1
OG0008264	Lflavo2a005504P1	NP_788448.1, NP_788449.1
OG0008265	Lflavo2a012766P1	NP_524044.1
OG0008266	Lflavo2a008313P1	NP_611092.2
OG0008267	Lflavo2a010606P1	NP_569952.2
OG0008268	Lflavo2a011460P1	NP_611223.4
OG0008271	Lflavo2a014171P1	NP_572815.3
OG0008272	Lflavo2a010999P1	NP_524606.1
OG0008273	Lflavo2a006515P1	NP_001097477.1, NP_647675.3
OG0008274	Lflavo2a005027P1	NP_647768.3
OG0008275	Lflavo2a002008P1	NP_650672.1
OG0008276	Lflavo2a005129P1	NP_609109.3
OG0008277	Lflavo2a011340P1	NP_609999.2
OG0008279	Lflavo2a007274P1	NP_511074.1
OG0008280	Lflavo2a005281P1	NP_649565.1
OG0008281	Lflavo2a014257P1	NP_612028.4
OG0008282	Lflavo2a008054P1	NP_608957.1
OG0008284	Lflavo2a012311P1	NP_611243.1
OG0008285	Lflavo2a003654P1	NP_610591.1
OG0008286	Lflavo2a011725P1	NP_650775.2
OG0008287	Lflavo2a003644P1	NP_649412.1
OG0008288	Lflavo2a005852P1	NP_523598.2
OG0008289	Lflavo2a011961P1	NP_650553.1
OG0008290	Lflavo2a009220P1	NP_608531.1
OG0008291	Lflavo2a004918P1	NP_649645.1
OG0008294	Lflavo2a007030P1	NP_524467.1
OG0008295	Lflavo2a005559P1	NP_523805.1
OG0008296	Lflavo2a007765P1	NP_001303312.1, NP_477411.1
OG0008297	Lflavo2a012392P1	NP_650760.1
OG0008298	Lflavo2a001073P1	NP_725084.2
OG0008299	Lflavo2a005916P1	NP_610111.3
OG0008301	Lflavo2a009792P1	NP_648201.1
OG0008302	Lflavo2a006514P1	NP_610837.1
OG0008303	Lflavo2a008898P1	NP_609503.2
OG0008304	Lflavo2a000336P1	NP_650076.1
OG0008305	Lflavo2a014314P1	NP_651757.1
OG0008306	Lflavo2a008545P1	NP_610078.2
OG0008307	Lflavo2a012093P1	NP_649969.1
OG0008308	Lflavo2a006241P1	NP_001260630.1, NP_610037.1
OG0008309	Lflavo2a005748P1	NP_477468.1
OG0008310	Lflavo2a002178P1	NP_649541.1
OG0008312	Lflavo2a007420P1	NP_610666.1
OG0008313	Lflavo2a000570P1	NP_730996.2
OG0008314	Lflavo2a001463P1	NP_573232.1
OG0008315	Lflavo2a007985P1	NP_610057.1
OG0008316	Lflavo2a008120P1	NP_611224.1
OG0008317	Lflavo2a009784P1	NP_649560.1
OG0008318	Lflavo2a008387P1	NP_001260247.1, NP_609220.1
OG0008319	Lflavo2a006550P1	NP_610418.1
OG0008320	Lflavo2a004486P1	NP_524331.2
OG0008321	Lflavo2a006255P1	NP_651320.1
OG0008322	Lflavo2a006162P1	NP_649025.1
OG0008324	Lflavo2a006388P1	NP_609444.1
OG0008325	Lflavo2a005288P1	NP_648769.2
OG0008326	Lflavo2a007267P1	NP_524416.1
OG0008327	Lflavo2a004488P1	NP_647865.2
OG0008328	Lflavo2a007463P1	NP_523915.1
OG0008329	Lflavo2a010260P1	NP_524103.2
OG0008330	Lflavo2a000324P1	NP_996018.2
OG0008331	Lflavo2a011387P1	NP_648848.1
OG0008333	Lflavo2a007477P1	NP_609836.1
OG0008334	Lflavo2a004554P1	NP_612045.1
OG0008335	Lflavo2a005903P1	NP_651319.2
OG0008336	Lflavo2a008770P1	NP_477454.1
OG0008337	Lflavo2a011963P1	NP_001261261.1, NP_647619.1
OG0008338	Lflavo2a009302P1, Lflavo2a012684P1	NP_477118.1
OG0008340	Lflavo2a008333P1	NP_572656.1
OG0008341	Lflavo2a009712P1	NP_001163347.1
OG0008342	Lflavo2a007962P1, Lflavo2a007962P2	NP_511080.2
OG0008343	Lflavo2a002850P1	NP_649527.1
OG0008344	Lflavo2a011487P1	NP_650067.1
OG0008345	Lflavo2a002529P1	NP_650179.1
OG0008346	Lflavo2a001561P1	NP_649158.1
OG0008347	Lflavo2a013471P1	NP_608637.1
OG0008348	Lflavo2a010196P1	NP_523893.1
OG0008349	Lflavo2a012312P1	NP_523720.2
OG0008351	Lflavo2a002802P1	NP_523831.1
OG0008352	Lflavo2a005242P1	NP_610314.1
