Orthogroup	Liostenogaster_flavolineata	Polistes_dominula
OG0005392	Lflavo2a002069P1, Lflavo2a002069P2	lcl|NW_015149035.1_prot_XP_015182701.1_14432
OG0005393	Lflavo2a010536P1	lcl|NW_015148991.1_prot_XP_015175239.1_7644
OG0005394	Lflavo2a014235P1	lcl|NW_015149027.1_prot_XP_015182048.1_13800
OG0005395	Lflavo2a014255P1	lcl|NW_015149027.1_prot_XP_015182001.1_13801
OG0005396	Lflavo2a014274P1	lcl|NW_015149027.1_prot_XP_015182038.1_13791
OG0005397	Lflavo2a004961P1	lcl|NW_015149015.1_prot_XP_015180200.1_11999
OG0005398	Lflavo2a002109P1	lcl|NW_015149096.1_prot_XP_015187462.1_18635
OG0005400	Lflavo2a006933P1	lcl|NW_015149025.1_prot_XP_015181751.1_13513
OG0005402	Lflavo2a005934P1	lcl|NW_015148976.1_prot_XP_015191632.1_3770
OG0005403	Lflavo2a011731P1	lcl|NW_015148998.1_prot_XP_015176413.1_8866
OG0005404	Lflavo2a011743P1	lcl|NW_015148998.1_prot_XP_015176403.1_8856, lcl|NW_015148998.1_prot_XP_015176404.1_8857
OG0005405	Lflavo2a007191P1, Lflavo2a007191P3	lcl|NW_015149039.1_prot_XP_015183257.1_14844, lcl|NW_015149039.1_prot_XP_015183258.1_14845
OG0005406	Lflavo2a007433P1	lcl|NW_015149024.1_prot_XP_015181548.1_13330
OG0005407	Lflavo2a000216P1	lcl|NW_015148984.1_prot_XP_015173332.1_5838
OG0005408	Lflavo2a008623P1	lcl|NW_015149095.1_prot_XP_015187416.1_18602
OG0005409	Lflavo2a013312P1	lcl|NW_015148987.1_prot_XP_015173895.1_6490
OG0005410	Lflavo2a000391P1	lcl|NW_015149073.1_prot_XP_015186057.1_17386
OG0005411	Lflavo2a014244P1, Lflavo2a014244P2	lcl|NW_015148970.1_prot_XP_015190684.1_55, lcl|NW_015148970.1_prot_XP_015190674.1_56
OG0005412	Lflavo2a000987P1	lcl|NW_015148981.1_prot_XP_015172582.1_5273, lcl|NW_015148981.1_prot_XP_015172583.1_5274
OG0005413	Lflavo2a012003P1	lcl|NW_015149057.1_prot_XP_015184938.1_16320
OG0005414	Lflavo2a005705P1	lcl|NW_015149057.1_prot_XP_015184941.1_16367
OG0005415	Lflavo2a004070P1	lcl|NW_015149006.1_prot_XP_015177983.1_10049
OG0005416	Lflavo2a009562P1	lcl|NW_015149017.1_prot_XP_015180558.1_12505
OG0005417	Lflavo2a006591P1	lcl|NW_015148982.1_prot_XP_015172847.1_5462
OG0005418	Lflavo2a001231P1	lcl|NW_015149011.1_prot_XP_015179270.1_11257
OG0005420	Lflavo2a000522P1	lcl|NW_015148973.1_prot_XP_015188860.1_2598, lcl|NW_015148973.1_prot_XP_015188870.1_2599
OG0005421	Lflavo2a008881P1	lcl|NW_015148990.1_prot_XP_015174792.1_7266
OG0005422	Lflavo2a011653P1, Lflavo2a011682P1	lcl|NW_015148971.1_prot_XP_015176886.1_1177
OG0005423	Lflavo2a010602P1	lcl|NW_015149023.1_prot_XP_015181372.1_13188
OG0005424	Lflavo2a012851P1	lcl|NW_015149004.1_prot_XP_015177649.1_9779, lcl|NW_015149004.1_prot_XP_015177650.1_9780
OG0005425	Lflavo2a013443P1	lcl|NW_015149038.1_prot_XP_015183016.1_14649
OG0005426	Lflavo2a007455P1	lcl|NW_015149035.1_prot_XP_015182711.1_14443
OG0005427	Lflavo2a010317P1	lcl|NW_015149064.1_prot_XP_015185473.1_16839
OG0005428	Lflavo2a000604P1	lcl|NW_015148999.1_prot_XP_015176809.1_8927, lcl|NW_015148999.1_prot_XP_015176810.1_8928
OG0005429	Lflavo2a010385P1	lcl|NW_015148975.1_prot_XP_015191262.1_3089
OG0005430	Lflavo2a014185P1	lcl|NW_015148972.1_prot_XP_015186419.1_1606, lcl|NW_015148972.1_prot_XP_015186427.1_1607
OG0005431	Lflavo2a005756P1	lcl|NW_015148987.1_prot_XP_015174025.1_6456
OG0005432	Lflavo2a003938P3, Lflavo2a003938P1, Lflavo2a003938P2	lcl|NW_015148974.1_prot_XP_015190636.1_2726, lcl|NW_015148974.1_prot_XP_015190637.1_2727
OG0005433	Lflavo2a011021P1	lcl|NW_015148999.1_prot_XP_015176615.1_8976
OG0005434	Lflavo2a002727P1	lcl|NW_015149054.1_prot_XP_015184671.1_16100, lcl|NW_015149054.1_prot_XP_015184668.1_16101, lcl|NW_015149054.1_prot_XP_015184669.1_16102
OG0005435	Lflavo2a006118P1, Lflavo2a006118P2	lcl|NW_015148975.1_prot_XP_015191023.1_3058
OG0005436	Lflavo2a007184P1, Lflavo2a007184P2	lcl|NW_015149039.1_prot_XP_015183259.1_14846
OG0005437	Lflavo2a004859P1	lcl|NW_015149012.1_prot_XP_015179422.1_11306, lcl|NW_015149012.1_prot_XP_015179421.1_11307
OG0005438	Lflavo2a004460P1	lcl|NW_015149081.1_prot_XP_015186561.1_17865, lcl|NW_015149081.1_prot_XP_015186560.1_17866
OG0005440	Lflavo2a003037P1	lcl|NW_015149008.1_prot_XP_015178502.1_10472
OG0005441	Lflavo2a014000P1	lcl|NW_015148970.1_prot_XP_015171409.1_246
OG0005442	Lflavo2a000723P1	lcl|NW_015149001.1_prot_XP_015177169.1_9397
OG0005444	Lflavo2a003243P1	lcl|NW_015148991.1_prot_XP_015175135.1_7620
OG0005445	Lflavo2a000369P1	lcl|NW_015148997.1_prot_XP_015176241.1_8621
OG0005446	Lflavo2a000352P1	lcl|NW_015149095.1_prot_XP_015187386.1_18555
OG0005447	Lflavo2a003025P1	lcl|NW_015149012.1_prot_XP_015179475.1_11394
OG0005448	Lflavo2a009574P1	lcl|NW_015148990.1_prot_XP_015174694.1_7311, lcl|NW_015148990.1_prot_XP_015174695.1_7312
OG0005449	Lflavo2a008290P1	lcl|NW_015149075.1_prot_XP_015186248.1_17556, lcl|NW_015149075.1_prot_XP_015186247.1_17557
OG0005451	Lflavo2a013972P1	lcl|NW_015148970.1_prot_XP_015172220.1_244
OG0005452	Lflavo2a010099P1	lcl|NW_015149100.1_prot_XP_015187697.1_18820
OG0005453	Lflavo2a014279P1	lcl|NW_015148977.1_prot_XP_015171224.1_4155
OG0005454	Lflavo2a012404P2	lcl|NW_015149029.1_prot_XP_015182193.1_13912
OG0005455	Lflavo2a004968P1	lcl|NW_015149050.1_prot_XP_015184300.1_15793
OG0005456	Lflavo2a002927P1	lcl|NW_015149066.1_prot_XP_015185564.1_16914
OG0005457	Lflavo2a012953P1	lcl|NW_015148990.1_prot_XP_015174661.1_7240
OG0005459	Lflavo2a012131P1	lcl|NW_015149035.1_prot_XP_015182689.1_14369, lcl|NW_015149035.1_prot_XP_015182690.1_14370
OG0005460	Lflavo2a007629P1	lcl|NW_015149110.1_prot_XP_015187961.1_19053
OG0005461	Lflavo2a008590P1	lcl|NW_015148974.1_prot_XP_015190676.1_2961
OG0005462	Lflavo2a011234P1, Lflavo2a011234P2	lcl|NW_015148992.1_prot_XP_015175293.1_7703, lcl|NW_015148992.1_prot_XP_015175292.1_7704
OG0005463	Lflavo2a014348P1, Lflavo2a014348P2	lcl|NW_015149034.1_prot_XP_015182620.1_14258
OG0005464	Lflavo2a007576P1	lcl|NW_015148971.1_prot_XP_015179754.1_1053
OG0005465	Lflavo2a003159P1	lcl|NW_015148982.1_prot_XP_015173012.1_5546
OG0005466	Lflavo2a003244P1, Lflavo2a003244P2	lcl|NW_015149030.1_prot_XP_015182261.1_13971
OG0005467	Lflavo2a003239P1	lcl|NW_015149030.1_prot_XP_015182238.1_13968, lcl|NW_015149030.1_prot_XP_015182237.1_13969
OG0005468	Lflavo2a005470P1	lcl|NW_015149185.1_prot_XP_015189450.1_20426, lcl|NW_015149185.1_prot_XP_015189451.1_20427
OG0005469	Lflavo2a007981P1	lcl|NW_015149007.1_prot_XP_015178066.1_10234
OG0005471	Lflavo2a009932P1	lcl|NW_015149075.1_prot_XP_015186328.1_17512
OG0005472	Lflavo2a012813P1	lcl|NW_015149110.1_prot_XP_015187920.1_19091
OG0005473	Lflavo2a008234P1	lcl|NW_015148988.1_prot_XP_015174416.1_6810
OG0005474	Lflavo2a008197P1	lcl|NW_015148988.1_prot_XP_015174418.1_6811, lcl|NW_015148988.1_prot_XP_015174419.1_6812
OG0005475	Lflavo2a008042P4, Lflavo2a008042P2, Lflavo2a008042P1, Lflavo2a008042P3	lcl|NW_015149036.1_prot_XP_015182886.1_14454
OG0005476	Lflavo2a013072P1	lcl|NW_015149005.1_prot_XP_015177699.1_10007, lcl|NW_015149005.1_prot_XP_015177698.1_10008
OG0005477	Lflavo2a013083P1	lcl|NW_015149005.1_prot_XP_015177889.1_10009, lcl|NW_015149005.1_prot_XP_015177888.1_10010
OG0005478	Lflavo2a006182P1	lcl|NW_015149005.1_prot_XP_015177806.1_10024
OG0005479	Lflavo2a006011P1	lcl|NW_015149041.1_prot_XP_015183450.1_15049
OG0005479	Lflavo2a013070P1	lcl|NW_015149005.1_prot_XP_015177713.1_9989
OG0005480	Lflavo2a012758P1	lcl|NW_015149068.1_prot_XP_015185768.1_17093, lcl|NW_015149068.1_prot_XP_015185769.1_17094
OG0005481	Lflavo2a008084P1	lcl|NW_015148970.1_prot_XP_015190867.1_406
OG0005482	Lflavo2a000886P1	lcl|NW_015148972.1_prot_XP_015187312.1_1571
OG0005483	Lflavo2a000900P1	lcl|NW_015148972.1_prot_XP_015187331.1_1572, lcl|NW_015148972.1_prot_XP_015187324.1_1573
OG0005484	Lflavo2a000927P1	lcl|NW_015148972.1_prot_XP_015181889.1_1548
OG0005485	Lflavo2a012320P1	lcl|NW_015149070.1_prot_XP_015185917.1_17256
OG0005486	Lflavo2a006527P1	lcl|NW_015148980.1_prot_XP_015172510.1_4950
OG0005488	Lflavo2a009195P1	lcl|NW_015148979.1_prot_XP_015172073.1_4816
OG0005490	Lflavo2a011793P1	lcl|NW_015149115.1_prot_XP_015188168.1_19279
OG0005491	Lflavo2a004481P1	lcl|NW_015149002.1_prot_XP_015177405.1_9520, lcl|NW_015149002.1_prot_XP_015177406.1_9521
OG0005492	Lflavo2a009618P1	lcl|NW_015148984.1_prot_XP_015173289.1_5862, lcl|NW_015148984.1_prot_XP_015173287.1_5860, lcl|NW_015148984.1_prot_XP_015173288.1_5861
OG0005493	Lflavo2a004430P1	lcl|NW_015148973.1_prot_XP_015190305.1_2103
OG0005494	Lflavo2a009482P1	lcl|NW_015149056.1_prot_XP_015184869.1_16311
OG0005495	Lflavo2a004281P1	lcl|NW_015149044.1_prot_XP_015183656.1_15330
OG0005496	Lflavo2a003692P1	lcl|NW_015149011.1_prot_XP_015179193.1_11143
OG0005497	Lflavo2a007214P1	lcl|NW_015149015.1_prot_XP_015180009.1_12121
OG0005498	Lflavo2a012022P1	lcl|NW_015149017.1_prot_XP_015180610.1_12412, lcl|NW_015149017.1_prot_XP_015180609.1_12413, lcl|NW_015149017.1_prot_XP_015180611.1_12414
OG0005499	Lflavo2a005951P1	lcl|NW_015148988.1_prot_XP_015174372.1_6793, lcl|NW_015148988.1_prot_XP_015174373.1_6794
OG0005500	Lflavo2a002818P1	lcl|NW_015149058.1_prot_XP_015184979.1_16434, lcl|NW_015149058.1_prot_XP_015184980.1_16435
OG0005501	Lflavo2a001955P1	lcl|NW_015149171.1_prot_XP_015189369.1_20342
OG0005502	Lflavo2a013515P1	lcl|NW_015149058.1_prot_XP_015184986.1_16456, lcl|NW_015149058.1_prot_XP_015184987.1_16457
OG0005503	Lflavo2a005399P1	lcl|NW_015149007.1_prot_XP_015178263.1_10260
OG0005504	Lflavo2a005621P1	lcl|NW_015149007.1_prot_XP_015178151.1_10251
OG0005505	Lflavo2a002392P1, Lflavo2a002347P1	lcl|NW_015149077.1_prot_XP_015186353.1_17641
OG0005506	Lflavo2a013051P1	lcl|NW_015149008.1_prot_XP_015178358.1_10622, lcl|NW_015149008.1_prot_XP_015178359.1_10623, lcl|NW_015149008.1_prot_XP_015178360.1_10624
OG0005507	Lflavo2a010671P1	lcl|NW_015149054.1_prot_XP_015184666.1_16081
OG0005508	Lflavo2a004154P1, Lflavo2a004154P2	lcl|NW_015149210.1_prot_XP_015189575.1_20513
OG0005509	Lflavo2a006311P1	lcl|NW_015149100.1_prot_XP_015187689.1_18767, lcl|NW_015149100.1_prot_XP_015187690.1_18768, lcl|NW_015149100.1_prot_XP_015187691.1_18769, lcl|NW_015149100.1_prot_XP_015187692.1_18770
OG0005511	Lflavo2a003702P1	lcl|NW_015148970.1_prot_XP_015190255.1_439
OG0005512	Lflavo2a000484P1	lcl|NW_015148973.1_prot_XP_015189243.1_2586
OG0005513	Lflavo2a000477P1	lcl|NW_015149125.1_prot_XP_015188477.1_19549, lcl|NW_015149125.1_prot_XP_015188478.1_19550
OG0005514	Lflavo2a001551P1	lcl|NW_015149107.1_prot_XP_015187806.1_18953, lcl|NW_015149107.1_prot_XP_015187807.1_18954
OG0005515	Lflavo2a008263P1	lcl|NW_015149031.1_prot_XP_015182298.1_14092
OG0005516	Lflavo2a003663P1	lcl|NW_015149055.1_prot_XP_015184801.1_16257
OG0005517	Lflavo2a003665P1	lcl|NW_015149055.1_prot_XP_015184804.1_16256, lcl|NW_015149055.1_prot_XP_015184803.1_16254, lcl|NW_015149055.1_prot_XP_015184802.1_16255
OG0005518	Lflavo2a007547P1	lcl|NW_015148976.1_prot_XP_015191683.1_3824, lcl|NW_015148976.1_prot_XP_015191682.1_3821, lcl|NW_015148976.1_prot_XP_015191679.1_3822, lcl|NW_015148976.1_prot_XP_015191681.1_3823
OG0005519	Lflavo2a003656P1	lcl|NW_015149013.1_prot_XP_015179600.1_11596, lcl|NW_015149013.1_prot_XP_015179601.1_11597
OG0005520	Lflavo2a013415P1	lcl|NW_015149010.1_prot_XP_015179037.1_10828, lcl|NW_015149010.1_prot_XP_015179038.1_10829
OG0005521	Lflavo2a006680P1	lcl|NW_015149007.1_prot_XP_015178250.1_10199
OG0005522	Lflavo2a000555P1	lcl|NW_015148990.1_prot_XP_015174636.1_7217
OG0005523	Lflavo2a004625P1	lcl|NW_015148971.1_prot_XP_015179511.1_941
OG0005524	Lflavo2a003275P1	lcl|NW_015149012.1_prot_XP_015179434.1_11315, lcl|NW_015149012.1_prot_XP_015179435.1_11316
OG0005525	Lflavo2a006722P1	lcl|NW_015149025.1_prot_XP_015181696.1_13460, lcl|NW_015149025.1_prot_XP_015181697.1_13461
OG0005526	Lflavo2a011011P1	lcl|NW_015149069.1_prot_XP_015185869.1_17187, lcl|NW_015149069.1_prot_XP_015185871.1_17188
OG0005527	Lflavo2a006278P1	lcl|NW_015148976.1_prot_XP_015191793.1_3574
OG0005528	Lflavo2a007744P1, Lflavo2a007744P2	lcl|NW_015148971.1_prot_XP_015177384.1_800
OG0005529	Lflavo2a004089P1	lcl|NW_015149155.1_prot_XP_015189076.1_20067, lcl|NW_015149155.1_prot_XP_015189077.1_20068, lcl|NW_015149155.1_prot_XP_015189078.1_20069
OG0005530	Lflavo2a004372P1	lcl|NW_015148974.1_prot_XP_015190839.1_2914, lcl|NW_015148974.1_prot_XP_015190840.1_2915
OG0005531	Lflavo2a008336P1	lcl|NW_015149015.1_prot_XP_015180144.1_12075, lcl|NW_015149015.1_prot_XP_015180145.1_12076
OG0005532	Lflavo2a008270P1	lcl|NW_015149015.1_prot_XP_015180166.1_12071, lcl|NW_015149015.1_prot_XP_015180165.1_12070
OG0005533	Lflavo2a007298P1	lcl|NW_015148980.1_prot_XP_015172334.1_4958
OG0005534	Lflavo2a011497P1, Lflavo2a011497P2	lcl|NW_015149005.1_prot_XP_015177758.1_9958
OG0005536	Lflavo2a009462P1	lcl|NW_015148985.1_prot_XP_015173563.1_6096
OG0005537	Lflavo2a009793P1	lcl|NW_015148996.1_prot_XP_015176002.1_8439
OG0005538	Lflavo2a014270P1	lcl|NW_015148980.1_prot_XP_015172457.1_5092, lcl|NW_015148980.1_prot_XP_015172458.1_5093
OG0005539	Lflavo2a001572P1	lcl|NW_015149107.1_prot_XP_015187804.1_18943
OG0005540	Lflavo2a007124P1	lcl|NW_015148999.1_prot_XP_015176831.1_9031
OG0005541	Lflavo2a010738P1, Lflavo2a010699P1	lcl|NW_015148975.1_prot_XP_015191105.1_3124, lcl|NW_015148975.1_prot_XP_015191106.1_3125
OG0005542	Lflavo2a013452P1	lcl|NW_015149010.1_prot_XP_015178786.1_10936
OG0005543	Lflavo2a011293P1	lcl|NW_015148972.1_prot_XP_015182659.1_1831, lcl|NW_015148972.1_prot_XP_015182650.1_1832
OG0005544	Lflavo2a012220P1	lcl|NW_015148971.1_prot_XP_015177031.1_839, lcl|NW_015148971.1_prot_XP_015177042.1_840
OG0005545	Lflavo2a013563P1	lcl|NW_015149011.1_prot_XP_015179284.1_11094
OG0005546	Lflavo2a013553P1	lcl|NW_015149011.1_prot_XP_015179239.1_11095, lcl|NW_015149011.1_prot_XP_015179241.1_11096
OG0005547	Lflavo2a005432P1	lcl|NW_015149136.1_prot_XP_015188763.1_19800
OG0005548	Lflavo2a012206P1	lcl|NW_015148987.1_prot_XP_015173948.1_6576, lcl|NW_015148987.1_prot_XP_015173949.1_6577
OG0005549	Lflavo2a003393P1	lcl|NW_015149026.1_prot_XP_015181899.1_13647
OG0005550	Lflavo2a007311P1	lcl|NW_015149007.1_prot_XP_015178026.1_10155
OG0005551	Lflavo2a007308P1	lcl|NW_015149007.1_prot_XP_015178294.1_10169
OG0005552	Lflavo2a012459P1, Lflavo2a012459P2	lcl|NW_015149141.1_prot_XP_015188812.1_19846
OG0005554	Lflavo2a005369P1	lcl|NW_015149117.1_prot_XP_015188278.1_19363
OG0005555	Lflavo2a008980P1	lcl|NW_015149015.1_prot_XP_015180111.1_12018
OG0005556	Lflavo2a007318P1	lcl|NW_015149171.1_prot_XP_015189375.1_20347
OG0005557	Lflavo2a012549P1	lcl|NW_015149044.1_prot_XP_015183753.1_15192
OG0005558	Lflavo2a000034P2, Lflavo2a011678P1	lcl|NW_015149014.1_prot_XP_015179942.1_11774
OG0005559	Lflavo2a000495P1	lcl|NW_015149010.1_prot_XP_015179048.1_10820
OG0005560	Lflavo2a003151P1	lcl|NW_015148979.1_prot_XP_015171843.1_4565
OG0005561	Lflavo2a009027P3, Lflavo2a009027P1, Lflavo2a009027P2	lcl|NW_015148973.1_prot_XP_015188829.1_2615
OG0005562	Lflavo2a009783P1	lcl|NW_015149044.1_prot_XP_015183659.1_15331, lcl|NW_015149044.1_prot_XP_015183658.1_15332
OG0005563	Lflavo2a007886P1	lcl|NW_015148983.1_prot_XP_015173089.1_5672
OG0005564	Lflavo2a007075P1, Lflavo2a007075P3	lcl|NW_015149038.1_prot_XP_015183104.1_14669
OG0005565	Lflavo2a007233P1	lcl|NW_015149035.1_prot_XP_015182778.1_14398
OG0005566	Lflavo2a005312P1	lcl|NW_015148982.1_prot_XP_015172834.1_5617
OG0005567	Lflavo2a002641P1	lcl|NW_015149057.1_prot_XP_015184908.1_16377
OG0005568	Lflavo2a002550P1	lcl|NW_015149057.1_prot_XP_015184909.1_16379
OG0005569	Lflavo2a002594P2	lcl|NW_015149112.1_prot_XP_015188057.1_19198, lcl|NW_015149112.1_prot_XP_015188058.1_19199
OG0005570	Lflavo2a008570P1	lcl|NW_015148974.1_prot_XP_015190923.1_2956
OG0005572	Lflavo2a002968P1	lcl|NW_015149061.1_prot_XP_015185260.1_16580
OG0005573	Lflavo2a012343P2, Lflavo2a012343P1, Lflavo2a012343P3	lcl|NW_015148974.1_prot_XP_015190620.1_2837
OG0005574	Lflavo2a012281P1	lcl|NW_015149100.1_prot_XP_015187606.1_18797
OG0005575	Lflavo2a003435P1	lcl|NW_015149062.1_prot_XP_015185312.1_16687
OG0005576	Lflavo2a012310P1	lcl|NW_015148994.1_prot_XP_015175641.1_8010
OG0005577	Lflavo2a002669P1	lcl|NW_015148973.1_prot_XP_015188022.1_2339
OG0005578	Lflavo2a009694P1	lcl|NW_015149031.1_prot_XP_015182428.1_14120
OG0005579	Lflavo2a012295P1	lcl|NW_015149070.1_prot_XP_015185920.1_17259, lcl|NW_015149070.1_prot_XP_015185921.1_17260, lcl|NW_015149070.1_prot_XP_015185922.1_17261
OG0005580	Lflavo2a002686P1	lcl|NW_015148977.1_prot_XP_015171031.1_3858
OG0005581	Lflavo2a008370P1	lcl|NW_015149055.1_prot_XP_015184824.1_16191, lcl|NW_015149055.1_prot_XP_015184825.1_16192
OG0005582	Lflavo2a005165P1	lcl|NW_015148986.1_prot_XP_015173734.1_6405
OG0005583	Lflavo2a011686P1, Lflavo2a011686P2	lcl|NW_015148988.1_prot_XP_015174308.1_6670, lcl|NW_015148988.1_prot_XP_015174307.1_6671
OG0005585	Lflavo2a013958P1, Lflavo2a013958P5	lcl|NW_015149452.1_prot_XP_015189811.1_20718
OG0005586	Lflavo2a003049P1	lcl|NW_015149012.1_prot_XP_015179482.1_11442, lcl|NW_015149012.1_prot_XP_015179481.1_11443
OG0005587	Lflavo2a011018P1	lcl|NW_015149012.1_prot_XP_015179508.1_11453
OG0005588	Lflavo2a004033P1	lcl|NW_015148984.1_prot_XP_015173362.1_5927, lcl|NW_015148984.1_prot_XP_015173363.1_5928, lcl|NW_015148984.1_prot_XP_015173364.1_5929
OG0005589	Lflavo2a005200P1, Lflavo2a005200P2	lcl|NW_015148975.1_prot_XP_015191229.1_3339
OG0005590	Lflavo2a008614P1	lcl|NW_015149091.1_prot_XP_015187075.1_18307
OG0005591	Lflavo2a001469P1	lcl|NW_015148978.1_prot_XP_015171677.1_4342
OG0005592	Lflavo2a002858P1	lcl|NW_015148978.1_prot_XP_015171726.1_4249
OG0005593	Lflavo2a005203P1	lcl|NW_015148975.1_prot_XP_015191458.1_3323, lcl|NW_015148975.1_prot_XP_015191459.1_3324
OG0005594	Lflavo2a013640P1, Lflavo2a013640P2	lcl|NW_015149089.1_prot_XP_015187000.1_18197
OG0005595	Lflavo2a003177P1	lcl|NW_015149018.1_prot_XP_015180917.1_12655
OG0005596	Lflavo2a006007P1, Lflavo2a006007P3	lcl|NW_015149093.1_prot_XP_015187275.1_18467
OG0005597	Lflavo2a004164P1	lcl|NW_015149092.1_prot_XP_015187134.1_18339, lcl|NW_015149092.1_prot_XP_015187136.1_18340
OG0005598	Lflavo2a008957P1	lcl|NW_015149015.1_prot_XP_015180112.1_12016
OG0005599	Lflavo2a000156P1	lcl|NW_015149023.1_prot_XP_015181420.1_13285
OG0005600	Lflavo2a012717P1	lcl|NW_015148985.1_prot_XP_015173586.1_6014
OG0005601	Lflavo2a013865P1	lcl|NW_015148975.1_prot_XP_015191536.1_3305, lcl|NW_015148975.1_prot_XP_015191535.1_3306
OG0005602	Lflavo2a012892P1	lcl|NW_015149055.1_prot_XP_015184775.1_16203, lcl|NW_015149055.1_prot_XP_015184777.1_16204
OG0005604	Lflavo2a012735P1	lcl|NW_015149120.1_prot_XP_015188317.1_19420
OG0005605	Lflavo2a001950P1	lcl|NW_015149021.1_prot_XP_015181121.1_12954, lcl|NW_015149021.1_prot_XP_015181120.1_12955
OG0005606	Lflavo2a014207P1	lcl|NW_015148971.1_prot_XP_015178433.1_1249, lcl|NW_015148971.1_prot_XP_015178441.1_1250
OG0005607	Lflavo2a007503P1, Lflavo2a007503P2, Lflavo2a007503P3	lcl|NW_015149132.1_prot_XP_015188685.1_19728
OG0005608	Lflavo2a014098P1	lcl|NW_015149148.1_prot_XP_015188964.1_19978, lcl|NW_015149148.1_prot_XP_015188965.1_19979, lcl|NW_015149148.1_prot_XP_015188966.1_19980
OG0005609	Lflavo2a004032P1	lcl|NW_015149071.1_prot_XP_015185995.1_17315
OG0005610	Lflavo2a002924P1	lcl|NW_015149066.1_prot_XP_015185567.1_16911, lcl|NW_015149066.1_prot_XP_015185568.1_16912
OG0005611	Lflavo2a011342P1	lcl|NW_015148971.1_prot_XP_015178841.1_1132
OG0005612	Lflavo2a009256P1	lcl|NW_015149084.1_prot_XP_015186733.1_18039
OG0005613	Lflavo2a001474P1	lcl|NW_015149002.1_prot_XP_015177208.1_9507
OG0005614	Lflavo2a007462P1, Lflavo2a007462P2	lcl|NW_015149013.1_prot_XP_015179547.1_11527, lcl|NW_015149013.1_prot_XP_015179548.1_11528
OG0005615	Lflavo2a013870P1, Lflavo2a013870P2	lcl|NW_015148975.1_prot_XP_015191277.1_3293
OG0005616	Lflavo2a004186P1	lcl|NW_015148970.1_prot_XP_015183969.1_556, lcl|NW_015148970.1_prot_XP_015184059.1_557, lcl|NW_015148970.1_prot_XP_015184147.1_558
OG0005617	Lflavo2a010294P1	lcl|NW_015148977.1_prot_XP_015171436.1_4145
OG0005618	Lflavo2a006169P1	lcl|NW_015148988.1_prot_XP_015174402.1_6861
OG0005619	Lflavo2a003827P1, Lflavo2a003827P2	lcl|NW_015148998.1_prot_XP_015176441.1_8814, lcl|NW_015148998.1_prot_XP_015176442.1_8815
OG0005620	Lflavo2a005482P1	lcl|NW_015148980.1_prot_XP_015172211.1_4907, lcl|NW_015148980.1_prot_XP_015172212.1_4908, lcl|NW_015148980.1_prot_XP_015172213.1_4909, lcl|NW_015148980.1_prot_XP_015172214.1_4910, lcl|NW_015148980.1_prot_XP_015172215.1_4911
OG0005622	Lflavo2a002930P1	lcl|NW_015149066.1_prot_XP_015185578.1_16915, lcl|NW_015149066.1_prot_XP_015185579.1_16916
OG0005623	Lflavo2a001077P1	lcl|NW_015149107.1_prot_XP_015187834.1_18932
OG0005624	Lflavo2a004758P1	lcl|NW_015148988.1_prot_XP_015174140.1_6791
OG0005625	Lflavo2a012697P1	lcl|NW_015149049.1_prot_XP_015184209.1_15712, lcl|NW_015149049.1_prot_XP_015184207.1_15713, lcl|NW_015149049.1_prot_XP_015184208.1_15714
OG0005626	Lflavo2a008765P1	lcl|NW_015149040.1_prot_XP_015183377.1_14932
OG0005627	Lflavo2a002245P1	lcl|NW_015149026.1_prot_XP_015181952.1_13575, lcl|NW_015149026.1_prot_XP_015181953.1_13576
OG0005628	Lflavo2a013858P1	lcl|NW_015148975.1_prot_XP_015191468.1_3275
OG0005629	Lflavo2a009350P1	lcl|NW_015148972.1_prot_XP_015187474.1_1760
OG0005630	Lflavo2a012002P1	lcl|NW_015148974.1_prot_XP_015190556.1_3008
OG0005631	Lflavo2a013751P1	lcl|NW_015149055.1_prot_XP_015184838.1_16198
OG0005632	Lflavo2a000933P1	lcl|NW_015149119.1_prot_XP_015188305.1_19395
OG0005633	Lflavo2a004923P1	lcl|NW_015148973.1_prot_XP_015190486.1_2418, lcl|NW_015148973.1_prot_XP_015190487.1_2419
OG0005634	Lflavo2a004898P1	lcl|NW_015148973.1_prot_XP_015187891.1_2417
OG0005635	Lflavo2a009797P1	lcl|NW_015148996.1_prot_XP_015176212.1_8392
OG0005636	Lflavo2a012922P1	lcl|NW_015148975.1_prot_XP_015191025.1_3063
OG0005637	Lflavo2a006430P2	lcl|NW_015148996.1_prot_XP_015176070.1_8536
OG0005639	Lflavo2a012732P1	lcl|NW_015149060.1_prot_XP_015185093.1_16547
OG0005640	Lflavo2a001436P1	lcl|NW_015148973.1_prot_XP_015190332.1_1998
OG0005642	Lflavo2a008525P1	lcl|NW_015148972.1_prot_XP_015184757.1_1414, lcl|NW_015148972.1_prot_XP_015184765.1_1415
OG0005643	Lflavo2a008419P1	lcl|NW_015148970.1_prot_XP_015171307.1_92
OG0005644	Lflavo2a010236P1	lcl|NW_015148987.1_prot_XP_015173904.1_6431, lcl|NW_015148987.1_prot_XP_015173903.1_6432, lcl|NW_015148987.1_prot_XP_015173902.1_6430, lcl|NW_015148987.1_prot_XP_015173905.1_6433
OG0005645	Lflavo2a003713P1	lcl|NW_015148970.1_prot_XP_015173319.1_476
