Orthogroup	Liostenogaster_flavolineata	Vespula_vulgaris
OG0007295	Lflavo2a002551P1	KAF7386688.1
OG0007296	Lflavo2a006005P1	KAF7400366.1
OG0007298	Lflavo2a012316P1	KAF7405227.1
OG0007299	Lflavo2a007525P1	KAF7392636.1
OG0007300	Lflavo2a002023P1	KAF7408129.1
OG0007302	Lflavo2a003601P1	KAF7378827.1
OG0007303	Lflavo2a005812P1	KAF7399020.1
OG0007304	Lflavo2a007403P1	KAF7388172.1
OG0007305	Lflavo2a010352P1	KAF7396242.1
OG0007306	Lflavo2a001498P1	KAF7383506.1
OG0007307	Lflavo2a011554P1	KAF7391258.1
OG0007308	Lflavo2a011009P1, Lflavo2a011009P2	KAF7407227.1
OG0007309	Lflavo2a006844P1	KAF7382919.1
OG0007310	Lflavo2a002283P1	KAF7391266.1
OG0007311	Lflavo2a013714P1	KAF7411920.1
OG0007312	Lflavo2a001155P1	KAF7411602.1
OG0007313	Lflavo2a000191P1	KAF7391069.1
OG0007314	Lflavo2a009233P1	KAF7392924.1
OG0007315	Lflavo2a008268P1	KAF7408316.1
OG0007317	Lflavo2a009325P1	KAF7408193.1
OG0007318	Lflavo2a012554P1	KAF7393291.1
OG0007319	Lflavo2a011845P1	KAF7407374.1
OG0007320	Lflavo2a003708P1	KAF7385784.1
OG0007321	Lflavo2a004075P1	KAF7389020.1
OG0007322	Lflavo2a004260P1	KAF7407902.1
OG0007323	Lflavo2a011032P1	KAF7407232.1
OG0007324	Lflavo2a003740P1	KAF7388099.1
OG0007325	Lflavo2a004965P1	KAF7402842.1
OG0007326	Lflavo2a008884P1	KAF7408698.1
OG0007327	Lflavo2a001096P1	KAF7388822.1
OG0007328	Lflavo2a000329P1	KAF7412598.1
OG0007329	Lflavo2a008286P1	KAF7385803.1
OG0007330	Lflavo2a000378P1	KAF7408240.1
OG0007331	Lflavo2a003752P1	KAF7385257.1
OG0007332	Lflavo2a012204P1	KAF7404837.1
OG0007333	Lflavo2a003846P1	KAF7385059.1
OG0007335	Lflavo2a007173P1	KAF7395119.1
OG0007336	Lflavo2a012057P1	KAF7407744.1
OG0007337	Lflavo2a004876P1	KAF7398468.1
OG0007338	Lflavo2a012638P1	KAF7393008.1
OG0007339	Lflavo2a002616P1	KAF7386690.1
OG0007340	Lflavo2a004472P1	KAF7382700.1
OG0007341	Lflavo2a005493P1, Lflavo2a005493P2	KAF7408490.1
OG0007342	Lflavo2a011691P1	KAF7394936.1
OG0007344	Lflavo2a011782P1	KAF7405238.1
OG0007345	Lflavo2a004297P1	KAF7412411.1
OG0007346	Lflavo2a004212P1	KAF7398764.1
OG0007351	Lflavo2a009746P1	KAF7412100.1
OG0007352	Lflavo2a012033P2, Lflavo2a012033P1, Lflavo2a012033P3	KAF7388205.1
OG0007359	Lflavo2a009120P1	KAF7405017.1
OG0007364	Lflavo2a008396P1	KAF7411233.1
OG0007365	Lflavo2a010250P1	KAF7405205.1
OG0007371	Lflavo2a001006P1	KAF7379574.1
OG0007372	Lflavo2a002797P1	KAF7412298.1
OG0007374	Lflavo2a001115P1, Lflavo2a001164P1	KAF7402639.1
OG0007380	Lflavo2a008556P1	KAF7380080.1
OG0007382	Lflavo2a000971P1	KAF7408217.1
OG0007383	Lflavo2a007951P1	KAF7412281.1
OG0007384	Lflavo2a001716P1, Lflavo2a001716P2	KAF7388174.1
OG0007385	Lflavo2a003043P1	KAF7384866.1
OG0007387	Lflavo2a010214P1	KAF7390976.1
OG0007389	Lflavo2a013754P1	KAF7411271.1, KAF7411289.1
OG0007390	Lflavo2a004721P1, Lflavo2a012418P1, Lflavo2a003863P1, Lflavo2a009667P1	KAF7379600.1
OG0007396	Lflavo2a003458P3, Lflavo2a003458P4, Lflavo2a003458P1, Lflavo2a003458P2	KAF7383614.1
OG0007398	Lflavo2a004741P1, Lflavo2a004741P2	KAF7386885.1
OG0007400	Lflavo2a007613P1	KAF7386976.1
OG0007401	Lflavo2a008332P1	KAF7402239.1
OG0007402	Lflavo2a008524P1	KAF7408418.1
OG0007402	Lflavo2a008647P1, Lflavo2a008647P2	KAF7408417.1
OG0007403	Lflavo2a013570P1, Lflavo2a013570P2	KAF7404791.1
OG0007421	Lflavo2a005836P1	KAF7411739.1, KAF7411738.1
OG0007422	Lflavo2a011343P1	KAF7394643.1
OG0007423	Lflavo2a004058P1	KAF7407446.1
OG0007425	Lflavo2a005739P1	KAF7400498.1
OG0007426	Lflavo2a003004P1	KAF7383577.1
OG0007427	Lflavo2a003755P1	KAF7405478.1
OG0007429	Lflavo2a003774P1	KAF7408261.1
OG0007430	Lflavo2a010682P1	KAF7402511.1
OG0007431	Lflavo2a004113P1	KAF7392828.1
OG0007433	Lflavo2a002263P1	KAF7407625.1
OG0007435	Lflavo2a003815P1	KAF7405473.1
OG0007436	Lflavo2a006179P1	KAF7392761.1
OG0007437	Lflavo2a009262P1	KAF7386876.1
OG0007438	Lflavo2a000439P1	KAF7407212.1
OG0007439	Lflavo2a008951P1	KAF7408340.1
OG0007441	Lflavo2a009589P1	KAF7404898.1
OG0007442	Lflavo2a011580P1	KAF7388058.1
OG0007443	Lflavo2a003407P1	KAF7411444.1
OG0007445	Lflavo2a013474P1	KAF7382665.1
OG0007446	Lflavo2a012210P1	KAF7407196.1
OG0007447	Lflavo2a013075P1	KAF7392753.1
OG0007448	Lflavo2a013997P1, Lflavo2a013997P2	KAF7380044.1
OG0007451	Lflavo2a000460P1	KAF7400875.1
OG0007453	Lflavo2a004938P1	KAF7398379.1
OG0007454	Lflavo2a003880P1	KAF7400826.1
OG0007455	Lflavo2a003046P1	KAF7381617.1
OG0007456	Lflavo2a001896P1	KAF7396437.1
OG0007457	Lflavo2a001976P1	KAF7382023.1
OG0007458	Lflavo2a010562P1	KAF7382657.1
OG0007460	Lflavo2a013876P1, Lflavo2a013876P2	KAF7408722.1
OG0007461	Lflavo2a005425P1	KAF7385637.1
OG0007462	Lflavo2a013602P1	KAF7402801.1
OG0007463	Lflavo2a009236P1	KAF7411544.1
OG0007465	Lflavo2a001518P1	KAF7412312.1
OG0007466	Lflavo2a000240P1	KAF7388081.1
OG0007467	Lflavo2a004378P1	KAF7398878.1
OG0007468	Lflavo2a010601P1	KAF7384882.1
OG0007469	Lflavo2a013431P1	KAF7408707.1
OG0007470	Lflavo2a000331P1	KAF7398524.1
OG0007471	Lflavo2a013095P1	KAF7386826.1
OG0007472	Lflavo2a006482P1	KAF7380269.1
OG0007473	Lflavo2a010792P1	KAF7411813.1
OG0007474	Lflavo2a012103P1	KAF7380826.1
OG0007476	Lflavo2a007986P1, Lflavo2a007986P4	KAF7412273.1
OG0007478	Lflavo2a006691P1	KAF7412286.1
OG0007480	Lflavo2a001175P1	KAF7383473.1
OG0007481	Lflavo2a000444P1	KAF7398441.1
OG0007482	Lflavo2a007497P1	KAF7396286.1
OG0007483	Lflavo2a005187P1	KAF7381609.1
OG0007484	Lflavo2a011189P1	KAF7402242.1
OG0007485	Lflavo2a000052P1	KAF7408061.1
OG0007487	Lflavo2a001540P1	KAF7390895.1
OG0007488	Lflavo2a009121P1	KAF7407158.1
OG0007489	Lflavo2a013242P1	KAF7407292.1
OG0007490	Lflavo2a003453P1	KAF7399039.1
OG0007491	Lflavo2a010059P1	KAF7384260.1
OG0007492	Lflavo2a013357P1	KAF7396525.1
OG0007493	Lflavo2a002054P1	KAF7387878.1
OG0007494	Lflavo2a006518P1	KAF7384856.1
OG0007495	Lflavo2a002741P1	KAF7382916.1
OG0007496	Lflavo2a010955P1	KAF7384909.1
OG0007498	Lflavo2a001729P1	KAF7411876.1
OG0007499	Lflavo2a003303P1	KAF7394862.1
OG0007500	Lflavo2a004668P1	KAF7411793.1
OG0007501	Lflavo2a002541P1	KAF7407418.1
OG0007503	Lflavo2a001061P1	KAF7392793.1
OG0007505	Lflavo2a000595P1	KAF7385655.1
OG0007506	Lflavo2a006207P1	KAF7392757.1
OG0007507	Lflavo2a004672P1	KAF7389139.1
OG0007508	Lflavo2a007205P1	KAF7407353.1
OG0007511	Lflavo2a002381P1	KAF7386770.1
OG0007512	Lflavo2a010039P1	KAF7408103.1
OG0007513	Lflavo2a006616P1	KAF7382201.1
OG0007514	Lflavo2a002533P1	KAF7383373.1
OG0007517	Lflavo2a013025P1, Lflavo2a013002P1	KAF7391248.1
OG0007518	Lflavo2a007943P1	KAF7394960.1
OG0007519	Lflavo2a002079P1	KAF7408126.1
OG0007520	Lflavo2a003233P1	KAF7411678.1
OG0007521	Lflavo2a008584P1	KAF7385251.1
OG0007523	Lflavo2a004888P1	KAF7394964.1
OG0007524	Lflavo2a005461P1	KAF7378929.1
OG0007525	Lflavo2a000367P1	KAF7407992.1
OG0007526	Lflavo2a003851P1	KAF7381570.1
OG0007527	Lflavo2a011389P1	KAF7408311.1
OG0007529	Lflavo2a007695P1	KAF7394521.1
OG0007530	Lflavo2a014223P1	KAF7379998.1
OG0007531	Lflavo2a009536P1	KAF7380790.1
OG0007532	Lflavo2a010277P1	KAF7411616.1
OG0007533	Lflavo2a011089P1	KAF7389048.1
OG0007534	Lflavo2a000848P1	KAF7407985.1
OG0007535	Lflavo2a011783P1	KAF7405585.1
OG0007536	Lflavo2a007405P1	KAF7388923.1
OG0007537	Lflavo2a000895P1	KAF7407982.1
OG0007538	Lflavo2a008753P1	KAF7394544.1
OG0007540	Lflavo2a000885P1	KAF7407981.1
OG0007541	Lflavo2a001964P1	KAF7389150.1
OG0007542	Lflavo2a012582P1	KAF7393302.1
OG0007544	Lflavo2a011874P1	KAF7383528.1
OG0007545	Lflavo2a008012P1	KAF7381420.1
OG0007547	Lflavo2a002911P1	KAF7402518.1
OG0007549	Lflavo2a009541P1	KAF7384167.1
OG0007553	Lflavo2a009005P1	KAF7400520.1
OG0007554	Lflavo2a002983P1	KAF7407920.1
OG0007555	Lflavo2a007186P1, Lflavo2a007186P2	KAF7411309.1
OG0007556	Lflavo2a005831P1	KAF7411553.1
OG0007557	Lflavo2a004417P1	KAF7382876.1
OG0007559	Lflavo2a001130P1	KAF7398811.1
OG0007561	Lflavo2a008032P1	KAF7393063.1
OG0007562	Lflavo2a014086P1, Lflavo2a010459P1	KAF7404507.1
OG0007564	Lflavo2a005615P1	KAF7390755.1
OG0007565	Lflavo2a001805P1	KAF7408141.1
OG0007566	Lflavo2a008219P1	KAF7385800.1
OG0007568	Lflavo2a000423P1	KAF7391405.1
OG0007569	Lflavo2a006579P1	KAF7402961.1
OG0007570	Lflavo2a007531P1	KAF7408772.1
OG0007571	Lflavo2a011997P1	KAF7396409.1
OG0007572	Lflavo2a003030P1	KAF7407120.1
OG0007573	Lflavo2a008822P1	KAF7407414.1
OG0007574	Lflavo2a000451P1, Lflavo2a000451P2	KAF7389253.1
OG0007575	Lflavo2a008699P1	KAF7396735.1
OG0007576	Lflavo2a006495P1	KAF7396221.1
OG0007577	Lflavo2a012189P1	KAF7380230.1
OG0007579	Lflavo2a006094P1	KAF7412342.1
OG0007580	Lflavo2a011192P1	KAF7408244.1
OG0007582	Lflavo2a014319P1	KAF7405163.1
OG0007583	Lflavo2a013129P1	KAF7394573.1
OG0007584	Lflavo2a008761P1	KAF7391305.1
OG0007585	Lflavo2a000603P1	KAF7385214.1
OG0007586	Lflavo2a003645P1	KAF7412507.1, KAF7392672.1
OG0007587	Lflavo2a006486P1	KAF7412669.1
OG0007590	Lflavo2a001929P1, Lflavo2a001929P2	KAF7408055.1
OG0007591	Lflavo2a002707P1	KAF7402406.1
OG0007593	Lflavo2a009824P1	KAF7382111.1
OG0007594	Lflavo2a005127P1	KAF7385909.1
OG0007597	Lflavo2a009112P1	KAF7393161.1
OG0007598	Lflavo2a008476P1	KAF7404988.1
OG0007599	Lflavo2a002781P1	KAF7382969.1
OG0007601	Lflavo2a013475P1	KAF7382661.1
OG0007603	Lflavo2a012201P1	KAF7387782.1
OG0007604	Lflavo2a013484P1	KAF7382668.1
OG0007605	Lflavo2a003876P1	KAF7400835.1
OG0007606	Lflavo2a005407P1	KAF7394899.1
OG0007607	Lflavo2a006528P1	KAF7380262.1
OG0007608	Lflavo2a011946P1	KAF7402727.1
OG0007609	Lflavo2a008281P1	KAF7404602.1
OG0007611	Lflavo2a002131P1	KAF7404771.1
OG0007612	Lflavo2a008067P1	KAF7385914.1
OG0007614	Lflavo2a012339P1	KAF7378870.1
OG0007615	Lflavo2a006850P1	KAF7407369.1
OG0007617	Lflavo2a006910P1	KAF7407819.1
OG0007618	Lflavo2a012028P1, Lflavo2a012026P1	KAF7379341.1
OG0007619	Lflavo2a004582P1	KAF7379000.1
OG0007620	Lflavo2a000518P1	KAF7385658.1
OG0007621	Lflavo2a004126P1	KAF7392581.1
OG0007622	Lflavo2a013395P1	KAF7408705.1
OG0007624	Lflavo2a011061P1	KAF7400547.1
OG0007625	Lflavo2a001287P1	KAF7405545.1
OG0007626	Lflavo2a001806P1	KAF7408228.1
OG0007628	Lflavo2a002275P1	KAF7407553.1
OG0007629	Lflavo2a012226P1	KAF7382892.1
OG0007630	Lflavo2a001585P1	KAF7399030.1
OG0007631	Lflavo2a009675P1	KAF7402370.1
OG0007632	Lflavo2a002725P1	KAF7396195.1
OG0007633	Lflavo2a006876P1, Lflavo2a006876P2	KAF7394757.1
OG0007634	Lflavo2a010242P1	KAF7379390.1
OG0007635	Lflavo2a006054P1	KAF7398496.1
OG0007636	Lflavo2a013339P1	KAF7405096.1
OG0007637	Lflavo2a013970P1	KAF7383486.1, KAF7383487.1
OG0007638	Lflavo2a013915P1, Lflavo2a013915P2	KAF7383484.1
OG0007639	Lflavo2a002658P1	KAF7387010.1
OG0007640	Lflavo2a012757P1	KAF7381500.1
OG0007641	Lflavo2a005513P1	KAF7394807.1
OG0007642	Lflavo2a012885P1	KAF7385635.1
OG0007644	Lflavo2a001532P1	KAF7400489.1
OG0007645	Lflavo2a010120P1	KAF7386904.1
OG0007646	Lflavo2a004369P1	KAF7398815.1
OG0007647	Lflavo2a010487P1	KAF7398833.1
OG0007648	Lflavo2a008300P1	KAF7384406.1
OG0007649	Lflavo2a010534P1, Lflavo2a010522P1	KAF7388158.1
OG0007651	Lflavo2a011882P1	KAF7407309.1
OG0007653	Lflavo2a005919P1	KAF7412207.1
OG0007656	Lflavo2a009815P2	KAF7380131.1
OG0007657	Lflavo2a011229P1	KAF7400629.1
OG0007658	Lflavo2a009054P1	KAF7380183.1
OG0007660	Lflavo2a001940P1	KAF7408013.1
OG0007662	Lflavo2a009053P1	KAF7385913.1
OG0007663	Lflavo2a006027P1	KAF7407907.1
OG0007664	Lflavo2a002754P1	KAF7384977.1
OG0007665	Lflavo2a010559P1	KAF7382648.1
OG0007666	Lflavo2a010373P1	KAF7412589.1
OG0007668	Lflavo2a007625P1	KAF7393271.1
OG0007669	Lflavo2a007580P1	KAF7385062.1
OG0007670	Lflavo2a013299P1	KAF7385126.1
OG0007671	Lflavo2a002278P1	KAF7400529.1
OG0007672	Lflavo2a008493P1	KAF7391371.1
OG0007673	Lflavo2a000041P1	KAF7400726.1
OG0007674	Lflavo2a006271P1	KAF7383472.1
OG0007675	Lflavo2a011402P1	KAF7385228.1
OG0007676	Lflavo2a007912P1	KAF7392619.1
OG0007677	Lflavo2a006552P1, Lflavo2a006552P2	KAF7402951.1
OG0007678	Lflavo2a007019P1	KAF7411249.1
OG0007679	Lflavo2a003190P1	KAF7384401.1
OG0007680	Lflavo2a006490P1	KAF7412407.1
OG0007681	Lflavo2a014163P1	KAF7405537.1
OG0007682	Lflavo2a004117P1	KAF7400559.1
OG0007684	Lflavo2a011454P1	KAF7379591.1
OG0007685	Lflavo2a002451P1	KAF7388101.1
OG0007688	Lflavo2a010299P1	KAF7392659.1
OG0007689	Lflavo2a003958P1	KAF7398960.1
OG0007690	Lflavo2a011233P1	KAF7385185.1
OG0007691	Lflavo2a010153P1	KAF7394907.1
OG0007692	Lflavo2a012983P1	KAF7399013.1
OG0007694	Lflavo2a010027P1	KAF7394986.1
OG0007695	Lflavo2a014186P1	KAF7395083.1
OG0007696	Lflavo2a003745P1	KAF7390920.1
OG0007697	Lflavo2a003742P1	KAF7390919.1
OG0007698	Lflavo2a005355P1	KAF7412574.1
OG0007699	Lflavo2a005358P1	KAF7392525.1
OG0007700	Lflavo2a001650P1	KAF7407338.1
OG0007703	Lflavo2a004927P1	KAF7398454.1
OG0007705	Lflavo2a000015P1	KAF7400974.1, KAF7400976.1
OG0007706	Lflavo2a000633P2, Lflavo2a000633P1	KAF7403145.1
OG0007707	Lflavo2a000929P1	KAF7407986.1
OG0007708	Lflavo2a000956P1	KAF7407987.1
OG0007709	Lflavo2a009679P1	KAF7407959.1
OG0007710	Lflavo2a003072P1	KAF7381511.1
OG0007711	Lflavo2a009943P1	KAF7380772.1
OG0007712	Lflavo2a009937P1	KAF7380703.1
OG0007713	Lflavo2a013979P1	KAF7385878.1
OG0007714	Lflavo2a013816P1	KAF7400706.1
OG0007715	Lflavo2a006491P1	KAF7385173.1
OG0007716	Lflavo2a004474P1	KAF7408789.1
OG0007717	Lflavo2a012601P1	KAF7385238.1
OG0007718	Lflavo2a012548P2	KAF7384885.1, KAF7385241.1
OG0007720	Lflavo2a013535P1	KAF7386002.1
OG0007721	Lflavo2a001888P1	KAF7405092.1
OG0007722	Lflavo2a008661P1	KAF7383540.1
OG0007723	Lflavo2a012174P1	KAF7402696.1
OG0007724	Lflavo2a011339P1	KAF7380050.1
OG0007725	Lflavo2a014346P1	KAF7378901.1
OG0007726	Lflavo2a003145P1	KAF7403099.1
OG0007728	Lflavo2a005580P1	KAF7394897.1
OG0007729	Lflavo2a006368P1, Lflavo2a006368P2	KAF7402311.1
OG0007731	Lflavo2a011091P1	KAF7382643.1
OG0007732	Lflavo2a010972P1	KAF7407221.1
OG0007733	Lflavo2a007747P1	KAF7382804.1
OG0007734	Lflavo2a006345P1	KAF7400359.1
OG0007735	Lflavo2a002894P1	KAF7383633.1
OG0007736	Lflavo2a001265P1	KAF7396625.1
OG0007737	Lflavo2a008871P1	KAF7378836.1
OG0007738	Lflavo2a008001P1	KAF7405264.1
OG0007739	Lflavo2a008767P1	KAF7396597.1
OG0007740	Lflavo2a008435P1	KAF7404989.1
OG0007741	Lflavo2a000959P1	KAF7381538.1
OG0007742	Lflavo2a011052P1	KAF7400479.1
OG0007743	Lflavo2a008103P1	KAF7381552.1
OG0007744	Lflavo2a011808P1	KAF7395149.1
OG0007745	Lflavo2a010152P1	KAF7382961.1
OG0007746	Lflavo2a002902P1	KAF7408345.1
OG0007747	Lflavo2a012031P1	KAF7379340.1
OG0007749	Lflavo2a002252P1	KAF7394604.1
OG0007750	Lflavo2a004052P1	KAF7391125.1
OG0007751	Lflavo2a002388P1	KAF7394598.1
OG0007752	Lflavo2a002305P1	KAF7394597.1
OG0007753	Lflavo2a008086P1	KAF7394914.1
OG0007754	Lflavo2a008827P1	KAF7396609.1
OG0007756	Lflavo2a001341P1	KAF7405313.1
OG0007758	Lflavo2a012069P1	KAF7407266.1
OG0007760	Lflavo2a003709P1	KAF7385667.1
OG0007761	Lflavo2a001254P1	KAF7384995.1
OG0007763	Lflavo2a005044P1	KAF7384870.1
OG0007764	Lflavo2a012393P1	KAF7400468.1
OG0007766	Lflavo2a009496P1	KAF7398693.1
OG0007767	Lflavo2a014179P1	KAF7396236.1
OG0007768	Lflavo2a012959P1	KAF7405289.1
OG0007769	Lflavo2a004583P1	KAF7402882.1
OG0007770	Lflavo2a000339P1	KAF7383466.1
OG0007771	Lflavo2a010909P1	KAF7411154.1
OG0007772	Lflavo2a010914P1	KAF7411155.1
OG0007773	Lflavo2a007728P1	KAF7382813.1
OG0007776	Lflavo2a014268P1	KAF7411458.1
OG0007777	Lflavo2a001582P1	KAF7390892.1
OG0007778	Lflavo2a007639P1	KAF7385063.1
OG0007780	Lflavo2a012073P1	KAF7389267.1
OG0007781	Lflavo2a006443P1	KAF7382873.1
OG0007783	Lflavo2a000279P1	KAF7396459.1
OG0007785	Lflavo2a000576P1	KAF7392950.1
OG0007786	Lflavo2a011250P1	KAF7392945.1
OG0007787	Lflavo2a001593P1	KAF7408134.1
OG0007788	Lflavo2a005781P1	KAF7399017.1
OG0007790	Lflavo2a012576P1	KAF7400420.1
OG0007791	Lflavo2a012636P1	KAF7400540.1
OG0007793	Lflavo2a006903P1	KAF7411277.1
OG0007794	Lflavo2a004687P1	KAF7411790.1
OG0007795	Lflavo2a004686P1	KAF7412130.1
OG0007796	Lflavo2a005264P1	KAF7402885.1
OG0007797	Lflavo2a003310P1	KAF7394859.1
OG0007799	Lflavo2a003787P1	KAF7394874.1
OG0007800	Lflavo2a000626P1	KAF7393079.1
OG0007801	Lflavo2a008262P1	KAF7389184.1
OG0007802	Lflavo2a003452P1	KAF7398708.1
OG0007803	Lflavo2a000638P1	KAF7393083.1
OG0007804	Lflavo2a006899P1, Lflavo2a006899P2	KAF7380098.1
OG0007805	Lflavo2a010794P1	KAF7396397.1
OG0007807	Lflavo2a006262P1	KAF7408366.1
OG0007808	Lflavo2a004827P1	KAF7402492.1
OG0007810	Lflavo2a012119P1	KAF7407515.1
OG0007811	Lflavo2a001466P1	KAF7390960.1
OG0007812	Lflavo2a005232P1	KAF7393188.1
OG0007813	Lflavo2a005211P1	KAF7391118.1
OG0007814	Lflavo2a004168P1	KAF7392826.1
OG0007815	Lflavo2a013993P1	KAF7383482.1
OG0007816	Lflavo2a006859P1	KAF7400759.1
OG0007818	Lflavo2a003021P1	KAF7383469.1
OG0007819	Lflavo2a001811P1	KAF7396436.1
OG0007820	Lflavo2a001909P1	KAF7396494.1
OG0007822	Lflavo2a013850P1	KAF7411878.1
OG0007824	Lflavo2a004890P1	KAF7398771.1
OG0007825	Lflavo2a001881P1	KAF7380241.1
OG0007827	Lflavo2a011195P1	KAF7381403.1
OG0007829	Lflavo2a003229P1	KAF7411647.1
OG0007830	Lflavo2a007096P1	KAF7380249.1
OG0007831	Lflavo2a008832P1, Lflavo2a008832P2	KAF7382637.1
OG0007832	Lflavo2a008855P1	KAF7381572.1
OG0007833	Lflavo2a008841P1	KAF7408136.1
OG0007834	Lflavo2a011515P1	KAF7388818.1
OG0007835	Lflavo2a011537P1	KAF7402851.1
OG0007836	Lflavo2a011516P1	KAF7402852.1
OG0007838	Lflavo2a007356P1	KAF7411822.1
OG0007840	Lflavo2a005524P1	KAF7411568.1
OG0007841	Lflavo2a012915P1	KAF7411548.1
OG0007844	Lflavo2a006163P1	KAF7388942.1
OG0007846	Lflavo2a005509P1	KAF7411584.1
OG0007847	Lflavo2a002073P1	KAF7404782.1
OG0007848	Lflavo2a013378P1	KAF7402588.1
OG0007849	Lflavo2a002546P1	KAF7407420.1
OG0007851	Lflavo2a001414P1	KAF7411455.1
OG0007854	Lflavo2a009788P1	KAF7398346.1
OG0007855	Lflavo2a009808P1	KAF7383568.1
OG0007856	Lflavo2a009758P3	KAF7383567.1
OG0007857	Lflavo2a013733P1	KAF7389287.1
OG0007858	Lflavo2a004288P1	KAF7389217.1
OG0007860	Lflavo2a004719P1	KAF7386044.1
OG0007861	Lflavo2a009762P1	KAF7408477.1
OG0007864	Lflavo2a002523P1	KAF7400692.1
OG0007865	Lflavo2a009985P1	KAF7408216.1
OG0007866	Lflavo2a010906P1	KAF7390931.1
OG0007867	Lflavo2a002716P1	KAF7411448.1
OG0007868	Lflavo2a013806P1	KAF7402828.1
OG0007869	Lflavo2a007700P1	KAF7380129.1
OG0007870	Lflavo2a001004P1	KAF7408212.1
OG0007871	Lflavo2a004757P1	KAF7405534.1
OG0007872	Lflavo2a009423P1	KAF7401026.1
OG0007873	Lflavo2a012135P1	KAF7407511.1
OG0007875	Lflavo2a007770P1	KAF7393157.1
OG0007878	Lflavo2a010575P1	KAF7388012.1
OG0007879	Lflavo2a002004P1	KAF7407279.1
OG0007880	Lflavo2a010557P1	KAF7400906.1
OG0007882	Lflavo2a010558P1	KAF7400797.1
OG0007885	Lflavo2a007015P1	KAF7384138.1
OG0007886	Lflavo2a000461P1	KAF7400878.1
OG0007887	Lflavo2a014102P1	KAF7400715.1
OG0007889	Lflavo2a004667P1	KAF7411798.1
OG0007890	Lflavo2a009395P1	KAF7400846.1
OG0007892	Lflavo2a003822P1	KAF7394866.1
OG0007894	Lflavo2a004991P1	KAF7412381.1
OG0007897	Lflavo2a012860P1	KAF7411884.1
OG0007898	Lflavo2a009128P1	KAF7412254.1
OG0007899	Lflavo2a011351P1	KAF7380941.1
OG0007900	Lflavo2a010658P1	KAF7379071.1
OG0007901	Lflavo2a012336P1	KAF7381427.1
OG0007902	Lflavo2a003790P1	KAF7408258.1
OG0007903	Lflavo2a004576P1	KAF7411293.1
OG0007904	Lflavo2a010657P1	KAF7396410.1
OG0007905	Lflavo2a005035P1	KAF7388020.1
OG0007907	Lflavo2a006599P1	KAF7387820.1
OG0007908	Lflavo2a000278P1	KAF7408047.1
OG0007910	Lflavo2a005853P1	KAF7403068.1
OG0007911	Lflavo2a008816P2	KAF7379438.1
OG0007912	Lflavo2a011623P1	KAF7402263.1
OG0007913	Lflavo2a004290P1	KAF7407901.1
OG0007915	Lflavo2a005854P1	KAF7396564.1
OG0007917	Lflavo2a011669P1	KAF7387898.1
OG0007919	Lflavo2a013525P1	KAF7386009.1
OG0007920	Lflavo2a000235P1	KAF7396482.1
OG0007922	Lflavo2a007216P1	KAF7402860.1
OG0007923	Lflavo2a000832P1	KAF7402288.1
OG0007924	Lflavo2a012214P1	KAF7404845.1
OG0007926	Lflavo2a003638P1	KAF7378828.1
OG0007927	Lflavo2a009531P1	KAF7384318.1
OG0007929	Lflavo2a011715P1	KAF7403034.1
OG0007930	Lflavo2a011326P1	KAF7408081.1
OG0007932	Lflavo2a008608P1	KAF7394662.1
OG0007935	Lflavo2a003757P1	KAF7379996.1
OG0007936	Lflavo2a008305P1	KAF7388133.1
OG0007937	Lflavo2a005277P1	KAF7411275.1
OG0007938	Lflavo2a004443P1	KAF7386671.1
OG0007939	Lflavo2a013207P1	KAF7395146.1
OG0007941	Lflavo2a013018P1	KAF7393047.1
OG0007942	Lflavo2a012923P1	KAF7393065.1
OG0007943	Lflavo2a004893P1	KAF7405429.1
OG0007947	Lflavo2a009584P1	KAF7407938.1
OG0007949	Lflavo2a000396P1	KAF7407996.1
OG0007950	Lflavo2a004419P1	KAF7407188.1
OG0007951	Lflavo2a006573P1	KAF7402940.1
OG0007953	Lflavo2a001063P1	KAF7382714.1
OG0007954	Lflavo2a000118P1	KAF7412449.1
OG0007955	Lflavo2a000266P1	KAF7392593.1
OG0007956	Lflavo2a003444P1	KAF7399044.1
OG0007957	Lflavo2a010390P1	KAF7385031.1
OG0007958	Lflavo2a002867P1	KAF7392693.1
OG0007959	Lflavo2a001445P1	KAF7392720.1, KAF7393020.1
OG0007960	Lflavo2a001230P1	KAF7383455.1
OG0007961	Lflavo2a001090P1	KAF7400364.1
OG0007963	Lflavo2a008372P1, Lflavo2a002613P1	KAF7389235.1
OG0007965	Lflavo2a013100P1	KAF7386754.1, KAF7386755.1
OG0007966	Lflavo2a009009P1	KAF7386764.1
OG0007968	Lflavo2a002192P1	KAF7394814.1
OG0007972	Lflavo2a001581P1	KAF7390896.1
OG0007974	Lflavo2a010046P1	KAF7383355.1
OG0007975	Lflavo2a007209P1	KAF7407342.1
OG0007976	Lflavo2a000371P1	KAF7386984.1
OG0007977	Lflavo2a000943P1	KAF7383383.1
OG0007979	Lflavo2a005088P1	KAF7412123.1
OG0007980	Lflavo2a002434P1	KAF7380697.1
OG0007981	Lflavo2a003211P2	KAF7402902.1
OG0007982	Lflavo2a001129P1, Lflavo2a001176P1	KAF7402637.1, KAF7402640.1
OG0007983	Lflavo2a001713P1	KAF7412345.1
OG0007984	Lflavo2a007234P1	KAF7411296.1
