Orthogroup	Liostenogaster_flavolineata	Nasonia_vitripennis
OG0005340	Lflavo2a000744P1	XP_001602662.1
OG0005341	Lflavo2a006302P1	XP_001601123.1, XP_016837719.1
OG0005342	Lflavo2a003758P1	XP_001602132.1, XP_031785035.1
OG0005343	Lflavo2a013127P1	XP_001602513.2
OG0005344	Lflavo2a011529P1	XP_001600642.1
OG0005345	Lflavo2a006880P1	NP_001164390.1, XP_031778372.1
OG0005347	Lflavo2a013322P1	XP_001606814.2, XP_008213655.1, XP_016839883.1
OG0005348	Lflavo2a001709P1	XP_003427139.1
OG0005349	Lflavo2a008954P1	XP_008210384.1
OG0005350	Lflavo2a013957P1	XP_008213414.1, XP_008213415.1
OG0005351	Lflavo2a003166P1	XP_001600741.1
OG0005352	Lflavo2a013214P1	XP_001606338.1
OG0005353	Lflavo2a000697P1	XP_003425503.1
OG0005354	Lflavo2a004038P1	XP_001600196.2
OG0005355	Lflavo2a011369P1, Lflavo2a011369P2	XP_003426520.1
OG0005356	Lflavo2a009213P1	XP_001600005.1, XP_031778489.1, XP_032452707.1
OG0005357	Lflavo2a008853P1	NP_001123319.1, NP_001129999.1
OG0005359	Lflavo2a007044P1	NP_001161451.1, XP_032453602.1
OG0005360	Lflavo2a000360P1	XP_031784933.1, XP_031784934.1
OG0005362	Lflavo2a002657P1	XP_008204427.3
OG0005364	Lflavo2a001292P1, Lflavo2a001292P2	XP_003426724.1
OG0005365	Lflavo2a000108P1	XP_016840903.1, XP_032455409.1, XP_032455410.1
OG0005366	Lflavo2a001336P1	XP_003425833.1, XP_031780570.1, XP_016837468.1
OG0005367	Lflavo2a003849P1	XP_003425656.1
OG0005368	Lflavo2a006814P1	XP_008215712.3, XP_016840093.2
OG0005369	Lflavo2a011437P1	XP_016839114.1, XP_032453859.1
OG0005370	Lflavo2a010155P1	XP_031786582.1
OG0005371	Lflavo2a004377P1	XP_003427653.1
OG0005372	Lflavo2a002773P1	XP_003427799.1, XP_001601225.2, XP_016844446.1
OG0005373	Lflavo2a012847P1	XP_016840768.1, XP_031785670.1
OG0005374	Lflavo2a001994P1	XP_016838218.1
OG0005375	Lflavo2a014031P1	XP_001605124.1, XP_032452329.1
OG0005376	Lflavo2a009872P1	NP_001165810.1
OG0005377	Lflavo2a007729P1, Lflavo2a007729P2	XP_001602901.1
OG0005379	Lflavo2a010683P1	XP_016840254.2
OG0005380	Lflavo2a011288P1	XP_001601073.1
OG0005381	Lflavo2a014133P1	XP_008208969.1
OG0005382	Lflavo2a003276P1, Lflavo2a003276P2	XP_003428006.1
OG0005383	Lflavo2a006756P1	XP_003424112.1
OG0005384	Lflavo2a000136P1, Lflavo2a000136P2	NP_001153351.1
OG0005386	Lflavo2a002415P1	NP_001165799.1
OG0005387	Lflavo2a001275P1	XP_001605332.2, XP_016840461.1
OG0005388	Lflavo2a000963P1	XP_003426680.1
OG0005389	Lflavo2a006039P1	XP_001607907.2
OG0005390	Lflavo2a002979P1	XP_001607904.1
OG0005391	Lflavo2a008516P1	XP_016844741.2, XP_016844742.2
OG0005392	Lflavo2a002069P1, Lflavo2a002069P2	XP_001605963.1
OG0005393	Lflavo2a010536P1	XP_001605001.1
OG0005394	Lflavo2a014235P1	XP_008211498.1
OG0005395	Lflavo2a014255P1	XP_008211499.1
OG0005396	Lflavo2a014274P1	XP_031784910.1
OG0005397	Lflavo2a004961P1	XP_001608071.1, XP_008215844.1, XP_032456945.1
OG0005400	Lflavo2a006933P1	NP_001135804.1
OG0005402	Lflavo2a005934P1	XP_001602660.1, XP_031786333.1
OG0005403	Lflavo2a011731P1	XP_031783271.1, XP_031783272.1
OG0005404	Lflavo2a011743P1	XP_008205463.2
OG0005405	Lflavo2a007191P1, Lflavo2a007191P3	NP_001127794.1, XP_008202520.1
OG0005406	Lflavo2a007433P1	XP_031784019.1, XP_031784022.1
OG0005407	Lflavo2a000216P1	XP_031777949.1
OG0005408	Lflavo2a008623P1	XP_008213769.1, XP_008213775.1
OG0005409	Lflavo2a013312P1	XP_001603573.1, NP_001154986.1, XP_001603544.1
OG0005410	Lflavo2a000391P1	XP_031787885.1, XP_031787886.1, XP_031787887.1
OG0005411	Lflavo2a014244P1, Lflavo2a014244P2	NP_001161324.1
OG0005412	Lflavo2a000987P1	XP_016844903.1, XP_016844904.1
OG0005413	Lflavo2a012003P1	XP_001601499.1, XP_016843586.1
OG0005414	Lflavo2a005705P1	XP_001606869.2
OG0005416	Lflavo2a009562P1	XP_031786925.1
OG0005417	Lflavo2a006591P1	XP_001601371.1, XP_008203420.1
OG0005418	Lflavo2a001231P1	XP_003423903.1, XP_016845588.1, XP_003425655.1, XP_008203428.1
OG0005420	Lflavo2a000522P1	XP_001600828.1
OG0005421	Lflavo2a008881P1	XP_001606754.1
OG0005422	Lflavo2a011653P1, Lflavo2a011682P1	XP_008209509.1
OG0005423	Lflavo2a010602P1	XP_031779096.1, XP_031779097.1
OG0005424	Lflavo2a012851P1	XP_008202235.1, XP_031779251.1
OG0005425	Lflavo2a013443P1	XP_016837049.2
OG0005426	Lflavo2a007455P1	XP_032452452.1
OG0005428	Lflavo2a000604P1	XP_031787650.1, XP_001599719.2
OG0005429	Lflavo2a010385P1	XP_001607813.1
OG0005430	Lflavo2a014185P1	XP_031778983.1
OG0005431	Lflavo2a005756P1	NP_001154953.1, XP_008205976.1
OG0005432	Lflavo2a003938P3, Lflavo2a003938P1, Lflavo2a003938P2	XP_008205429.1
OG0005433	Lflavo2a011021P1	XP_001606538.2, XP_008211559.1, XP_031785147.1
OG0005434	Lflavo2a002727P1	XP_008215783.2
OG0005435	Lflavo2a006118P1, Lflavo2a006118P2	XP_031781547.1
OG0005436	Lflavo2a007184P1, Lflavo2a007184P2	XP_016837236.1
OG0005437	Lflavo2a004859P1	XP_016838165.1
OG0005438	Lflavo2a004460P1	XP_016840583.1
OG0005440	Lflavo2a003037P1	XP_001607450.1, XP_003426701.1, XP_031786874.1
OG0005441	Lflavo2a014000P1	XP_031778434.1
OG0005442	Lflavo2a000723P1	XP_031781381.1
OG0005444	Lflavo2a003243P1	XP_008209391.1
OG0005445	Lflavo2a000369P1	XP_016841674.1, XP_031788670.1
OG0005446	Lflavo2a000352P1	XP_001601511.3
OG0005447	Lflavo2a003025P1	XP_008202189.1, XP_008202190.1
OG0005448	Lflavo2a009574P1	XP_001608280.1, XP_008215875.1
OG0005449	Lflavo2a008290P1	XP_008212395.1, XP_008212397.1
OG0005451	Lflavo2a013972P1	XP_001604752.1, XP_016842588.1
OG0005452	Lflavo2a010099P1	XP_001599507.2, XP_031777418.1
OG0005453	Lflavo2a014279P1	XP_008217430.1, XP_031782496.1, XP_031782501.1
OG0005454	Lflavo2a012404P2	XP_031779462.1
OG0005455	Lflavo2a004968P1	XP_003424561.1
OG0005456	Lflavo2a002927P1	XP_001599857.1
OG0005457	Lflavo2a012953P1	XP_008210868.1, XP_031784270.1, XP_032457040.1
OG0005459	Lflavo2a012131P1	XP_003423956.1
OG0005460	Lflavo2a007629P1	XP_003424819.2, XP_032456882.1
OG0005461	Lflavo2a008590P1	XP_003427857.1, XP_003427858.1, XP_031780013.1, XP_031781641.1
OG0005463	Lflavo2a014348P1, Lflavo2a014348P2	XP_001606083.1, XP_008206432.1
OG0005464	Lflavo2a007576P1	XP_001605620.1
OG0005465	Lflavo2a003159P1	XP_001606713.2, XP_031779697.1
OG0005466	Lflavo2a003244P1, Lflavo2a003244P2	XP_016837828.1
OG0005467	Lflavo2a003239P1	XP_001602378.2, XP_016838510.1
OG0005468	Lflavo2a005470P1	XP_008206089.1, XP_032456318.1
OG0005469	Lflavo2a007981P1	XP_016845792.1, XP_016845793.1
OG0005471	Lflavo2a009932P1	XP_008211616.1, XP_008211617.1, XP_032455783.1
OG0005472	Lflavo2a012813P1	XP_016843551.1
OG0005473	Lflavo2a008234P1	XP_001606024.1, XP_016843862.1
OG0005474	Lflavo2a008197P1	XP_001602920.1
OG0005475	Lflavo2a008042P4, Lflavo2a008042P2, Lflavo2a008042P1, Lflavo2a008042P3	NP_001123257.1
OG0005476	Lflavo2a013072P1	NP_001136168.1
OG0005477	Lflavo2a013083P1	XP_003424399.1, XP_031783240.1
OG0005478	Lflavo2a006182P1	XP_001605481.1
OG0005479	Lflavo2a006011P1, Lflavo2a013070P1	XP_016839895.1
OG0005480	Lflavo2a012758P1	XP_001600621.1, XP_008206186.1, XP_008206190.1
OG0005481	Lflavo2a008084P1	XP_008202575.1, XP_032451770.1
OG0005482	Lflavo2a000886P1	XP_001602026.3
OG0005483	Lflavo2a000900P1	XP_001599713.1
OG0005484	Lflavo2a000927P1	XP_016840687.1, XP_016840693.1, XP_031778214.1
OG0005485	Lflavo2a012320P1	XP_001606048.1, XP_008217085.1
OG0005486	Lflavo2a006527P1	XP_032457598.1, XP_001602166.1, XP_008207789.1
OG0005488	Lflavo2a009195P1	XP_031778822.1, XP_031778823.1
OG0005491	Lflavo2a004481P1	XP_016845489.1
OG0005492	Lflavo2a009618P1	XP_008205069.1, XP_016841729.1
OG0005493	Lflavo2a004430P1	XP_031787102.1
OG0005494	Lflavo2a009482P1	XP_001603456.1
OG0005495	Lflavo2a004281P1	XP_003424917.1
OG0005496	Lflavo2a003692P1	XP_001606025.1, XP_008211017.1
OG0005497	Lflavo2a007214P1	XP_001602606.2
OG0005498	Lflavo2a012022P1	XP_031787778.1
OG0005499	Lflavo2a005951P1	XP_003424329.1
OG0005500	Lflavo2a002818P1	XP_003426379.1, XP_032454152.1
OG0005501	Lflavo2a001955P1	XP_001599879.1
OG0005502	Lflavo2a013515P1	XP_031784376.1, XP_031784377.1
OG0005503	Lflavo2a005399P1	XP_001606851.1
OG0005504	Lflavo2a005621P1	NP_001135855.1, XP_032454702.1
OG0005506	Lflavo2a013051P1	XP_001608305.1
OG0005507	Lflavo2a010671P1	XP_001606460.1
OG0005508	Lflavo2a004154P1, Lflavo2a004154P2	XP_001607444.2, XP_008214961.1
OG0005509	Lflavo2a006311P1	XP_031778437.1
OG0005511	Lflavo2a003702P1	XP_001604167.1, XP_008205307.1
OG0005512	Lflavo2a000484P1	NP_001164375.1, XP_031776589.1, XP_031776591.1
OG0005513	Lflavo2a000477P1	XP_031779698.1
OG0005514	Lflavo2a001551P1	XP_001603834.1
OG0005515	Lflavo2a008263P1	XP_001600041.2
OG0005516	Lflavo2a003663P1	XP_001600982.1
OG0005517	Lflavo2a003665P1	XP_016837124.1
OG0005518	Lflavo2a007547P1	XP_031787225.1
OG0005519	Lflavo2a003656P1	XP_001604742.4, XP_016837891.1
OG0005520	Lflavo2a013415P1	XP_001602262.1
OG0005521	Lflavo2a006680P1	XP_031776905.1
OG0005522	Lflavo2a000555P1	XP_001604968.1, XP_031785062.1
OG0005523	Lflavo2a004625P1	XP_001607868.2
OG0005524	Lflavo2a003275P1	XP_031781591.2
OG0005525	Lflavo2a006722P1	XP_001603173.2
OG0005526	Lflavo2a011011P1	XP_001602349.1
OG0005527	Lflavo2a006278P1	XP_008202255.1
OG0005528	Lflavo2a007744P1, Lflavo2a007744P2	NP_001136327.1, XP_031777518.1
OG0005530	Lflavo2a004372P1	NP_001127782.1
OG0005531	Lflavo2a008336P1	XP_031780646.1, XP_031780647.1
OG0005532	Lflavo2a008270P1	XP_001599263.1
OG0005533	Lflavo2a007298P1	XP_016838322.1, XP_031780733.1
OG0005534	Lflavo2a011497P1, Lflavo2a011497P2	XP_001603009.1
OG0005535	Lflavo2a011520P1	XP_008213531.1, XP_008213532.1
OG0005536	Lflavo2a009462P1	XP_001604506.2
OG0005537	Lflavo2a009793P1	NP_001161446.1
OG0005539	Lflavo2a001572P1	XP_031782411.1, XP_031782413.1, XP_032453926.1
OG0005540	Lflavo2a007124P1	XP_003423857.1
OG0005541	Lflavo2a010738P1, Lflavo2a010699P1	XP_031780106.1
OG0005542	Lflavo2a013452P1	XP_001607315.1, XP_008214908.1
OG0005543	Lflavo2a011293P1	XP_031779196.1
OG0005544	Lflavo2a012220P1	XP_001606446.1
OG0005545	Lflavo2a013563P1	XP_008215233.1, XP_016845937.1, XP_031777195.1
OG0005546	Lflavo2a013553P1	XP_031777197.1
OG0005547	Lflavo2a005432P1	XP_032452301.1, XP_008209208.1, XP_001601205.2
OG0005548	Lflavo2a012206P1	XP_001602514.1
OG0005549	Lflavo2a003393P1	XP_001605210.1
OG0005550	Lflavo2a007311P1	XP_001605552.2
OG0005551	Lflavo2a007308P1	XP_032452317.1
OG0005552	Lflavo2a012459P1, Lflavo2a012459P2	XP_031786891.1, XP_032456149.1
OG0005554	Lflavo2a005369P1	XP_008208747.1, XP_008208748.1, XP_008208749.1
OG0005555	Lflavo2a008980P1	XP_001607437.2, XP_031778176.1, XP_032452343.1
OG0005556	Lflavo2a007318P1	XP_031784838.1
OG0005557	Lflavo2a012549P1	XP_001604350.2
OG0005558	Lflavo2a000034P2, Lflavo2a011678P1	XP_001605234.1
OG0005559	Lflavo2a000495P1	XP_003424804.1, XP_032457649.1
OG0005560	Lflavo2a003151P1	XP_001601889.1
OG0005561	Lflavo2a009027P3, Lflavo2a009027P1, Lflavo2a009027P2	XP_016845611.1
OG0005562	Lflavo2a009783P1	XP_001600933.1
OG0005563	Lflavo2a007886P1	XP_001600760.1, XP_008213277.1
OG0005564	Lflavo2a007075P1, Lflavo2a007075P3	XP_001604608.1
OG0005565	Lflavo2a007233P1	NP_001165794.1
OG0005566	Lflavo2a005312P1	XP_001605980.1
OG0005567	Lflavo2a002641P1	XP_008207591.1, XP_016841493.1
OG0005568	Lflavo2a002550P1	XP_001608008.2
OG0005569	Lflavo2a002594P2	XP_008207570.1
OG0005570	Lflavo2a008570P1	XP_008202438.1, XP_016842705.1, XP_031777400.1
OG0005572	Lflavo2a002968P1	XP_031785381.1
OG0005573	Lflavo2a012343P2, Lflavo2a012343P1, Lflavo2a012343P3	XP_031781135.1, XP_031781136.1
OG0005574	Lflavo2a012281P1	XP_001607324.1
OG0005575	Lflavo2a003435P1	XP_016840783.1
OG0005576	Lflavo2a012310P1	XP_001601295.1
OG0005577	Lflavo2a002669P1	XP_008204117.1, XP_016842874.1, XP_032455280.1
OG0005578	Lflavo2a009694P1	XP_001603780.2
OG0005579	Lflavo2a012295P1	XP_008211659.1, XP_008211660.1
OG0005580	Lflavo2a002686P1	XP_031785493.1, XP_031785494.1, XP_032455734.1
OG0005581	Lflavo2a008370P1	XP_031785753.1
OG0005582	Lflavo2a005165P1	XP_001600218.2
OG0005583	Lflavo2a011686P1, Lflavo2a011686P2	XP_031776973.1, XP_031776974.1
OG0005585	Lflavo2a013958P1, Lflavo2a013958P5	XP_001608301.1
OG0005586	Lflavo2a003049P1	XP_016838743.1, XP_031782351.1
OG0005587	Lflavo2a011018P1	XP_032456228.1, XP_032456229.1
OG0005588	Lflavo2a004033P1	XP_031781617.1, XP_031781618.1
OG0005589	Lflavo2a005200P1, Lflavo2a005200P2	XP_001606627.1
OG0005590	Lflavo2a008614P1	XP_031776738.1, XP_031776739.2, XP_032452114.1
OG0005591	Lflavo2a001469P1	XP_031783610.1
OG0005592	Lflavo2a002858P1	XP_008212773.1, XP_008212775.1, XP_008212776.1
OG0005593	Lflavo2a005203P1	XP_001599542.2
OG0005594	Lflavo2a013640P1, Lflavo2a013640P2	XP_003424434.1
OG0005595	Lflavo2a007332P1, Lflavo2a003177P1	XP_001607901.1
OG0005596	Lflavo2a006007P1, Lflavo2a006007P3	XP_031782509.1
OG0005597	Lflavo2a004164P1	XP_001604197.1, XP_008213381.1
OG0005598	Lflavo2a008957P1	XP_008212951.1
OG0005599	Lflavo2a000156P1	XP_031782083.1, XP_031782084.1
OG0005600	Lflavo2a012717P1	XP_008215942.1, XP_032456961.1
OG0005601	Lflavo2a013865P1	XP_003424109.1
OG0005602	Lflavo2a012892P1	XP_001602329.2
OG0005604	Lflavo2a012735P1	XP_008210993.1
OG0005605	Lflavo2a001950P1	XP_032456838.1
OG0005606	Lflavo2a014207P1	XP_031783108.1
OG0005607	Lflavo2a007503P1, Lflavo2a007503P2, Lflavo2a007503P3	XP_008215970.1
OG0005608	Lflavo2a014098P1	XP_001603116.2
OG0005609	Lflavo2a004032P1	XP_001606493.1
OG0005610	Lflavo2a002924P1	XP_001604737.1
OG0005611	Lflavo2a011342P1	XP_003424075.2
OG0005612	Lflavo2a009256P1	XP_001607313.2
OG0005613	Lflavo2a001474P1	XP_016845748.1, XP_032457019.1
OG0005615	Lflavo2a013870P1, Lflavo2a013870P2	XP_031783937.1, XP_032457783.1
OG0005616	Lflavo2a004186P1	XP_008212659.1
OG0005617	Lflavo2a010294P1	NP_001122572.1, XP_016842149.1, XP_031778071.1
OG0005619	Lflavo2a003827P1, Lflavo2a003827P2	XP_003426130.1
OG0005622	Lflavo2a002930P1	XP_001607054.2
OG0005623	Lflavo2a001077P1	XP_016839408.1, XP_016839409.1
OG0005624	Lflavo2a004758P1	NP_001165821.1
OG0005626	Lflavo2a008765P1	XP_031778520.1
OG0005627	Lflavo2a002245P1	NP_001165797.1
OG0005628	Lflavo2a013858P1	XP_001606624.1
OG0005629	Lflavo2a009350P1	XP_001606551.3, XP_016841854.1
OG0005630	Lflavo2a012002P1	XP_008207398.1, XP_008207406.1, XP_032456145.1
OG0005631	Lflavo2a013751P1	XP_001606064.1
OG0005632	Lflavo2a000933P1	XP_016842668.1
OG0005633	Lflavo2a004923P1	XP_001606736.1
OG0005634	Lflavo2a004898P1	XP_001606725.1, XP_032456602.1, XP_032456603.1
OG0005635	Lflavo2a009797P1	XP_001606511.2, XP_016839238.1
OG0005636	Lflavo2a012922P1	XP_003427046.1
OG0005637	Lflavo2a006430P2	XP_001603354.2
OG0005639	Lflavo2a012732P1	XP_032451976.1
OG0005640	Lflavo2a001436P1	XP_001604860.1, XP_003424173.1
OG0005642	Lflavo2a008525P1	XP_001600308.4
OG0005643	Lflavo2a008419P1	XP_003427651.1
OG0005644	Lflavo2a010236P1	XP_008214638.1
OG0005645	Lflavo2a003713P1	XP_016842024.1, XP_031788331.1
OG0005646	Lflavo2a007909P1	XP_031785839.1
OG0005647	Lflavo2a003480P1	XP_001601669.2
OG0005648	Lflavo2a013219P1	XP_001606752.1
OG0005649	Lflavo2a006292P1	XP_001601096.1
OG0005650	Lflavo2a010399P1	XP_031789623.1, XP_032455075.1
OG0005651	Lflavo2a005454P1	XP_001605214.2
OG0005653	Lflavo2a003599P1	XP_001604954.1, XP_032456676.1
OG0005654	Lflavo2a012482P1	XP_003425640.1
OG0005656	Lflavo2a011443P1	XP_031788334.1
OG0005658	Lflavo2a007711P1	XP_031777079.1
OG0005659	Lflavo2a003349P1	XP_031777278.1
OG0005660	Lflavo2a005376P1	XP_031780208.1
OG0005661	Lflavo2a002191P1	XP_031785041.1
OG0005662	Lflavo2a008298P1, Lflavo2a008298P2	XP_008207083.2
OG0005663	Lflavo2a013954P1	XP_031783319.1, XP_031783320.1
OG0005664	Lflavo2a011038P1	XP_031778747.1
OG0005665	Lflavo2a013453P1	XP_001607130.2
OG0005666	Lflavo2a008196P1	XP_016842856.2
OG0005667	Lflavo2a005099P1	XP_001603273.3
OG0005668	Lflavo2a006794P1	XP_003424919.1, XP_016837942.1
OG0005669	Lflavo2a005325P1	XP_001602209.1, XP_008207720.1
OG0005670	Lflavo2a000839P1	XP_008212645.1, XP_031779361.1
OG0005671	Lflavo2a013483P1	XP_001601192.2
OG0005673	Lflavo2a002031P3, Lflavo2a002031P1, Lflavo2a002031P2	XP_031778770.1
OG0005674	Lflavo2a004960P1	XP_008208106.2, XP_016837375.1
OG0005675	Lflavo2a013698P1	XP_001602750.1
OG0005676	Lflavo2a004663P1, Lflavo2a004663P2, Lflavo2a004663P3	XP_003424158.1, XP_032453416.1
OG0005677	Lflavo2a001980P1	XP_016845504.1
OG0005678	Lflavo2a011711P1	XP_016838802.1, XP_016838803.1
OG0005679	Lflavo2a004676P1	XP_001602843.2
OG0005680	Lflavo2a004671P1	XP_008204605.1, XP_008204606.1, XP_016839643.1
OG0005681	Lflavo2a003750P1	NP_001288291.1, XP_031779943.1
OG0005683	Lflavo2a006477P1	XP_003425937.1
OG0005684	Lflavo2a010083P1	XP_001607539.1, XP_032453267.1
OG0005685	Lflavo2a005915P1	XP_008204920.1, XP_008204921.1
OG0005687	Lflavo2a012245P1	XP_001603476.3, XP_001607185.1, XP_016840435.1
OG0005688	Lflavo2a010228P1	NP_001165931.1
OG0005689	Lflavo2a008211P1	XP_008211581.1
OG0005690	Lflavo2a008609P1	XP_001600888.1
OG0005691	Lflavo2a010252P1	XP_016845356.1, XP_031786585.1
OG0005692	Lflavo2a000708P1	XP_001607812.1, XP_008207443.1
OG0005693	Lflavo2a003482P1	XP_001599389.1
OG0005694	Lflavo2a008254P1	XP_008211582.2
OG0005695	Lflavo2a009216P1	XP_031778818.1
OG0005696	Lflavo2a006067P1	XP_031778502.1, XP_031778503.1
OG0005697	Lflavo2a006378P1	XP_001599511.2, XP_008208599.1
OG0005699	Lflavo2a009391P1	XP_001601618.1
OG0005700	Lflavo2a004931P1	XP_001607847.1
OG0005701	Lflavo2a013275P1	XP_001604908.2, XP_016840113.1
OG0005703	Lflavo2a004175P1	XP_031785168.1
OG0005705	Lflavo2a008940P1	NP_001136347.1
OG0005706	Lflavo2a011362P1	XP_001603197.1
OG0005707	Lflavo2a009230P1	XP_001607641.1, XP_008212807.1
OG0005708	Lflavo2a011364P1	XP_001602245.2, XP_031778742.1
OG0005709	Lflavo2a000310P1	XP_032458142.1, XP_008202832.1, XP_031777724.1, XP_031777725.1
OG0005710	Lflavo2a011649P1	XP_001605224.2
OG0005711	Lflavo2a011542P1	XP_031787046.1, XP_031787047.1
OG0005712	Lflavo2a002756P1	NP_001166078.1
OG0005713	Lflavo2a008071P1	XP_001606058.1
OG0005714	Lflavo2a008356P1	NP_001123524.1, XP_016840988.1
OG0005715	Lflavo2a008654P1	XP_003426545.1
OG0005716	Lflavo2a000305P1	XP_001601715.2, XP_016843596.1
OG0005717	Lflavo2a010944P1	XP_008210584.1
OG0005719	Lflavo2a001446P1, Lflavo2a001446P2	XP_032455209.1
OG0005720	Lflavo2a013579P1, Lflavo2a013579P2	XP_001604338.1, XP_031781259.1
OG0005722	Lflavo2a000070P1	XP_008210112.1
OG0005723	Lflavo2a001274P1	XP_016845921.1
OG0005724	Lflavo2a005191P1, Lflavo2a005191P2	XP_001604234.2
OG0005725	Lflavo2a007303P1, Lflavo2a007303P2	XP_008206449.1, XP_031783413.1
OG0005729	Lflavo2a014300P1	NP_001127915.1
OG0005730	Lflavo2a014229P1	XP_001599242.1, XP_008217423.1, XP_016842100.1
OG0005732	Lflavo2a009902P1	XP_016845654.1
OG0005733	Lflavo2a009021P1	XP_001599746.2
OG0005734	Lflavo2a003653P1	XP_001604720.2, XP_008211130.1
OG0005735	Lflavo2a005374P1	XP_001604475.1
OG0005737	Lflavo2a003364P1	XP_008208105.1, XP_016837879.1
OG0005738	Lflavo2a002708P1	XP_001608270.1
OG0005739	Lflavo2a005122P1	XP_031786934.1
OG0005740	Lflavo2a012938P1	XP_001607506.1
OG0005741	Lflavo2a011923P1	XP_008211879.1, XP_016840458.1
OG0005742	Lflavo2a007653P1	XP_001607955.1
OG0005743	Lflavo2a006216P2	XP_032455694.1
OG0005744	Lflavo2a010205P1	XP_001600330.1
OG0005745	Lflavo2a009111P1	XP_001604952.1
OG0005748	Lflavo2a006418P1	XP_008216975.1, XP_008216983.1
OG0005749	Lflavo2a014148P1	XP_008216418.1
OG0005751	Lflavo2a012917P1	XP_001600065.1, XP_008210828.1, XP_016845903.1
OG0005752	Lflavo2a011532P1	XP_001599810.1
OG0005753	Lflavo2a013677P1	XP_016840773.1, XP_016840774.1, XP_032455623.1
OG0005755	Lflavo2a000296P1	XP_031782097.1
OG0005757	Lflavo2a013701P1	XP_031777893.1, XP_031777894.1
OG0005758	Lflavo2a007048P1	XP_008214301.1, XP_031782625.1
OG0005759	Lflavo2a007078P1	XP_001605965.2
OG0005760	Lflavo2a001524P1	XP_001599953.1
OG0005761	Lflavo2a006393P1	XP_001605302.1
OG0005762	Lflavo2a011958P1	XP_001603303.2, XP_008208091.1
OG0005763	Lflavo2a010908P1	XP_008203897.1, XP_016839347.1, XP_016839348.1
OG0005764	Lflavo2a010975P1	XP_008201964.1, XP_008201965.1
OG0005765	Lflavo2a012126P1	XP_001606554.1, XP_032454044.1
OG0005766	Lflavo2a011410P1, Lflavo2a011410P2	XP_001602402.2, XP_008205999.1
OG0005768	Lflavo2a004041P1	XP_001603464.2, XP_031782554.1
OG0005769	Lflavo2a011425P1	XP_001607970.1
OG0005770	Lflavo2a001085P1	XP_001606822.2, XP_031781982.1
OG0005771	Lflavo2a002611P1	XP_001603612.2
OG0005772	Lflavo2a013792P1	XP_001603241.1
OG0005773	Lflavo2a012772P1	XP_008214272.1
OG0005774	Lflavo2a014022P1	XP_016842446.1, XP_031788389.1
OG0005775	Lflavo2a013950P1	XP_001606946.2, XP_016840147.1
OG0005776	Lflavo2a009207P1	XP_001602711.2, XP_008216883.1, XP_032456016.1
OG0005777	Lflavo2a010519P1	XP_031779554.1, XP_008212464.1, XP_008212467.1
OG0005778	Lflavo2a003438P1	XP_003425626.2, XP_016842771.1, XP_032456497.1, XP_008203234.1
OG0005779	Lflavo2a014135P1	XP_008212439.1
OG0005780	Lflavo2a004565P1	XP_001603728.2, XP_008215192.1, XP_032455248.1, XP_032455249.1
OG0005781	Lflavo2a007498P2, Lflavo2a007498P1, Lflavo2a007498P3	XP_031778842.1, XP_031778843.1
OG0005782	Lflavo2a005077P1	XP_031778931.1, XP_031778932.1
OG0005783	Lflavo2a013176P2, Lflavo2a013176P1, Lflavo2a013176P3	XP_031779052.1
OG0005784	Lflavo2a007622P1	XP_003424645.1
OG0005786	Lflavo2a005284P1, Lflavo2a005284P2	XP_001602761.1
OG0005787	Lflavo2a002464P1	XP_001606126.1
OG0005790	Lflavo2a007441P1	NP_001153475.1
OG0005791	Lflavo2a008153P1	XP_008211366.1, XP_008211367.1
OG0005793	Lflavo2a007766P1	XP_031777917.1, XP_031777918.1
OG0005794	Lflavo2a009568P1	XP_008205042.2, XP_016837916.1
OG0005795	Lflavo2a001296P1	XP_001604471.2, XP_032454164.1
OG0005797	Lflavo2a003225P1	XP_003425094.1, XP_031787178.1
OG0005798	Lflavo2a011666P1	XP_031783576.1
OG0005799	Lflavo2a012330P1	XP_016840784.1
OG0005800	Lflavo2a006178P1	XP_032454907.1
OG0005801	Lflavo2a006155P1	XP_031784512.1, XP_031784513.1
OG0005802	Lflavo2a005523P1	XP_003427589.1
OG0005803	Lflavo2a001508P1	XP_001604719.1, XP_008210900.1, XP_008210901.1
OG0005804	Lflavo2a012961P1	XP_031785126.1, XP_031776777.1, XP_031776778.1
OG0005805	Lflavo2a009708P1, Lflavo2a009708P2	XP_001603690.2
OG0005806	Lflavo2a007963P1	XP_008208483.1
OG0005807	Lflavo2a007987P2, Lflavo2a007987P1, Lflavo2a007987P3	XP_001604758.1
OG0005808	Lflavo2a000658P1	XP_031778965.1
OG0005809	Lflavo2a008007P1	XP_016845791.1
OG0005810	Lflavo2a002724P1, Lflavo2a002724P2	XP_008217904.1
OG0005811	Lflavo2a014061P1	XP_003427576.1
OG0005812	Lflavo2a008247P1	XP_003426941.1, XP_008208676.1, XP_008208677.1
OG0005813	Lflavo2a012881P1	XP_031780551.1
OG0005814	Lflavo2a006021P1, Lflavo2a006021P2	NP_001155063.1, XP_008212394.1, XP_016837010.1
