Orthogroup	Liostenogaster_flavolineata	Apis_mellifera
OG0007549	Lflavo2a009541P1	XP_001122204.2
OG0007550	Lflavo2a007974P1	XP_001122212.1
OG0007551	Lflavo2a005311P1	XP_001122278.1
OG0007553	Lflavo2a009005P1	XP_001122379.3
OG0007554	Lflavo2a002983P1	XP_001122387.2
OG0007555	Lflavo2a007186P1, Lflavo2a007186P2	XP_001122445.1
OG0007556	Lflavo2a005831P1	XP_001122477.1, XP_006570356.1
OG0007557	Lflavo2a004417P1	XP_001122483.1
OG0007558	Lflavo2a012921P1	XP_001122522.2
OG0007559	Lflavo2a001130P1	XP_001122533.3
OG0007561	Lflavo2a008032P1	XP_016766863.1, XP_001122573.3, XP_016766862.1
OG0007562	Lflavo2a014086P1, Lflavo2a010459P1	XP_001122620.2
OG0007563	Lflavo2a014153P1	XP_001122788.1
OG0007564	Lflavo2a005615P1	XP_001122842.2
OG0007565	Lflavo2a001805P1	XP_001122939.2
OG0007566	Lflavo2a008219P1	XP_001122994.2, XP_026299300.1
OG0007568	Lflavo2a000423P1	XP_001123179.2
OG0007569	Lflavo2a006579P1	XP_001123212.2
OG0007570	Lflavo2a007531P1	XP_001123223.3
OG0007571	Lflavo2a011997P1	XP_001123248.2
OG0007572	Lflavo2a003030P1	XP_001123307.2
OG0007573	Lflavo2a008822P1	XP_003249130.2
OG0007574	Lflavo2a000451P1, Lflavo2a000451P2	XP_003249152.1, XP_006557728.1
OG0007575	Lflavo2a008699P1	XP_003249153.1
OG0007576	Lflavo2a006495P1	XP_003249154.1
OG0007577	Lflavo2a012189P1	XP_003249184.2
OG0007578	Lflavo2a010508P1	XP_003249307.1
OG0007579	Lflavo2a006094P1	XP_003249380.1
OG0007580	Lflavo2a011192P1	XP_003249386.1
OG0007581	Lflavo2a004814P1	XP_003249388.1
OG0007582	Lflavo2a014319P1	XP_003249400.1
OG0007583	Lflavo2a013129P1	XP_003249415.1, XP_006559054.1
OG0007584	Lflavo2a008761P1	XP_003249446.3
OG0007585	Lflavo2a000603P1	XP_016769164.1, XP_003249512.1, XP_006559597.1
OG0007586	Lflavo2a003645P1	XP_003249566.1, XP_016768647.1
OG0007587	Lflavo2a006486P1	XP_003249581.1
OG0007589	Lflavo2a003009P1	XP_003249613.1
OG0007590	Lflavo2a001929P1, Lflavo2a001929P2	XP_003249646.1, XP_006560295.1
OG0007591	Lflavo2a002707P1	XP_003249659.1
OG0007593	Lflavo2a009824P1	XP_003249680.1, XP_006560385.1
OG0007594	Lflavo2a005127P1	XP_003249688.1
OG0007595	Lflavo2a004632P1, Lflavo2a004632P2, Lflavo2a004632P3	XP_003249779.1
OG0007597	Lflavo2a009112P1	XP_003249830.1, XP_016771106.1
OG0007598	Lflavo2a008476P1	XP_003249871.1
OG0007599	Lflavo2a002781P1	XP_003249898.2
OG0007601	Lflavo2a013475P1	XP_003249946.2
OG0007603	Lflavo2a012201P1	XP_003249967.1, XP_016769677.1
OG0007604	Lflavo2a013484P1	XP_003249973.1
OG0007605	Lflavo2a003876P1	XP_003249988.1
OG0007606	Lflavo2a005407P1	XP_003250018.1
OG0007607	Lflavo2a006528P1	XP_003250023.2
OG0007608	Lflavo2a011946P1	XP_003250059.1
OG0007609	Lflavo2a008281P1	XP_003250098.2
OG0007611	Lflavo2a002131P1	XP_003250114.1, XP_016768243.1, XP_016768244.1
OG0007612	Lflavo2a008067P1	XP_003250167.2
OG0007613	Lflavo2a012949P1	XP_003250191.1, XP_006562979.1, XP_006562980.1
OG0007614	Lflavo2a012339P1	XP_003250223.1
OG0007615	Lflavo2a006850P1	XP_003250286.1, XP_016772073.1
OG0007617	Lflavo2a006910P1	XP_003250386.3
OG0007618	Lflavo2a012028P1, Lflavo2a012026P1	XP_003250399.1
OG0007619	Lflavo2a004582P1	XP_003250434.2, XP_006564271.2
OG0007620	Lflavo2a000518P1	XP_003250450.1
OG0007621	Lflavo2a004126P1	XP_003250467.2
OG0007622	Lflavo2a013395P1	XP_003250476.1
OG0007624	Lflavo2a011061P1	XP_003250590.3
OG0007625	Lflavo2a001287P1	XP_003250593.2
OG0007626	Lflavo2a001806P1	XP_003250659.1
OG0007628	Lflavo2a002275P1	XP_003250662.1
OG0007629	Lflavo2a012226P1	XP_003250799.1
OG0007630	Lflavo2a001585P1	XP_003250814.1
OG0007631	Lflavo2a009675P1	XP_003251000.2
OG0007632	Lflavo2a002725P1	XP_003251076.1
OG0007633	Lflavo2a006876P1, Lflavo2a006876P2	XP_003251098.2
OG0007634	Lflavo2a010242P1	XP_003251125.1
OG0007635	Lflavo2a006054P1	XP_003251197.1, XP_006568250.1
OG0007636	Lflavo2a013339P1	XP_003251225.1
OG0007637	Lflavo2a013970P1	XP_003251287.2
OG0007638	Lflavo2a013915P1, Lflavo2a013915P2	XP_003251288.1
OG0007639	Lflavo2a002658P1	XP_003251327.1, XP_006569228.1
OG0007640	Lflavo2a012757P1	XP_003251343.2, XP_006569318.2
OG0007641	Lflavo2a005513P1	XP_003251403.2
OG0007642	Lflavo2a012885P1	XP_003251447.1
OG0007644	Lflavo2a001532P1	XP_003251546.2
OG0007645	Lflavo2a010120P1	XP_003251623.1
OG0007646	Lflavo2a004369P1	XP_003251700.2
OG0007647	Lflavo2a010487P1	XP_003251728.1
OG0007648	Lflavo2a008300P1	XP_003251758.1
OG0007649	Lflavo2a010534P1, Lflavo2a010522P1	XP_006557320.2, XP_006557321.2
OG0007651	Lflavo2a011882P1	XP_006557365.1, XP_026297645.1
OG0007652	Lflavo2a008156P1	XP_006557395.1
OG0007653	Lflavo2a005919P1	XP_006557397.1
OG0007655	Lflavo2a012807P1	XP_006557711.2, XP_006557712.2
OG0007656	Lflavo2a009815P2	XP_006557746.1, XP_026301708.1
OG0007657	Lflavo2a011229P1	XP_006557795.1
OG0007658	Lflavo2a009054P1	XP_006557880.1
OG0007660	Lflavo2a001940P1	XP_006558096.1
OG0007661	Lflavo2a011379P1	XP_006558164.2
OG0007662	Lflavo2a009053P1	XP_026295858.1, XP_006558247.3
OG0007663	Lflavo2a006027P1	XP_006558378.1
OG0007664	Lflavo2a002754P1	XP_006558420.1, XP_625242.2
OG0007665	Lflavo2a010559P1	XP_006558480.1, XP_397149.2
OG0007666	Lflavo2a010373P1	XP_006558585.2
OG0007667	Lflavo2a000351P1	XP_006558601.1
OG0007668	Lflavo2a007625P1	XP_006558731.2
OG0007669	Lflavo2a007580P1	XP_006558739.1
OG0007670	Lflavo2a013299P1	XP_006558836.3
OG0007671	Lflavo2a002278P1	XP_006558850.1
OG0007672	Lflavo2a008493P1	XP_006558856.1
OG0007673	Lflavo2a000041P1	XP_006558939.1
OG0007674	Lflavo2a006271P1	XP_006559166.1, XP_006559167.1
OG0007675	Lflavo2a011402P1	XP_006559242.1
OG0007676	Lflavo2a007912P1	XP_006559342.1
OG0007677	Lflavo2a006552P1, Lflavo2a006552P2	XP_006559461.2, XP_016772612.2
OG0007678	Lflavo2a007019P1	XP_006559495.3
OG0007679	Lflavo2a003190P1	XP_006559497.1
OG0007680	Lflavo2a006490P1	XP_006559519.2
OG0007681	Lflavo2a014163P1	XP_006559529.1
OG0007682	Lflavo2a004117P1	XP_006559627.1
OG0007683	Lflavo2a002437P1	XP_006559649.1, XP_026298242.1
OG0007684	Lflavo2a011454P1	XP_006559671.1
OG0007685	Lflavo2a002451P1	XP_006559708.2
OG0007686	Lflavo2a006925P1, Lflavo2a006925P2	XP_006559764.1
OG0007688	Lflavo2a010299P1	XP_006559868.1
OG0007689	Lflavo2a003958P1	XP_006559886.1
OG0007690	Lflavo2a011233P1	XP_006559945.2
OG0007691	Lflavo2a010153P1	XP_006559947.1
OG0007692	Lflavo2a012983P1	XP_006560031.3
OG0007694	Lflavo2a010027P1	XP_006560063.1
OG0007695	Lflavo2a014186P1	XP_026297055.1, XP_026297054.1, XP_006560105.2
OG0007696	Lflavo2a003745P1	XP_006560272.2
OG0007697	Lflavo2a003742P1	XP_006560308.3
OG0007698	Lflavo2a005355P1	XP_006560437.1, XP_016771272.1
OG0007699	Lflavo2a005358P1	XP_006560491.1
OG0007700	Lflavo2a001650P1	XP_006560546.1
OG0007701	Lflavo2a004420P1	XP_006560698.2
OG0007702	Lflavo2a002974P1	XP_006560747.1, XP_016772142.1
OG0007703	Lflavo2a004927P1	XP_006560759.1
OG0007704	Lflavo2a004832P1	XP_006560854.2, XP_006560855.2
OG0007705	Lflavo2a000015P1	XP_006560957.3
OG0007706	Lflavo2a000633P2, Lflavo2a000633P1	XP_006560984.1
OG0007707	Lflavo2a000929P1	XP_006561057.2
OG0007708	Lflavo2a000956P1	XP_006561058.1, XP_016772177.1
OG0007709	Lflavo2a009679P1	XP_006561079.1
OG0007710	Lflavo2a003072P1	XP_006561085.2
OG0007711	Lflavo2a009943P1	XP_006561135.1
OG0007712	Lflavo2a009937P1	XP_006561138.2
OG0007713	Lflavo2a013979P1	XP_006561152.1, XP_026294808.1
OG0007714	Lflavo2a013816P1	XP_006561185.1
OG0007715	Lflavo2a006491P1	XP_006561337.1
OG0007716	Lflavo2a004474P1	XP_006561531.1
OG0007717	Lflavo2a012601P1	XP_006561652.2
OG0007718	Lflavo2a012548P2	XP_006561654.2
OG0007719	Lflavo2a012543P1	XP_006561658.1
OG0007720	Lflavo2a013535P1	XP_006561717.1
OG0007721	Lflavo2a001888P1	XP_006561733.1, XP_016769495.1
OG0007722	Lflavo2a008661P1	XP_006561749.1
OG0007723	Lflavo2a012174P1	XP_006561837.1
OG0007724	Lflavo2a011339P1	XP_006561975.1
OG0007725	Lflavo2a014346P1	XP_006561981.1
OG0007726	Lflavo2a003145P1	XP_006562002.1
OG0007727	Lflavo2a007997P1	XP_006562157.1
OG0007728	Lflavo2a005580P1	XP_006562215.1
OG0007729	Lflavo2a006368P1, Lflavo2a006368P2	XP_006562326.2
OG0007730	Lflavo2a009172P1	XP_006562398.1, XP_006562400.1, XP_006562397.1, XP_006562399.1
OG0007731	Lflavo2a011091P1	XP_006562412.3
OG0007732	Lflavo2a010972P1	XP_006562487.1
OG0007733	Lflavo2a007747P1	XP_006562620.2
OG0007734	Lflavo2a006345P1	XP_006562906.1
OG0007735	Lflavo2a002894P1	XP_006562948.1
OG0007736	Lflavo2a001265P1	XP_006563164.1
OG0007737	Lflavo2a008871P1	XP_006563220.1
OG0007738	Lflavo2a008001P1	XP_006563278.1
OG0007739	Lflavo2a008767P1	XP_006563301.1
OG0007740	Lflavo2a008435P1	XP_006563428.1
OG0007741	Lflavo2a000959P1	XP_006563433.2, XP_026301238.1
OG0007742	Lflavo2a011052P1	XP_006563505.1
OG0007743	Lflavo2a008103P1	XP_006563568.1
OG0007744	Lflavo2a011808P1	XP_006563593.1
OG0007745	Lflavo2a010152P1	XP_006563628.2
OG0007746	Lflavo2a002902P1	XP_006563758.1
OG0007747	Lflavo2a012031P1	XP_006564118.1
OG0007749	Lflavo2a002252P1	XP_006564210.1
OG0007750	Lflavo2a004052P1	XP_006564298.2
OG0007751	Lflavo2a002388P1	XP_006564333.1
OG0007752	Lflavo2a002305P1	XP_006564338.1, XP_006564340.1
OG0007753	Lflavo2a008086P1	XP_006564475.2
OG0007754	Lflavo2a008827P1	XP_006564545.3
OG0007756	Lflavo2a001341P1	XP_006564579.2, XP_006564580.2
OG0007758	Lflavo2a012069P1	XP_006564616.1
OG0007759	Lflavo2a005664P1	XP_006564660.1, XP_016769292.1
OG0007760	Lflavo2a003709P1	XP_006564759.1
OG0007761	Lflavo2a001254P1	XP_006564800.1
OG0007762	Lflavo2a008199P1	XP_006564853.1, XP_026296716.1
OG0007763	Lflavo2a005044P1	XP_006564911.3
OG0007764	Lflavo2a012393P1	XP_006564915.1
OG0007766	Lflavo2a009496P1	XP_006565024.2
OG0007767	Lflavo2a014179P1	XP_006565223.1
OG0007768	Lflavo2a012959P1	XP_006565269.1, XP_026300078.1
OG0007769	Lflavo2a004583P1	XP_006565292.1, XP_016770927.1
OG0007770	Lflavo2a000339P1	XP_006565318.1
OG0007771	Lflavo2a010909P1	XP_006565370.2
OG0007772	Lflavo2a010914P1	XP_026301806.1, XP_026301804.1, XP_006565374.2
OG0007773	Lflavo2a007728P1	XP_006565519.1
OG0007776	Lflavo2a014268P1	XP_006565862.1
OG0007777	Lflavo2a001582P1	XP_006565976.1
OG0007778	Lflavo2a007639P1	XP_006566002.1
OG0007780	Lflavo2a012073P1	XP_006566168.2
OG0007781	Lflavo2a006443P1	XP_006566171.1
OG0007783	Lflavo2a000279P1	XP_006566277.1, XP_026299240.1
OG0007785	Lflavo2a000576P1	XP_006566404.2
OG0007786	Lflavo2a011250P1	XP_006566552.1
OG0007787	Lflavo2a001593P1	XP_006566667.2
OG0007788	Lflavo2a005781P1	XP_006566682.1
OG0007789	Lflavo2a011286P1	XP_006566708.1
OG0007790	Lflavo2a012576P1	XP_006566798.2
OG0007791	Lflavo2a012636P1	XP_006566799.1
OG0007792	Lflavo2a011057P1	XP_006567021.2, XP_396025.4
OG0007793	Lflavo2a006903P1	XP_006567053.2
OG0007794	Lflavo2a004687P1	XP_006567217.2
OG0007795	Lflavo2a004686P1	XP_006567224.1
OG0007796	Lflavo2a005264P1	XP_006567241.2
OG0007797	Lflavo2a003310P1	XP_006567267.1
OG0007799	Lflavo2a003787P1	XP_006567371.1
OG0007800	Lflavo2a000626P1	XP_006567671.1
OG0007801	Lflavo2a008262P1	XP_006567699.1
OG0007802	Lflavo2a003452P1	XP_006567763.1
OG0007803	Lflavo2a000638P1	XP_006567771.1
OG0007804	Lflavo2a006899P1, Lflavo2a006899P2	XP_006567879.1
OG0007805	Lflavo2a010794P1	XP_006567927.1
OG0007807	Lflavo2a006262P1	XP_006568215.3
OG0007808	Lflavo2a004827P1	XP_006568348.2
OG0007809	Lflavo2a006864P1	XP_006568530.1
OG0007810	Lflavo2a012119P1	XP_006568583.2
OG0007811	Lflavo2a001466P1	XP_006568638.1
OG0007812	Lflavo2a005232P1	XP_006568678.1
OG0007813	Lflavo2a005211P1	XP_006568853.2, XP_392612.3
OG0007814	Lflavo2a004168P1	XP_006568868.2
OG0007815	Lflavo2a013993P1	XP_006568962.1
OG0007816	Lflavo2a006859P1	XP_006569034.2
OG0007817	Lflavo2a006961P1	XP_006569056.2, XP_006569057.2
OG0007818	Lflavo2a003021P1	XP_006569061.1
OG0007819	Lflavo2a001811P1	XP_006569236.1
OG0007820	Lflavo2a001909P1	XP_006569262.2
OG0007821	Lflavo2a004635P3, Lflavo2a004635P1, Lflavo2a004635P2	XP_006569341.2
OG0007822	Lflavo2a013850P1	XP_006569392.1
OG0007824	Lflavo2a004890P1	XP_006569489.2
OG0007825	Lflavo2a001881P1	XP_006569529.1
OG0007826	Lflavo2a011901P1	XP_006569562.1, XP_394596.2
OG0007827	Lflavo2a011195P1	XP_006569795.3
OG0007828	Lflavo2a001686P1	XP_006569889.2
OG0007829	Lflavo2a003229P1	XP_006569897.2
OG0007830	Lflavo2a007096P1	XP_006569916.1
OG0007831	Lflavo2a008832P1, Lflavo2a008832P2	XP_006569963.1, XP_026296531.1
OG0007832	Lflavo2a008855P1	XP_006569964.1
OG0007833	Lflavo2a008841P1	XP_006569970.1
OG0007834	Lflavo2a011515P1	XP_026296792.1, XP_006569992.2, XP_625062.4
OG0007835	Lflavo2a011537P1	XP_006569995.1, XP_623715.2
OG0007836	Lflavo2a011516P1	XP_006569996.2
OG0007837	Lflavo2a011523P1	XP_006569999.3
OG0007838	Lflavo2a007356P1	XP_006570010.1, XP_016767791.1
OG0007839	Lflavo2a007361P1	XP_006570014.1
OG0007840	Lflavo2a005524P1	XP_006570173.2
OG0007841	Lflavo2a012915P1	XP_006570182.1, XP_006570183.1
OG0007842	Lflavo2a002706P1	XP_006570271.1
OG0007844	Lflavo2a006163P1	XP_006570292.1
OG0007846	Lflavo2a005509P1	XP_006570364.1
OG0007847	Lflavo2a002073P1	XP_006570752.1
OG0007848	Lflavo2a013378P1	XP_006570893.1
OG0007849	Lflavo2a002546P1	XP_006570977.1, XP_026297046.1
OG0007850	Lflavo2a002617P1	XP_006570978.1
OG0007851	Lflavo2a001414P1	XP_006570983.1
OG0007853	Lflavo2a003087P1	XP_006571179.1
OG0007854	Lflavo2a009788P1	XP_006571227.1
OG0007855	Lflavo2a009808P1	XP_006571255.1
OG0007856	Lflavo2a009758P3	XP_026297207.1, XP_006571256.1, XP_006571257.1
OG0007857	Lflavo2a013733P1	XP_006571336.1
OG0007858	Lflavo2a004288P1	XP_006571382.1
OG0007860	Lflavo2a004719P1	XP_006571447.1
OG0007861	Lflavo2a009762P1	XP_006571469.1
OG0007862	Lflavo2a006600P1	XP_006571751.1
OG0007864	Lflavo2a002523P1	XP_006571787.1, XP_006571788.1
OG0007865	Lflavo2a009985P1	XP_006571886.1
OG0007866	Lflavo2a010906P1	XP_006572095.1, XP_006572096.1
OG0007867	Lflavo2a002716P1	XP_006572101.1
OG0007868	Lflavo2a013806P1	XP_006572161.1
OG0007869	Lflavo2a007700P1	XP_006572211.1, XP_392977.4
OG0007870	Lflavo2a001004P1	XP_006572257.1, XP_006572258.1
OG0007871	Lflavo2a004757P1	XP_006572265.1, XP_006572266.1
OG0007872	Lflavo2a009423P1	XP_006572288.1, XP_016772948.1
OG0007873	Lflavo2a012135P1	XP_006572354.1, XP_026296374.1
OG0007874	Lflavo2a013496P1	XP_006572417.1, XP_397175.1
OG0007875	Lflavo2a007770P1	XP_006572428.1, XP_396197.2
OG0007876	Lflavo2a006059P1	XP_016766185.2
OG0007877	Lflavo2a000615P1	XP_016766586.2, XP_016766585.2, XP_016766588.2, XP_016766584.2
OG0007878	Lflavo2a010575P1	XP_016766618.2
OG0007879	Lflavo2a002004P1	XP_016766685.1, XP_396942.4
OG0007880	Lflavo2a010557P1	XP_016766739.1
OG0007881	Lflavo2a010307P1	XP_016766748.2
OG0007882	Lflavo2a010558P1	XP_016766792.2
OG0007883	Lflavo2a000706P1	XP_016766888.2, XP_016766885.2, XP_016766887.2, XP_016766889.2
OG0007885	Lflavo2a007015P1	XP_016766945.1
OG0007886	Lflavo2a000461P1	XP_016766966.1
OG0007887	Lflavo2a014102P1	XP_016767012.1
OG0007888	Lflavo2a010233P1, Lflavo2a010173P1	XP_016767111.1
OG0007889	Lflavo2a004667P1	XP_016767213.1
OG0007890	Lflavo2a009395P1	XP_016767270.2
OG0007891	Lflavo2a011769P1	XP_016767326.1
OG0007892	Lflavo2a003822P1	XP_016767343.2
OG0007894	Lflavo2a004991P1	XP_016767395.1
OG0007895	Lflavo2a007189P1	XP_016767439.1
OG0007897	Lflavo2a012860P1	XP_016767518.2
OG0007898	Lflavo2a009128P1	XP_016767523.1
OG0007899	Lflavo2a011351P1	XP_016767638.2
OG0007900	Lflavo2a010658P1	XP_016767674.1, XP_393422.3
OG0007901	Lflavo2a012336P1	XP_016767692.1
OG0007902	Lflavo2a003790P1	XP_016767737.2
OG0007903	Lflavo2a004576P1	XP_016767859.1
OG0007904	Lflavo2a010657P1	XP_016768362.2
OG0007905	Lflavo2a005035P1	XP_016768436.1
OG0007907	Lflavo2a006599P1	XP_016768733.1
OG0007908	Lflavo2a000278P1	XP_016768797.1
OG0007909	Lflavo2a004250P1, Lflavo2a009677P1	XP_016768974.1
OG0007910	Lflavo2a005853P1	XP_016769119.1
OG0007911	Lflavo2a008816P2	XP_016769122.2
OG0007912	Lflavo2a011623P1	XP_016769151.1
OG0007913	Lflavo2a004290P1	XP_016769245.2
OG0007914	Lflavo2a003106P1	XP_016769284.1, XP_392615.1
OG0007915	Lflavo2a005854P1	XP_016769305.2
OG0007916	Lflavo2a003732P1	XP_016769348.2, XP_026298616.1
OG0007917	Lflavo2a011669P1	XP_016769452.2
OG0007918	Lflavo2a000288P1	XP_016769520.2
OG0007919	Lflavo2a013525P1	XP_016769601.1, XP_625151.1
OG0007920	Lflavo2a000235P1	XP_026298999.1, XP_026298998.1, XP_016769724.2, XP_026299000.1
OG0007922	Lflavo2a007216P1	XP_016769781.1
OG0007923	Lflavo2a000832P1	XP_016770082.2
OG0007924	Lflavo2a012214P1	XP_016770216.2
OG0007925	Lflavo2a012613P1	XP_016770286.1
OG0007926	Lflavo2a003638P1	XP_016770410.1
OG0007927	Lflavo2a009531P1	XP_016770426.1
OG0007928	Lflavo2a007504P1	XP_016770478.1, XP_016770480.1
OG0007929	Lflavo2a011715P1	XP_016770562.1, XP_026299862.1
OG0007930	Lflavo2a011326P1	XP_016770568.1, XP_026299863.1, XP_392998.5
OG0007932	Lflavo2a008608P1	XP_016770746.1
OG0007933	Lflavo2a011972P1	XP_016770872.1, XP_016770873.1, XP_016770874.1
OG0007934	Lflavo2a003792P1	XP_016770883.1
OG0007935	Lflavo2a003757P1	XP_016770889.1
OG0007936	Lflavo2a008305P1	XP_016770896.2
OG0007937	Lflavo2a005277P1	XP_016771069.1
OG0007938	Lflavo2a004443P1	XP_016771112.2
OG0007939	Lflavo2a013207P1	XP_016771422.1, XP_016771423.1
OG0007940	Lflavo2a008743P1	XP_016771529.1, XP_016771524.1
OG0007941	Lflavo2a013018P1	XP_016771534.2
OG0007942	Lflavo2a012923P1	XP_016771535.2
OG0007943	Lflavo2a004893P1	XP_016771708.1
OG0007947	Lflavo2a009584P1	XP_016771991.1
OG0007948	Lflavo2a006832P1	XP_016772074.2, XP_016772075.2
OG0007949	Lflavo2a000396P1	XP_016772174.1
OG0007950	Lflavo2a004419P1	XP_016772335.1
OG0007951	Lflavo2a006573P1	XP_016772403.2, XP_026301627.1
OG0007952	Lflavo2a000057P1	XP_016772581.1, XP_016772582.1, XP_016772583.1
OG0007953	Lflavo2a001063P1	XP_016772605.1
OG0007954	Lflavo2a000118P1	XP_016772675.1
OG0007955	Lflavo2a000266P1	XP_016772904.2, XP_026300492.1
OG0007956	Lflavo2a003444P1	XP_016773079.2, XP_026298658.1
OG0007957	Lflavo2a010390P1	XP_016773304.2
OG0007958	Lflavo2a002867P1	XP_016773319.1
OG0007959	Lflavo2a001445P1	XP_016773364.2
OG0007960	Lflavo2a001230P1	XP_016773513.1
OG0007961	Lflavo2a001090P1	XP_016773639.1
OG0007962	Lflavo2a013605P1	XP_026294728.1
OG0007963	Lflavo2a008372P1, Lflavo2a002613P1	XP_026294787.1
OG0007964	Lflavo2a012083P1	XP_026294818.1
OG0007965	Lflavo2a013100P1	XP_026294821.1
OG0007966	Lflavo2a009009P1	XP_026294829.1
OG0007968	Lflavo2a002192P1	XP_026294890.1
OG0007969	Lflavo2a012774P1, Lflavo2a012774P2	XP_026294935.1
OG0007971	Lflavo2a003825P1	XP_026295012.1
OG0007972	Lflavo2a001581P1	XP_026295074.1
OG0007973	Lflavo2a005321P1	XP_026295255.1
OG0007974	Lflavo2a010046P1	XP_026295301.1
OG0007975	Lflavo2a007209P1	XP_026295427.1
OG0007976	Lflavo2a000371P1	XP_026295519.1
OG0007977	Lflavo2a000943P1	XP_026295543.1
OG0007978	Lflavo2a005071P1	XP_026295544.1, XP_623935.3
OG0007979	Lflavo2a005088P1	XP_026295564.1, XP_026295562.1
OG0007980	Lflavo2a002434P1	XP_026295824.1
OG0007981	Lflavo2a003211P2	XP_026295827.1
OG0007982	Lflavo2a001129P1, Lflavo2a001176P1	XP_026295829.1
OG0007983	Lflavo2a001713P1	XP_026295830.1
OG0007984	Lflavo2a007234P1	XP_026295859.1
OG0007985	Lflavo2a004825P1	XP_026295913.1
OG0007986	Lflavo2a005330P1	XP_026295982.1
OG0007987	Lflavo2a010188P1	XP_026296057.1, XP_026296059.1
OG0007988	Lflavo2a003178P1	XP_026296135.1
OG0007990	Lflavo2a001523P1	XP_026296469.1
OG0007991	Lflavo2a004789P1, Lflavo2a004789P2	XP_026296476.1
OG0007992	Lflavo2a006688P1	XP_026296510.1
OG0007994	Lflavo2a012820P1, Lflavo2a012820P2	XP_026296614.1
OG0007995	Lflavo2a008717P1	XP_026296616.1
OG0007996	Lflavo2a011161P1	XP_026296629.1
OG0007998	Lflavo2a006521P1	XP_026296652.1
OG0007999	Lflavo2a009942P1	XP_026296662.1
OG0008000	Lflavo2a010782P1	XP_026296663.1
OG0008001	Lflavo2a002848P1	XP_026296678.1, XP_026296679.1
OG0008002	Lflavo2a008225P1	XP_026296715.1
OG0008003	Lflavo2a010789P1	XP_026296720.1
OG0008004	Lflavo2a010238P1	XP_026296807.1
OG0008005	Lflavo2a012856P1	XP_026296828.1
OG0008006	Lflavo2a002723P1	XP_026296829.1
OG0008007	Lflavo2a000096P1	XP_026296905.1, XP_026296906.1
OG0008009	Lflavo2a001987P1	XP_026296989.1
OG0008010	Lflavo2a014005P1	XP_026297064.1
OG0008012	Lflavo2a011717P1	XP_026297189.1
OG0008013	Lflavo2a000812P1	XP_026297197.1
OG0008014	Lflavo2a013959P1	XP_026297285.1
OG0008015	Lflavo2a012287P1	XP_026297335.1
OG0008017	Lflavo2a002426P2	XP_026297410.1
OG0008018	Lflavo2a002090P1	XP_026297433.1
OG0008019	Lflavo2a005214P2	XP_026297455.1
OG0008020	Lflavo2a000475P1	XP_026297476.1
OG0008021	Lflavo2a000647P1, Lflavo2a000677P1	XP_026297478.1
OG0008022	Lflavo2a003176P1	XP_026297566.1, XP_026297567.1, XP_026297568.1
OG0008023	Lflavo2a009119P1	XP_026297640.1
OG0008025	Lflavo2a009250P1	XP_026297867.1, XP_026297869.1
OG0008026	Lflavo2a005144P1	XP_026297927.1
OG0008027	Lflavo2a009222P1	XP_026297954.1
OG0008029	Lflavo2a011604P1	XP_026297999.1
OG0008030	Lflavo2a002243P1	XP_026298006.1, XP_026298007.1
OG0008032	Lflavo2a012716P1	XP_026298051.1
OG0008033	Lflavo2a003695P1	XP_026298081.1, XP_026298082.1
OG0008034	Lflavo2a013459P1	XP_026298144.1
OG0008035	Lflavo2a004852P2	XP_026298147.1
OG0008036	Lflavo2a000325P1	XP_026298151.1
OG0008037	Lflavo2a006659P1	XP_026298160.1
OG0008038	Lflavo2a006779P1	XP_026298168.1
OG0008039	Lflavo2a004283P1	XP_026298211.1
OG0008040	Lflavo2a001179P1	XP_026298281.1
OG0008041	Lflavo2a007930P1	XP_026298454.1
OG0008042	Lflavo2a006801P2	XP_026298460.1
OG0008043	Lflavo2a011621P1	XP_026298524.1, XP_026298525.1, XP_026298526.1, XP_026298527.1
OG0008046	Lflavo2a009521P1	XP_026298628.1
OG0008048	Lflavo2a012275P1, Lflavo2a012275P3	XP_026298720.1
OG0008049	Lflavo2a011531P1	XP_026298726.1
OG0008050	Lflavo2a008949P1	XP_026298728.1
OG0008051	Lflavo2a004971P1	XP_026298832.1
OG0008052	Lflavo2a013923P1	XP_026298880.1
OG0008053	Lflavo2a004047P1	XP_026298908.1
OG0008054	Lflavo2a008319P1	XP_026298955.1
OG0008056	Lflavo2a011122P1	XP_026299060.1, XP_026299061.1
OG0008057	Lflavo2a003737P1	XP_026299076.1
OG0008058	Lflavo2a002511P1	XP_026299080.1
OG0008059	Lflavo2a000035P1	XP_026299094.1
OG0008060	Lflavo2a008596P1	XP_026299116.1
OG0008061	Lflavo2a006976P1	XP_026299123.1
OG0008062	Lflavo2a007942P1	XP_026299126.1, XP_026299127.1, XP_026299128.1
OG0008063	Lflavo2a002634P1	XP_026299131.1
OG0008064	Lflavo2a000261P1, Lflavo2a000261P2	XP_026299151.1
OG0008065	Lflavo2a008579P1	XP_026299202.1, XP_026299203.1
OG0008066	Lflavo2a006664P1, Lflavo2a006664P2	XP_026299250.1
OG0008067	Lflavo2a004156P1	XP_026299413.1, XP_026299434.1
OG0008068	Lflavo2a003380P1	XP_026299452.1
OG0008069	Lflavo2a013611P1	XP_026299504.1
OG0008070	Lflavo2a007304P1	XP_026299564.1
OG0008071	Lflavo2a010940P1	XP_026299593.1
